,sex,subprovince,region,sample_population,enrolled_total,rate_enrollment
0,male,Abbottabad,rural,78,68,0.8717948717948718
1,male,Abbottabad,urban,83,76,0.9156626506024096
2,male,Attock,rural,0,0,
3,male,Attock,urban,137,116,0.8467153284671532
4,male,Awaran,rural,0,0,
5,male,Awaran,urban,98,57,0.5816326530612245
6,male,Badin,rural,0,0,
7,male,Badin,urban,262,169,0.6450381679389313
8,male,Bahawalnagar,rural,0,0,
9,male,Bahawalnagar,urban,163,139,0.852760736196319
10,male,Bahawalpur,rural,0,0,
11,male,Bahawalpur,urban,163,139,0.852760736196319
12,male,Bajur,rural,135,73,0.5407407407407407
13,male,Bajur,urban,0,0,
14,male,Bannu,rural,85,37,0.43529411764705883
15,male,Bannu,urban,30,18,0.6
16,male,Barkhan,rural,0,0,
17,male,Barkhan,urban,54,38,0.7037037037037037
18,male,Batagram,rural,40,30,0.75
19,male,Batagram,urban,83,76,0.9156626506024096
20,male,Bhakkar,rural,0,0,
21,male,Bhakkar,urban,128,119,0.9296875
22,male,Buner,rural,76,44,0.5789473684210527
23,male,Buner,urban,142,106,0.7464788732394366
24,male,Chagai,rural,0,0,
25,male,Chagai,urban,282,117,0.4148936170212766
26,male,Chakwal,rural,0,0,
27,male,Chakwal,urban,137,116,0.8467153284671532
28,male,Charsadda,rural,93,75,0.8064516129032258
29,male,Charsadda,urban,544,409,0.7518382352941176
30,male,Chiniot,rural,0,0,
31,male,Chiniot,urban,207,184,0.8888888888888888
32,male,Chitral,rural,45,39,0.8666666666666667
33,male,Chitral,urban,142,106,0.7464788732394366
34,male,Dadu,rural,0,0,
35,male,Dadu,urban,262,169,0.6450381679389313
36,male,Dera Bugti,rural,0,0,
37,male,Dera Bugti,urban,59,34,0.576271186440678
38,male,Dera Ghazi Khan,rural,0,0,
39,male,Dera Ghazi Khan,urban,96,78,0.8125
40,male,Dera Ismail Khan,rural,130,83,0.6384615384615384
41,male,Dera Ismail Khan,urban,73,52,0.7123287671232876
42,male,Faisalabad,rural,0,0,
43,male,Faisalabad,urban,207,184,0.8888888888888888
44,male,Ghotki,rural,0,0,
45,male,Ghotki,urban,147,103,0.7006802721088435
46,male,Gujranwala,rural,0,0,
47,male,Gujranwala,urban,270,249,0.9222222222222223
48,male,Gujrat,rural,0,0,
49,male,Gujrat,urban,270,249,0.9222222222222223
50,male,Gwadar,rural,0,0,
