,sex,subprovince,region,sample_population,enrolled_total,rate_enrollment
37,male,D. i. khan,urban,579,345.0,0.5958549222797928
38,male,Dadu,rural,90,78.0,0.8666666666666667
39,male,Dadu,urban,257,183.0,0.7120622568093385
40,male,Dera bugti,rural,20,16.0,0.8
41,male,Dera bugti,urban,385,150.0,0.38961038961038963
42,male,Faisalabad,rural,208,192.0,0.9230769230769231
43,male,Faisalabad,urban,424,354.0,0.8349056603773585
44,male,Ghotki,rural,83,65.0,0.7831325301204819
45,male,Ghotki,urban,873,474.0,0.5429553264604811
46,male,Gujranwala,rural,150,142.0,0.9466666666666667
47,male,Gujranwala,urban,250,212.0,0.848
48,male,Gujrat,rural,57,56.0,0.9824561403508771
49,male,Gujrat,urban,224,212.0,0.9464285714285714
50,male,Gwadar,rural,129,112.0,0.8682170542635659
51,male,Gwadar,urban,240,175.0,0.7291666666666666
52,male,Hafizabad,rural,91,79.0,0.8681318681318682
53,male,Hafizabad,urban,386,337.0,0.8730569948186528
54,male,Hangu,rural,95,88.0,0.9263157894736842
55,male,Hangu,urban,273,236.0,0.8644688644688645
56,male,Haripur,rural,17,16.0,0.9411764705882353
57,male,Haripur,urban,215,200.0,0.9302325581395349
58,male,Harnai,rural,23,17.0,0.7391304347826086
59,male,Harnai,urban,395,192.0,0.4860759493670886
60,male,Hyderabad,rural,139,110.0,0.7913669064748201
61,male,Hyderabad,urban,126,83.0,0.6587301587301587
62,male,Islamabad,rural,121,108.0,0.8925619834710744
63,male,Islamabad,urban,123,117.0,0.9512195121951219
64,male,Jacobabad,rural,190,135.0,0.7105263157894737
65,male,Jacobabad,urban,765,336.0,0.4392156862745098
66,male,Jaffarabad,rural,90,57.0,0.6333333333333333
67,male,Jaffarabad,urban,332,214.0,0.6445783132530121
68,male,Jamshoro,rural,95,77.0,0.8105263157894737
69,male,Jamshoro,urban,379,234.0,0.6174142480211082
70,male,Jhal magsi,rural,25,17.0,0.68
71,male,Jhal magsi,urban,388,222.0,0.5721649484536082
72,male,Jhang,rural,128,118.0,0.921875
73,male,Jhang,urban,761,649.0,0.8528252299605782
74,male,Jhelum,rural,38,37.0,0.9736842105263158
75,male,Jhelum,urban,190,177.0,0.9315789473684211
76,male,Kalat,rural,11,9.0,0.8181818181818182
77,male,Kalat,urban,214,167.0,0.780373831775701
78,male,Karachi,rural,178,151.0,0.848314606741573
79,male,Karachi,urban,30,26.0,0.8666666666666667
80,male,Karak,rural,16,14.0,0.875
81,male,Karak,urban,339,296.0,0.8731563421828908
82,male,Kashmore,rural,281,172.0,0.6120996441281139
83,male,Kashmore,urban,718,306.0,0.42618384401114207
84,male,Kasur,rural,42,37.0,0.8809523809523809
85,male,Kasur,urban,245,212.0,0.8653061224489796
86,male,Khairpur,rural,100,76.0,0.76
87,male,Khairpur,urban,492,315.0,0.6402439024390244
88,male,Khanewal,rural,92,77.0,0.8369565217391305
89,male,Khanewal,urban,671,510.0,0.7600596125186289
90,male,Kharan,rural,24,22.0,0.9166666666666666
91,male,Kharan,urban,238,171.0,0.7184873949579832
92,male,Khushab,rural,89,84.0,0.9438202247191011
93,male,Khushab,urban,433,354.0,0.8175519630484989
94,male,Khuzdar,rural,21,21.0,1.0
95,male,Khuzdar,urban,303,210.0,0.693069306930693
96,male,Killa abdullah,rural,84,42.0,0.5
97,male,Killa abdullah,urban,408,225.0,0.5514705882352942
98,male,Killa saifullah,rural,36,24.0,0.6666666666666666
99,male,Killa saifullah,urban,259,211.0,0.8146718146718147
100,male,Kohat,rural,42,42.0,1.0
101,male,Kohat,urban,267,225.0,0.8426966292134831
102,male,Kohistan,rural,0,,
103,male,Kohistan,urban,588,311.0,0.5289115646258503
104,male,Kohlu,rural,31,26.0,0.8387096774193549
105,male,Kohlu,urban,379,218.0,0.575197889182058
106,male,Lahore,rural,159,148.0,0.9308176100628931
107,male,Lahore,urban,54,49.0,0.9074074074074074
108,male,Lakki marwat,rural,31,28.0,0.9032258064516129
109,male,Lakki marwat,urban,323,271.0,0.8390092879256966
110,male,Larkana,rural,146,101.0,0.6917808219178082
111,male,Larkana,urban,269,180.0,0.6691449814126395
112,male,Lasbela,rural,33,24.0,0.7272727272727273
113,male,Lasbela,urban,107,32.0,0.29906542056074764
114,male,Layyah,rural,33,30.0,0.9090909090909091
115,male,Layyah,urban,356,320.0,0.898876404494382
116,male,Lodhran,rural,78,66.0,0.8461538461538461
117,male,Lodhran,urban,585,414.0,0.7076923076923077
118,male,Loralai,rural,29,22.0,0.7586206896551724
119,male,Loralai,urban,284,220.0,0.7746478873239436
120,male,Lower dir,rural,18,15.0,0.8333333333333334
121,male,Lower dir,urban,486,388.0,0.7983539094650206
122,male,Malakand,rural,29,24.0,0.8275862068965517
123,male,Malakand,urban,329,283.0,0.8601823708206687
124,male,Mandi bahauddin,rural,28,28.0,1.0
125,male,Mandi bahauddin,urban,260,233.0,0.8961538461538462
126,male,Mansehra,rural,10,10.0,1.0
127,male,Mansehra,urban,218,188.0,0.8623853211009175
128,male,Mardan,rural,60,55.0,0.9166666666666666
129,male,Mardan,urban,328,300.0,0.9146341463414634
130,male,Mastung,rural,15,15.0,1.0
131,male,Mastung,urban,269,215.0,0.7992565055762082
132,male,Matiari,rural,78,58.0,0.7435897435897436
133,male,Matiari,urban,322,200.0,0.6211180124223602
134,male,Mianwali,rural,69,59.0,0.855072463768116
135,male,Mianwali,urban,405,338.0,0.8345679012345679
136,male,Mirpur khas,rural,99,83.0,0.8383838383838383
137,male,Mirpur khas,urban,470,242.0,0.5148936170212766
138,male,Multan,rural,223,200.0,0.8968609865470852
139,male,Multan,urban,654,420.0,0.6422018348623854
140,male,Musakhel,rural,75,52.0,0.6933333333333334
141,male,Musakhel,urban,248,147.0,0.592741935483871
142,male,Muzaffargarh,rural,118,101.0,0.8559322033898306
143,male,Muzaffargarh,urban,1252,860.0,0.6869009584664537
144,male,Nankana sahib,rural,37,33.0,0.8918918918918919
145,male,Nankana sahib,urban,232,213.0,0.9181034482758621
146,male,Narowal,rural,26,24.0,0.9230769230769231
147,male,Narowal,urban,335,301.0,0.8985074626865671
148,male,Nasirabad/ tamboo,rural,101,69.0,0.6831683168316832
149,male,Nasirabad/ tamboo,urban,339,174.0,0.5132743362831859
150,male,Naushahro feroze,rural,76,61.0,0.8026315789473685
151,male,Naushahro feroze,urban,349,270.0,0.7736389684813754
152,male,Nowshera,rural,65,62.0,0.9538461538461539
153,male,Nowshera,urban,262,231.0,0.8816793893129771
154,male,Nushki,rural,29,21.0,0.7241379310344828
155,male,Nushki,urban,206,168.0,0.8155339805825242
156,male,Okara,rural,38,36.0,0.9473684210526315
157,male,Okara,urban,300,249.0,0.83
158,male,Pakpattan,rural,54,49.0,0.9074074074074074
159,male,Pakpattan,urban,330,268.0,0.8121212121212121
160,male,Peshawar,rural,142,127.0,0.8943661971830986
161,male,Peshawar,urban,207,172.0,0.8309178743961353
162,male,Pishin,rural,24,19.0,0.7916666666666666
163,male,Pishin,urban,329,179.0,0.5440729483282675
164,male,Quetta,rural,147,105.0,0.7142857142857143
165,male,Quetta,urban,110,99.0,0.9
166,male,Rahim yar khan,rural,210,178.0,0.8476190476190476
167,male,Rahim yar khan,urban,1687,1097.0,0.6502667457024304
168,male,Rajanpur,rural,49,42.0,0.8571428571428571
169,male,Rajanpur,urban,444,235.0,0.5292792792792793
170,male,Rawalpindi,rural,82,74.0,0.9024390243902439
171,male,Rawalpindi,urban,170,162.0,0.9529411764705882
172,male,Sahiwal,rural,32,30.0,0.9375
173,male,Sahiwal,urban,236,188.0,0.7966101694915254
174,male,Sanghar,rural,79,69.0,0.8734177215189873
175,male,Sanghar,urban,353,206.0,0.5835694050991501
176,male,Sargodha,rural,111,104.0,0.9369369369369369
177,male,Sargodha,urban,343,293.0,0.8542274052478134
178,male,Shahdadkot,rural,137,82.0,0.5985401459854015
179,male,Shahdadkot,urban,651,397.0,0.6098310291858678
180,male,Shaheed benazir abad,rural,94,69.0,0.7340425531914894
181,male,Shaheed benazir abad,urban,463,352.0,0.7602591792656588
182,male,Shangla,rural,0,,
183,male,Shangla,urban,666,391.0,0.5870870870870871
184,male,Sheerani,rural,0,,
185,male,Sheerani,urban,305,227.0,0.7442622950819672
186,male,Sheikhupura,rural,143,122.0,0.8531468531468531
187,male,Sheikhupura,urban,404,344.0,0.8514851485148515
188,male,Shikarpur,rural,120,81.0,0.675
189,male,Shikarpur,urban,503,269.0,0.5347912524850894
190,male,Sialkot,rural,68,63.0,0.9264705882352942
191,male,Sialkot,urban,236,226.0,0.9576271186440678
192,male,Sibbi,rural,44,36.0,0.8181818181818182
193,male,Sibbi,urban,206,82.0,0.39805825242718446
194,male,Sujawal,rural,28,15.0,0.5357142857142857
195,male,Sujawal,urban,260,139.0,0.5346153846153846
196,male,Sukkur,rural,157,130.0,0.8280254777070064
197,male,Sukkur,urban,275,166.0,0.6036363636363636
198,male,Swabi,rural,29,29.0,1.0
199,male,Swabi,urban,241,197.0,0.8174273858921162
200,male,Swat,rural,44,40.0,0.9090909090909091
201,male,Swat,urban,432,363.0,0.8402777777777778
202,male,T.t. singh,rural,70,65.0,0.9285714285714286
203,male,T.t. singh,urban,499,425.0,0.8517034068136272
204,male,Tando allah yar,rural,78,58.0,0.7435897435897436
205,male,Tando allah yar,urban,464,223.0,0.48060344827586204
206,male,Tando mohammad khan,rural,34,25.0,0.7352941176470589
207,male,Tando mohammad khan,urban,462,203.0,0.4393939393939394
208,male,Tank,rural,57,42.0,0.7368421052631579
209,male,Tank,urban,346,234.0,0.6763005780346821
210,male,Tharparkar,rural,24,18.0,0.75
211,male,Tharparkar,urban,690,384.0,0.5565217391304348
212,male,Thatta,rural,21,17.0,0.8095238095238095
213,male,Thatta,urban,285,147.0,0.5157894736842106
214,male,Tor ghar,rural,0,,
215,male,Tor ghar,urban,559,387.0,0.6923076923076923
216,male,Umer kot,rural,116,81.0,0.6982758620689655
217,male,Umer kot,urban,589,285.0,0.4838709677419355
218,male,Upper dir,rural,17,15.0,0.8823529411764706
219,male,Upper dir,urban,533,362.0,0.6791744840525328
220,male,Vehari,rural,29,25.0,0.8620689655172413
221,male,Vehari,urban,267,211.0,0.7902621722846442
222,male,Washuk,rural,0,,
223,male,Washuk,urban,462,303.0,0.6558441558441559
224,male,Zhob,rural,83,77.0,0.927710843373494
225,male,Zhob,urban,459,308.0,0.6710239651416122
226,male,Ziarat,rural,17,11.0,0.6470588235294118
227,male,Ziarat,urban,377,236.0,0.6259946949602122
228,female,Abbottabad,rural,18,18.0,1.0
229,female,Abbottabad,urban,141,128.0,0.9078014184397163
230,female,Attock,rural,50,48.0,0.96
231,female,Attock,urban,257,221.0,0.8599221789883269
232,female,Awaran,rural,0,,
233,female,Awaran,urban,175,92.0,0.5257142857142857
234,female,Badin,rural,131,87.0,0.6641221374045801
235,female,Badin,urban,579,195.0,0.33678756476683935
236,female,Bahawalnagar,rural,68,59.0,0.8676470588235294
237,female,Bahawalnagar,urban,323,200.0,0.6191950464396285
238,female,Bahawalpur,rural,157,141.0,0.8980891719745223
239,female,Bahawalpur,urban,855,462.0,0.5403508771929825
240,female,Bannu,rural,14,14.0,1.0
241,female,Bannu,urban,310,163.0,0.5258064516129032
242,female,Barkhan,rural,29,16.0,0.5517241379310345
243,female,Barkhan,urban,478,88.0,0.18410041841004185
244,female,Batagram,rural,0,,
245,female,Batagram,urban,596,311.0,0.5218120805369127
246,female,Bhakkar,rural,63,53.0,0.8412698412698413
247,female,Bhakkar,urban,546,352.0,0.6446886446886447
248,female,Bolan/ kachhi,rural,19,17.0,0.8947368421052632
249,female,Bolan/ kachhi,urban,265,93.0,0.35094339622641507
250,female,Buner,rural,0,,
251,female,Buner,urban,671,413.0,0.6154992548435171
252,female,Chagai,rural,27,19.0,0.7037037037037037
253,female,Chagai,urban,252,70.0,0.2777777777777778
254,female,Chakwal,rural,11,10.0,0.9090909090909091
255,female,Chakwal,urban,176,166.0,0.9431818181818182
256,female,Charsadda,rural,28,20.0,0.7142857142857143
257,female,Charsadda,urban,335,233.0,0.6955223880597015
258,female,Chiniot,rural,52,43.0,0.8269230769230769
259,female,Chiniot,urban,339,229.0,0.6755162241887905
260,female,Chitral,rural,10,9.0,0.9
261,female,Chitral,urban,226,159.0,0.7035398230088495
262,female,D. g. khan,rural,72,63.0,0.875
263,female,D. g. khan,urban,1153,574.0,0.4978317432784042
264,female,D. i. khan,rural,30,21.0,0.7
265,female,D. i. khan,urban,488,218.0,0.44672131147540983
266,female,Dadu,rural,86,74.0,0.8604651162790697
267,female,Dadu,urban,241,166.0,0.6887966804979253
268,female,Dera bugti,rural,21,9.0,0.42857142857142855
269,female,Dera bugti,urban,273,41.0,0.15018315018315018
270,female,Faisalabad,rural,218,197.0,0.9036697247706422
271,female,Faisalabad,urban,424,346.0,0.8160377358490566
272,female,Ghotki,rural,97,64.0,0.6597938144329897
273,female,Ghotki,urban,729,209.0,0.28669410150891633
274,female,Gujranwala,rural,134,126.0,0.9402985074626866
275,female,Gujranwala,urban,204,177.0,0.8676470588235294
276,female,Gujrat,rural,44,43.0,0.9772727272727273
277,female,Gujrat,urban,178,169.0,0.949438202247191
278,female,Gwadar,rural,88,63.0,0.7159090909090909
279,female,Gwadar,urban,156,88.0,0.5641025641025641
280,female,Hafizabad,rural,74,70.0,0.9459459459459459
281,female,Hafizabad,urban,365,306.0,0.8383561643835616
282,female,Hangu,rural,100,73.0,0.73
283,female,Hangu,urban,213,112.0,0.5258215962441315
284,female,Haripur,rural,12,12.0,1.0
285,female,Haripur,urban,208,188.0,0.9038461538461539
286,female,Harnai,rural,34,28.0,0.8235294117647058
287,female,Harnai,urban,326,104.0,0.31901840490797545
288,female,Hyderabad,rural,108,68.0,0.6296296296296297
289,female,Hyderabad,urban,109,51.0,0.46788990825688076
290,female,Islamabad,rural,108,103.0,0.9537037037037037
291,female,Islamabad,urban,111,102.0,0.918918918918919
292,female,Jacobabad,rural,170,100.0,0.5882352941176471
293,female,Jacobabad,urban,659,178.0,0.2701062215477997
294,female,Jaffarabad,rural,95,55.0,0.5789473684210527
295,female,Jaffarabad,urban,283,112.0,0.3957597173144876
296,female,Jamshoro,rural,81,62.0,0.7654320987654321
297,female,Jamshoro,urban,311,170.0,0.5466237942122186
298,female,Jhal magsi,rural,18,16.0,0.8888888888888888
299,female,Jhal magsi,urban,297,99.0,0.3333333333333333
300,female,Jhang,rural,118,110.0,0.9322033898305084
301,female,Jhang,urban,683,483.0,0.7071742313323572
302,female,Jhelum,rural,38,36.0,0.9473684210526315
303,female,Jhelum,urban,181,172.0,0.9502762430939227
304,female,Kalat,rural,15,13.0,0.8666666666666667
305,female,Kalat,urban,145,105.0,0.7241379310344828
306,female,Karachi,rural,168,137.0,0.8154761904761905
307,female,Karachi,urban,19,9.0,0.47368421052631576
308,female,Karak,rural,10,7.0,0.7
309,female,Karak,urban,322,233.0,0.7236024844720497
310,female,Kashmore,rural,203,106.0,0.5221674876847291
311,female,Kashmore,urban,673,135.0,0.20059435364041606
312,female,Kasur,rural,52,41.0,0.7884615384615384
313,female,Kasur,urban,258,220.0,0.8527131782945736
314,female,Khairpur,rural,103,72.0,0.6990291262135923
315,female,Khairpur,urban,429,190.0,0.4428904428904429
316,female,Khanewal,rural,102,82.0,0.803921568627451
317,female,Khanewal,urban,681,454.0,0.6666666666666666
318,female,Kharan,rural,37,29.0,0.7837837837837838
319,female,Kharan,urban,220,103.0,0.4681818181818182
320,female,Khushab,rural,81,74.0,0.9135802469135802
321,female,Khushab,urban,436,304.0,0.6972477064220184
322,female,Khuzdar,rural,16,16.0,1.0
323,female,Khuzdar,urban,193,108.0,0.5595854922279793
324,female,Killa abdullah,rural,60,26.0,0.43333333333333335
325,female,Killa abdullah,urban,309,57.0,0.18446601941747573
326,female,Killa saifullah,rural,34,12.0,0.35294117647058826
327,female,Killa saifullah,urban,215,63.0,0.2930232558139535
328,female,Kohat,rural,28,26.0,0.9285714285714286
329,female,Kohat,urban,238,136.0,0.5714285714285714
330,female,Kohistan,rural,0,,
331,female,Kohistan,urban,514,99.0,0.1926070038910506
332,female,Kohlu,rural,30,17.0,0.5666666666666667
333,female,Kohlu,urban,330,103.0,0.31212121212121213
334,female,Lahore,rural,158,153.0,0.9683544303797469
335,female,Lahore,urban,59,53.0,0.8983050847457628
336,female,Lakki marwat,rural,29,19.0,0.6551724137931034
337,female,Lakki marwat,urban,282,139.0,0.4929078014184397
338,female,Larkana,rural,153,94.0,0.6143790849673203
339,female,Larkana,urban,302,181.0,0.5993377483443708
340,female,Lasbela,rural,46,32.0,0.6956521739130435
341,female,Lasbela,urban,84,11.0,0.13095238095238096
342,female,Layyah,rural,41,38.0,0.926829268292683
343,female,Layyah,urban,322,271.0,0.8416149068322981
344,female,Lodhran,rural,65,53.0,0.8153846153846154
345,female,Lodhran,urban,547,309.0,0.5648994515539305
346,female,Loralai,rural,37,20.0,0.5405405405405406
347,female,Loralai,urban,159,65.0,0.4088050314465409
348,female,Lower dir,rural,18,16.0,0.8888888888888888
349,female,Lower dir,urban,419,306.0,0.7303102625298329
350,female,Malakand,rural,32,27.0,0.84375
351,female,Malakand,urban,289,245.0,0.8477508650519031
352,female,Mandi bahauddin,rural,38,37.0,0.9736842105263158
353,female,Mandi bahauddin,urban,229,208.0,0.9082969432314411
354,female,Mansehra,rural,13,13.0,1.0
355,female,Mansehra,urban,234,184.0,0.7863247863247863
356,female,Mardan,rural,40,33.0,0.825
357,female,Mardan,urban,281,213.0,0.7580071174377224
358,female,Mastung,rural,18,18.0,1.0
359,female,Mastung,urban,199,128.0,0.6432160804020101
360,female,Matiari,rural,55,36.0,0.6545454545454545
361,female,Matiari,urban,289,123.0,0.42560553633217996
362,female,Mianwali,rural,67,64.0,0.9552238805970149
363,female,Mianwali,urban,404,282.0,0.698019801980198
364,female,Mirpur khas,rural,92,69.0,0.75
365,female,Mirpur khas,urban,427,112.0,0.26229508196721313
366,female,Multan,rural,238,219.0,0.9201680672268907
367,female,Multan,urban,586,353.0,0.6023890784982935
368,female,Musakhel,rural,60,24.0,0.4
369,female,Musakhel,urban,135,69.0,0.5111111111111111
370,female,Muzaffargarh,rural,106,93.0,0.8773584905660378
371,female,Muzaffargarh,urban,1222,697.0,0.5703764320785597
372,female,Nankana sahib,rural,47,38.0,0.8085106382978723
373,female,Nankana sahib,urban,197,164.0,0.8324873096446701
374,female,Narowal,rural,29,27.0,0.9310344827586207
375,female,Narowal,urban,303,280.0,0.9240924092409241
376,female,Nasirabad/ tamboo,rural,105,55.0,0.5238095238095238
377,female,Nasirabad/ tamboo,urban,293,81.0,0.2764505119453925
378,female,Naushahro feroze,rural,72,65.0,0.9027777777777778
379,female,Naushahro feroze,urban,293,201.0,0.6860068259385665
380,female,Nowshera,rural,56,44.0,0.7857142857142857
381,female,Nowshera,urban,224,162.0,0.7232142857142857
382,female,Nushki,rural,41,19.0,0.4634146341463415
383,female,Nushki,urban,149,78.0,0.5234899328859061
384,female,Okara,rural,38,35.0,0.9210526315789473
385,female,Okara,urban,282,205.0,0.7269503546099291
386,female,Pakpattan,rural,36,32.0,0.8888888888888888
387,female,Pakpattan,urban,340,233.0,0.6852941176470588
388,female,Peshawar,rural,121,100.0,0.8264462809917356
389,female,Peshawar,urban,162,98.0,0.6049382716049383
390,female,Pishin,rural,20,15.0,0.75
391,female,Pishin,urban,259,127.0,0.49034749034749037
392,female,Quetta,rural,118,82.0,0.6949152542372882
393,female,Quetta,urban,101,78.0,0.7722772277227723
394,female,Rahim yar khan,rural,222,180.0,0.8108108108108109
395,female,Rahim yar khan,urban,1546,791.0,0.5116429495472187
396,female,Rajanpur,rural,39,35.0,0.8974358974358975
397,female,Rajanpur,urban,371,141.0,0.38005390835579517
398,female,Rawalpindi,rural,77,71.0,0.922077922077922
399,female,Rawalpindi,urban,158,149.0,0.9430379746835443
400,female,Sahiwal,rural,33,31.0,0.9393939393939394
401,female,Sahiwal,urban,247,194.0,0.7854251012145749
402,female,Sanghar,rural,73,52.0,0.7123287671232876
403,female,Sanghar,urban,299,103.0,0.34448160535117056
404,female,Sargodha,rural,97,89.0,0.9175257731958762
405,female,Sargodha,urban,346,266.0,0.7687861271676301
406,female,Shahdadkot,rural,147,73.0,0.4965986394557823
407,female,Shahdadkot,urban,539,236.0,0.437847866419295
408,female,Shaheed benazir abad,rural,86,67.0,0.7790697674418605
409,female,Shaheed benazir abad,urban,389,182.0,0.46786632390745503
410,female,Shangla,rural,0,,
411,female,Shangla,urban,536,163.0,0.3041044776119403
412,female,Sheerani,rural,0,,
413,female,Sheerani,urban,263,13.0,0.049429657794676805
414,female,Sheikhupura,rural,94,85.0,0.9042553191489362
415,female,Sheikhupura,urban,437,371.0,0.8489702517162472
416,female,Shikarpur,rural,116,77.0,0.6637931034482759
417,female,Shikarpur,urban,443,165.0,0.3724604966139955
418,female,Sialkot,rural,69,64.0,0.927536231884058
419,female,Sialkot,urban,260,241.0,0.926923076923077
420,female,Sibbi,rural,31,22.0,0.7096774193548387
421,female,Sibbi,urban,165,54.0,0.32727272727272727
422,female,Sujawal,rural,24,14.0,0.5833333333333334
423,female,Sujawal,urban,216,61.0,0.2824074074074074
424,female,Sukkur,rural,156,117.0,0.75
425,female,Sukkur,urban,236,81.0,0.3432203389830508
426,female,Swabi,rural,33,32.0,0.9696969696969697
427,female,Swabi,urban,248,179.0,0.7217741935483871
428,female,Swat,rural,40,35.0,0.875
429,female,Swat,urban,303,216.0,0.7128712871287128
430,female,T.t. singh,rural,61,55.0,0.9016393442622951
431,female,T.t. singh,urban,421,363.0,0.8622327790973872
432,female,Tando allah yar,rural,82,63.0,0.7682926829268293
433,female,Tando allah yar,urban,345,108.0,0.3130434782608696
434,female,Tando mohammad khan,rural,46,29.0,0.6304347826086957
435,female,Tando mohammad khan,urban,468,87.0,0.1858974358974359
436,female,Tank,rural,40,28.0,0.7
437,female,Tank,urban,335,143.0,0.42686567164179107
438,female,Tharparkar,rural,25,18.0,0.72
439,female,Tharparkar,urban,581,205.0,0.3528399311531842
440,female,Thatta,rural,16,14.0,0.875
441,female,Thatta,urban,259,89.0,0.3436293436293436
442,female,Tor ghar,rural,0,,
443,female,Tor ghar,urban,467,161.0,0.34475374732334046
444,female,Umer kot,rural,108,70.0,0.6481481481481481
445,female,Umer kot,urban,481,165.0,0.34303534303534305
446,female,Upper dir,rural,17,12.0,0.7058823529411765
447,female,Upper dir,urban,495,227.0,0.4585858585858586
448,female,Vehari,rural,51,47.0,0.9215686274509803
449,female,Vehari,urban,262,170.0,0.648854961832061
450,female,Washuk,rural,0,,
451,female,Washuk,urban,328,154.0,0.4695121951219512
452,female,Zhob,rural,65,55.0,0.8461538461538461
453,female,Zhob,urban,430,94.0,0.2186046511627907
454,female,Ziarat,rural,9,6.0,0.6666666666666666
455,female,Ziarat,urban,273,119.0,0.4358974358974359
