,hhcode,idc,ever_admitted,max_level_achieved,currently_enrolled,why_not,region,province,age,sex,marital_status,subprovince code
18827,2222000106.0,6,yes,20.0,yes,,rural,2,7,male,unmarried,2222
18828,2222000106.0,7,yes,,yes,,rural,2,5,male,unmarried,2222
18833,2222000108.0,3,yes,4.0,no,6.0,rural,2,15,male,unmarried,2222
18834,2222000108.0,4,yes,0.0,no,6.0,rural,2,12,female,unmarried,2222
18835,2222000108.0,5,yes,0.0,yes,,rural,2,9,male,unmarried,2222
18840,2222000109.0,4,yes,0.0,no,,rural,2,13,male,unmarried,2222
18849,2222000112.0,4,yes,,no,,rural,2,15,male,unmarried,2222
18850,2222000112.0,5,yes,,no,,rural,2,13,male,unmarried,2222
18853,2222000201.0,3,no,3.0,no,,rural,2,14,male,unmarried,2222
18880,2222000208.0,5,yes,0.0,yes,,rural,2,15,male,unmarried,2222
18881,2222000208.0,6,yes,,yes,,rural,2,9,male,unmarried,2222
18888,2222000210.0,2,no,8.0,no,,rural,2,12,male,unmarried,2222
18893,2222000211.0,4,yes,7.0,yes,,rural,2,13,male,unmarried,2222
18894,2222000211.0,5,yes,3.0,yes,,rural,2,9,male,unmarried,2222
18895,2222000211.0,6,yes,,yes,,rural,2,6,female,unmarried,2222
18898,2222000212.0,3,yes,,yes,,rural,2,8,female,unmarried,2222
18899,2222000212.0,4,yes,,yes,,rural,2,6,male,unmarried,2222
18908,2222000303.0,5,no,,no,,rural,2,10,male,unmarried,2222
18911,2222000304.0,3,yes,,no,,rural,2,14,male,unmarried,2222
18912,2222000304.0,4,yes,1.0,yes,,rural,2,11,male,unmarried,2222
18913,2222000304.0,5,yes,,yes,,rural,2,8,female,unmarried,2222
18916,2222000305.0,3,yes,,yes,,rural,2,14,female,unmarried,2222
18917,2222000305.0,4,yes,1.0,no,,rural,2,12,male,unmarried,2222
18918,2222000305.0,5,yes,0.0,yes,,rural,2,8,female,unmarried,2222
18919,2222000305.0,6,yes,0.0,yes,,rural,2,7,male,unmarried,2222
18924,2222000306.0,5,yes,,yes,,rural,2,13,male,unmarried,2222
18925,2222000306.0,6,yes,5.0,yes,,rural,2,10,female,unmarried,2222
18926,2222000306.0,7,yes,8.0,yes,,rural,2,8,male,unmarried,2222
18931,2222000307.0,6,no,,no,,rural,2,12,male,unmarried,2222
18932,2222000307.0,7,yes,,no,6.0,rural,2,9,female,unmarried,2222
18933,2222000307.0,8,yes,3.0,yes,,rural,2,6,female,unmarried,2222
18938,2222000309.0,3,yes,,no,11.0,rural,2,14,female,unmarried,2222
18939,2222000309.0,4,yes,,no,11.0,rural,2,12,male,unmarried,2222
18944,2222000310.0,5,yes,,yes,,rural,2,15,male,unmarried,2222
18945,2222000310.0,6,yes,,yes,,rural,2,14,female,unmarried,2222
18949,2222000311.0,4,yes,,no,6.0,rural,2,15,male,unmarried,2222
18950,2222000311.0,5,yes,10.0,no,6.0,rural,2,13,male,unmarried,2222
18951,2222000311.0,6,yes,5.0,no,,rural,2,9,male,unmarried,2222
18954,2222000312.0,3,yes,0.0,yes,,rural,2,13,male,unmarried,2222
18955,2222000312.0,4,yes,,no,,rural,2,10,male,unmarried,2222
18956,2222000312.0,5,yes,,yes,,rural,2,9,female,unmarried,2222
18957,2222000312.0,6,yes,10.0,no,,rural,2,7,male,unmarried,2222
18960,2222000401.0,3,no,8.0,no,11.0,rural,2,14,female,unmarried,2222
18961,2222000401.0,4,no,,no,11.0,rural,2,12,male,unmarried,2222
18962,2222000401.0,5,no,3.0,no,6.0,rural,2,10,male,unmarried,2222
18963,2222000401.0,6,no,0.0,no,6.0,rural,2,7,female,unmarried,2222
