,sex,subprovince,region,sample_population,enrolled_total,rate_enrollment
122,male,Mastung,rural,403,297,0.7369727047146402
123,male,Mastung,urban,0,0,
124,male,Mianwali,rural,387,331,0.8552971576227391
125,male,Mianwali,urban,0,0,
126,male,MirPurKhas,rural,994,581,0.5845070422535211
127,male,MirPurKhas,urban,0,0,
128,male,Multan,rural,771,546,0.708171206225681
129,male,Multan,urban,699,615,0.8798283261802575
130,male,MusaKhel,rural,519,357,0.6878612716763006
131,male,MusaKhel,urban,0,0,
132,male,Muzaffar Garh,rural,872,584,0.6697247706422018
133,male,Muzaffar Garh,urban,0,0,
134,male,Narowal,rural,596,550,0.9228187919463087
135,male,Narowal,urban,0,0,
136,male,Nasirabad,rural,585,195,0.3333333333333333
137,male,Nasirabad,urban,0,0,
138,male,Nawabshah,rural,650,474,0.7292307692307692
139,male,Nawabshah,urban,0,0,
140,male,Nowshera,rural,556,486,0.8741007194244604
141,male,Nowshera,urban,0,0,
142,male,Nowshero Feroze,rural,821,633,0.7710109622411693
143,male,Nowshero Feroze,urban,0,0,
144,male,Okara,rural,739,535,0.7239512855209743
145,male,Okara,urban,0,0,
146,male,Pakpatten,rural,442,318,0.7194570135746606
147,male,Pakpatten,urban,0,0,
148,male,Panjgur,rural,480,306,0.6375
149,male,Panjgur,urban,0,0,
150,male,Pashin,rural,533,360,0.6754221388367729
151,male,Pashin,urban,0,0,
152,male,Peshawar,rural,684,538,0.7865497076023392
153,male,Peshawar,urban,983,803,0.8168870803662258
154,male,QillahAbdullah,rural,672,289,0.43005952380952384
155,male,QillahAbdullah,urban,0,0,
156,male,QillahSaifullah,rural,606,424,0.6996699669966997
157,male,QillahSaifullah,urban,0,0,
158,male,Quetta,rural,596,457,0.7667785234899329
159,male,Quetta,urban,829,649,0.7828709288299156
160,male,Rahim Yar Khan,rural,1202,805,0.6697171381031614
161,male,Rahim Yar Khan,urban,0,0,
162,male,Rajanpur,rural,725,443,0.6110344827586207
163,male,Rajanpur,urban,0,0,
164,male,Rawalpindi,rural,519,476,0.9171483622350675
165,male,Rawalpindi,urban,716,685,0.9567039106145251
166,male,Sahiwal,rural,568,479,0.8433098591549296
167,male,Sahiwal,urban,0,0,
168,male,Sanghar,rural,1167,757,0.6486718080548415
169,male,Sanghar,urban,0,0,
170,male,Sargodha,rural,628,557,0.8869426751592356
171,male,Sargodha,urban,474,439,0.9261603375527426
172,male,Shangla,rural,740,468,0.6324324324324324
173,male,Shangla,urban,0,0,
174,male,Sheikhupura,rural,897,766,0.8539576365663322
175,male,Sheikhupura,urban,0,0,
176,male,Shikarpur,rural,763,388,0.508519003931848
177,male,Shikarpur,urban,0,0,
178,male,Sialkot,rural,388,364,0.9381443298969072
179,male,Sialkot,urban,432,414,0.9583333333333334
180,male,Sibbi,rural,480,284,0.5916666666666667
181,male,Sibbi,urban,0,0,
182,male,Sukkur,rural,382,223,0.5837696335078534
183,male,Sukkur,urban,569,475,0.8347978910369068
184,male,Swabi,rural,461,343,0.7440347071583514
185,male,Swabi,urban,0,0,
186,male,Swat,rural,720,542,0.7527777777777778
187,male,Swat,urban,0,0,
188,male,T.T. Singh,rural,573,501,0.8743455497382199
189,male,T.T. Singh,urban,0,0,
190,male,Tank,rural,528,336,0.6363636363636364
191,male,Tank,urban,0,0,
192,male,Tharparkar,rural,787,437,0.5552731893265566
193,male,Tharparkar,urban,0,0,
194,male,Thatta,rural,947,460,0.4857444561774023
195,male,Thatta,urban,0,0,
196,male,UpperDir,rural,805,619,0.768944099378882
197,male,UpperDir,urban,0,0,
198,male,Vehari,rural,741,536,0.7233468286099866
199,male,Vehari,urban,0,0,
200,male,Zhob,rural,565,445,0.7876106194690266
201,male,Zhob,urban,0,0,
202,male,Ziarat,rural,588,438,0.7448979591836735
203,male,Ziarat,urban,0,0,
204,female,Abbottabad,rural,258,252,0.9767441860465116
205,female,Abbottabad,urban,0,0,
206,female,Attock,rural,352,292,0.8295454545454546
207,female,Attock,urban,0,0,
208,female,Awaran,rural,234,145,0.6196581196581197
209,female,Awaran,urban,0,0,
210,female,Badin,rural,703,290,0.41251778093883357
211,female,Badin,urban,0,0,
212,female,Bahawalnager,rural,721,483,0.6699029126213593
213,female,Bahawalnager,urban,0,0,
214,female,Bahawalpur,rural,762,351,0.46062992125984253
215,female,Bahawalpur,urban,0,0,
216,female,Bannu,rural,461,178,0.38611713665943603
217,female,Bannu,urban,0,0,
218,female,Barkhan,rural,491,137,0.2790224032586558
219,female,Barkhan,urban,0,0,
220,female,Batagram,rural,549,343,0.6247723132969034
221,female,Batagram,urban,0,0,
222,female,Bhakhar,rural,394,246,0.6243654822335025
223,female,Bhakhar,urban,0,0,
224,female,Bhawalpur,rural,0,0,
225,female,Bhawalpur,urban,441,354,0.8027210884353742
226,female,Bolan/kachhi,rural,363,100,0.27548209366391185
227,female,Bolan/kachhi,urban,0,0,
228,female,Bonair,rural,841,445,0.5291319857312723
229,female,Bonair,urban,0,0,
230,female,Chaghi,rural,436,153,0.35091743119266056
231,female,Chaghi,urban,0,0,
232,female,Chakwal,rural,265,243,0.9169811320754717
233,female,Chakwal,urban,0,0,
234,female,Charsada,rural,450,228,0.5066666666666667
235,female,Charsada,urban,0,0,
236,female,Chitral,rural,476,316,0.6638655462184874
237,female,Chitral,urban,0,0,
238,female,D.G. Khan,rural,660,356,0.5393939393939394
239,female,D.G. Khan,urban,0,0,
240,female,D.I.Khan,rural,598,224,0.3745819397993311
241,female,D.I.Khan,urban,0,0,
242,female,Dadu,rural,1037,467,0.4503375120540019
243,female,Dadu,urban,0,0,
244,female,Deara Bughti,rural,247,29,0.11740890688259109
245,female,Deara Bughti,urban,0,0,
246,female,Faisalabad,rural,988,794,0.8036437246963563
247,female,Faisalabad,urban,1086,1003,0.923572744014733
248,female,Ghotki,rural,677,305,0.4505169867060561
249,female,Ghotki,urban,0,0,
250,female,Gujranwala,rural,671,612,0.9120715350223547
251,female,Gujranwala,urban,687,625,0.9097525473071325
252,female,Gujrat,rural,485,462,0.9525773195876288
253,female,Gujrat,urban,0,0,
254,female,Gwadar,rural,197,66,0.3350253807106599
255,female,Gwadar,urban,0,0,
256,female,Hafizabad,rural,377,304,0.8063660477453581
257,female,Hafizabad,urban,0,0,
258,female,Hangu,rural,590,199,0.33728813559322035
259,female,Hangu,urban,0,0,
260,female,Haripur,rural,313,272,0.8690095846645367
261,female,Haripur,urban,0,0,
262,female,Hyderabad,rural,1030,465,0.45145631067961167
263,female,Hyderabad,urban,670,481,0.7179104477611941
264,female,Islamabad,rural,229,223,0.9737991266375546
265,female,Islamabad,urban,252,231,0.9166666666666666
266,female,Jaccobabad,rural,987,130,0.13171225937183384
267,female,Jaccobabad,urban,0,0,
268,female,Jafarabad,rural,425,96,0.22588235294117648
269,female,Jafarabad,urban,0,0,
270,female,Jehlum,rural,282,255,0.9042553191489362
271,female,Jehlum,urban,0,0,
272,female,JhalMagsi,rural,364,90,0.24725274725274726
273,female,JhalMagsi,urban,0,0,
274,female,Jhang,rural,890,525,0.5898876404494382
275,female,Jhang,urban,0,0,
276,female,Kalat,rural,368,182,0.4945652173913043
277,female,Kalat,urban,0,0,
278,female,Karachi,rural,446,249,0.5582959641255605
279,female,Karachi,urban,3252,2746,0.8444034440344403
280,female,Karak,rural,617,405,0.6564019448946515
281,female,Karak,urban,0,0,
282,female,Kasur,rural,714,567,0.7941176470588235
283,female,Kasur,urban,0,0,
284,female,Ketch/Turbat,rural,355,198,0.5577464788732395
285,female,Ketch/Turbat,urban,0,0,
286,female,Khairpur,rural,829,370,0.44632086851628466
287,female,Khairpur,urban,0,0,
288,female,Khanewal,rural,675,465,0.6888888888888889
289,female,Khanewal,urban,0,0,
290,female,Kharan,rural,322,144,0.4472049689440994
291,female,Kharan,urban,0,0,
292,female,Khushab,rural,264,220,0.8333333333333334
293,female,Khushab,urban,0,0,
294,female,Khuzdar,rural,352,139,0.39488636363636365
295,female,Khuzdar,urban,0,0,
