,sex,subprovince,region,sample_population,enrolled_total,rate_enrollment
0,male,Abbottabad,rural,110,102,0.9272727272727272
1,male,Abbottabad,urban,60,38,0.6333333333333333
2,male,Attock,rural,112,96,0.8571428571428571
3,male,Attock,urban,58,40,0.6896551724137931
4,male,Awaran,rural,31,21,0.6774193548387096
5,male,Awaran,urban,91,64,0.7032967032967034
6,male,Badin,rural,99,79,0.797979797979798
7,male,Badin,urban,156,74,0.47435897435897434
8,male,Bahawalnagar,rural,157,133,0.8471337579617835
9,male,Bahawalnagar,urban,138,101,0.7318840579710145
10,male,Bahawalpur,rural,204,174,0.8529411764705882
11,male,Bahawalpur,urban,155,106,0.6838709677419355
12,male,Bannu,rural,51,42,0.8235294117647058
13,male,Bannu,urban,53,48,0.9056603773584906
14,male,Barkhan,rural,113,84,0.7433628318584071
15,male,Barkhan,urban,530,264,0.4981132075471698
16,male,Batagram,rural,110,102,0.9272727272727272
17,male,Batagram,urban,118,109,0.923728813559322
18,male,Bhakhar,rural,101,79,0.7821782178217822
19,male,Bhakhar,urban,90,64,0.7111111111111111
20,male,Bolan/ Kachhi,rural,91,70,0.7692307692307693
21,male,Bolan/ Kachhi,urban,431,162,0.37587006960556846
22,male,Bonair,rural,174,147,0.8448275862068966
23,male,Bonair,urban,60,44,0.7333333333333333
24,male,Chaghai,rural,86,63,0.7325581395348837
25,male,Chaghai,urban,772,503,0.6515544041450777
26,male,Chakwal,rural,112,96,0.8571428571428571
27,male,Chakwal,urban,57,50,0.8771929824561403
28,male,Charsada,rural,187,161,0.8609625668449198
29,male,Charsada,urban,130,112,0.8615384615384616
30,male,Chiniot,rural,150,130,0.8666666666666667
31,male,Chiniot,urban,52,37,0.7115384615384616
32,male,Chitral,rural,174,147,0.8448275862068966
33,male,Chitral,urban,83,63,0.7590361445783133
34,male,D. G. Khan,rural,144,129,0.8958333333333334
35,male,D. G. Khan,urban,205,132,0.6439024390243903
36,male,D. I. Khan,rural,67,55,0.8208955223880597
37,male,D. I. Khan,urban,73,63,0.863013698630137
38,male,Dadu,rural,99,79,0.797979797979798
39,male,Dadu,urban,236,139,0.5889830508474576
40,male,Dera Bugti,rural,58,40,0.6896551724137931
41,male,Dera Bugti,urban,162,79,0.4876543209876543
42,male,Faisalabad,rural,328,275,0.8384146341463414
43,male,Faisalabad,urban,183,146,0.7978142076502732
44,male,Ghotki,rural,101,73,0.7227722772277227
45,male,Ghotki,urban,326,185,0.5674846625766872
46,male,Gujranwala,rural,357,310,0.8683473389355743
47,male,Gujranwala,urban,143,128,0.8951048951048951
48,male,Gujrat,rural,226,205,0.9070796460176991
49,male,Gujrat,urban,109,93,0.8532110091743119
50,male,Hafizabad,rural,226,205,0.9070796460176991
51,male,Hafizabad,urban,62,52,0.8387096774193549
52,male,Hangu,rural,96,79,0.8229166666666666
53,male,Hangu,urban,90,75,0.8333333333333334
54,male,Haripur,rural,110,102,0.9272727272727272
55,male,Haripur,urban,0,0,
56,male,Haripur ,rural,0,0,
57,male,Haripur ,urban,91,87,0.9560439560439561
58,male,Harnai,rural,58,40,0.6896551724137931
59,male,Harnai,urban,162,79,0.4876543209876543
60,male,Hyderabad,rural,193,143,0.7409326424870466
61,male,Hyderabad,urban,84,33,0.39285714285714285
62,male,Islamabad,rural,64,58,0.90625
63,male,Islamabad,urban,0,0,
64,male,Jacobabad,rural,114,89,0.7807017543859649
65,male,Jacobabad,urban,155,83,0.535483870967742
66,male,Jaffarabad,rural,91,70,0.7692307692307693
67,male,Jaffarabad,urban,431,162,0.37587006960556846
68,male,Jamshoro,rural,99,79,0.797979797979798
69,male,Jamshoro,urban,120,48,0.4
70,male,Jehlum,rural,112,96,0.8571428571428571
71,male,Jehlum,urban,58,53,0.9137931034482759
72,male,Jhal Magsi,rural,91,70,0.7692307692307693
73,male,Jhal Magsi,urban,431,162,0.37587006960556846
74,male,Jhang,rural,150,130,0.8666666666666667
75,male,Jhang,urban,136,114,0.8382352941176471
76,male,Kalat,rural,31,21,0.6774193548387096
77,male,Kalat,urban,91,64,0.7032967032967034
78,male,Karachi Central,rural,144,131,0.9097222222222222
79,male,Karachi Central,urban,0,0,
80,male,Karachi East,rural,156,134,0.8589743589743589
81,male,Karachi East,urban,0,0,
82,male,Karachi Malir,rural,48,42,0.875
83,male,Karachi Malir,urban,251,181,0.7211155378486056
84,male,Karachi South,rural,115,101,0.8782608695652174
85,male,Karachi South,urban,0,0,
86,male,Karachi West,rural,140,99,0.7071428571428572
87,male,Karachi West,urban,30,19,0.6333333333333333
88,male,Karak,rural,96,79,0.8229166666666666
89,male,Karak,urban,32,29,0.90625
90,male,Kashmore,rural,114,89,0.7807017543859649
91,male,Kashmore,urban,180,91,0.5055555555555555
92,male,Kasur,rural,152,132,0.868421052631579
93,male,Kasur,urban,114,96,0.8421052631578947
94,male,Khairpur,rural,101,73,0.7227722772277227
95,male,Khairpur,urban,352,232,0.6590909090909091
96,male,Khanewal,rural,110,97,0.8818181818181818
97,male,Khanewal,urban,113,89,0.7876106194690266
98,male,Kharan,rural,31,21,0.6774193548387096
99,male,Kharan,urban,91,64,0.7032967032967034
100,male,Khushab,rural,101,79,0.7821782178217822
101,male,Khushab,urban,57,43,0.7543859649122807
102,male,Khuzdar,rural,31,21,0.6774193548387096
103,male,Khuzdar,urban,91,64,0.7032967032967034
104,male,Kohat,rural,96,79,0.8229166666666666
105,male,Kohat,urban,62,48,0.7741935483870968
106,male,Kohistan,rural,110,102,0.9272727272727272
107,male,Kohistan,urban,84,65,0.7738095238095238
108,male,Kohlu,rural,58,40,0.6896551724137931
109,male,Kohlu,urban,162,79,0.4876543209876543
110,male,Lahore,rural,509,444,0.8722986247544204
111,male,Lahore,urban,77,70,0.9090909090909091
112,male,Lakki Marwat,rural,51,42,0.8235294117647058
113,male,Lakki Marwat,urban,149,124,0.8322147651006712
114,male,Larkana,rural,114,89,0.7807017543859649
115,male,Larkana,urban,189,115,0.6084656084656085
116,male,Lasbela,rural,31,21,0.6774193548387096
117,male,Lasbela,urban,91,64,0.7032967032967034
118,male,Layyah,rural,144,129,0.8958333333333334
119,male,Layyah,urban,104,97,0.9326923076923077
120,male,Lodhran,rural,110,97,0.8818181818181818
121,male,Lodhran,urban,63,31,0.49206349206349204
122,male,Loralai,rural,113,84,0.7433628318584071
123,male,Loralai,urban,530,264,0.4981132075471698
124,male,Lower Dir,rural,174,147,0.8448275862068966
125,male,Lower Dir,urban,0,0,
126,male,Malakand,rural,174,147,0.8448275862068966
127,male,Malakand,urban,76,67,0.881578947368421
128,male,Mandi Bahuddin,rural,226,205,0.9070796460176991
