,sex,subprovince,region,sample_population,enrolled_total,rate_enrollment
0,male,Abbottabad,rural,324,278,0.8580246913580247
1,male,Abbottabad,urban,177,165,0.9322033898305084
2,male,Attock  ,rural,378,315,0.8333333333333334
3,male,Attock  ,urban,160,138,0.8625
4,male,Awaran,rural,409,281,0.687041564792176
5,male,Awaran,urban,0,0,
6,male,Badin   ,rural,835,421,0.5041916167664671
7,male,Badin   ,urban,201,126,0.6268656716417911
8,male,Bahawalnager  ,rural,698,476,0.6819484240687679
9,male,Bahawalnager  ,urban,244,194,0.7950819672131147
10,male,Bahawalpur,rural,714,362,0.5070028011204482
11,male,Bahawalpur,urban,415,335,0.8072289156626506
12,male,Bannu,rural,474,348,0.7341772151898734
13,male,Bannu,urban,110,81,0.7363636363636363
14,male,Barkhan,rural,411,233,0.5669099756690997
15,male,Barkhan,urban,35,28,0.8
16,male,Batagram   ,rural,683,526,0.7701317715959004
17,male,Batagram   ,urban,0,0,
18,male,Bhakhar ,rural,451,325,0.720620842572062
19,male,Bhakhar ,urban,190,149,0.7842105263157895
20,male,Bhawalpur,rural,0,0,
21,male,Bhawalpur,urban,204,146,0.7156862745098039
22,male,Bolan/kachhi,rural,498,226,0.4538152610441767
23,male,Bolan/kachhi,urban,123,95,0.7723577235772358
24,male,Bonair,rural,905,697,0.7701657458563536
25,male,Bonair,urban,0,0,
26,male,Chaghi,rural,545,337,0.618348623853211
27,male,Chaghi,urban,74,50,0.6756756756756757
28,male,Chakwal ,rural,330,279,0.8454545454545455
29,male,Chakwal ,urban,140,126,0.9
30,male,Charsada ,rural,567,391,0.689594356261023
31,male,Charsada ,urban,230,148,0.6434782608695652
32,male,Chitral  ,rural,558,420,0.7526881720430108
33,male,Chitral  ,urban,80,66,0.825
34,male,D.G. Khan ,rural,805,510,0.6335403726708074
35,male,D.G. Khan ,urban,267,204,0.7640449438202247
36,male,D.I. Khan,rural,625,320,0.512
37,male,D.I. Khan,urban,182,141,0.7747252747252747
38,male,Dadu,rural,940,578,0.6148936170212767
39,male,Dadu,urban,185,117,0.6324324324324324
40,male,Deara Bughti,rural,520,91,0.175
41,male,Deara Bughti,urban,100,39,0.39
42,male,Faisalabad ,rural,1064,797,0.7490601503759399
43,male,Faisalabad ,urban,2128,1710,0.8035714285714286
44,male,Ghotki  ,rural,955,574,0.6010471204188481
45,male,Ghotki  ,urban,262,175,0.6679389312977099
46,male,Gujranwala,rural,674,545,0.8086053412462908
47,male,Gujranwala,urban,596,485,0.8137583892617449
48,male,Gujranwala ,rural,0,0,
49,male,Gujranwala ,urban,596,485,0.8137583892617449
50,male,Gujrat ,rural,489,412,0.8425357873210634
51,male,Gujrat ,urban,242,210,0.8677685950413223
52,male,Gwadar,rural,298,186,0.6241610738255033
53,male,Gwadar,urban,206,172,0.8349514563106796
54,male,Hafizabad,rural,377,286,0.7586206896551724
55,male,Hafizabad,urban,166,141,0.8493975903614458
56,male,Hangu  ,rural,712,618,0.8679775280898876
57,male,Hangu  ,urban,147,119,0.8095238095238095
58,male,Haripur ,rural,357,309,0.865546218487395
59,male,Haripur ,urban,146,135,0.9246575342465754
60,male,Hyderabad ,rural,389,237,0.609254498714653
61,male,Hyderabad ,urban,700,490,0.7
62,male,Islamabad ,rural,0,0,
63,male,Islamabad ,urban,260,229,0.8807692307692307
64,male,Jaccobabad ,rural,655,276,0.4213740458015267
65,male,Jaccobabad ,urban,217,140,0.6451612903225806
66,male,Jafarabad,rural,522,285,0.5459770114942529
67,male,Jafarabad,urban,0,0,
68,male,Jafrabad,rural,0,0,
69,male,Jafrabad,urban,185,122,0.6594594594594595
70,male,Jamshoro ,rural,346,180,0.5202312138728323
71,male,Jamshoro ,urban,187,113,0.6042780748663101
72,male,Jehlum,rural,334,297,0.8892215568862275
73,male,Jehlum,urban,162,150,0.9259259259259259
74,male,Jhal Magsi,rural,485,229,0.47216494845360824
75,male,Jhal Magsi,urban,39,27,0.6923076923076923
76,male,Jhang,rural,907,640,0.7056229327453142
77,male,Jhang,urban,278,218,0.7841726618705036
78,male,Kalat,rural,571,344,0.6024518388791593
79,male,Kalat,urban,130,84,0.6461538461538462
80,male,Karachi,rural,0,0,
81,male,Karachi,urban,3282,2677,0.815661182205972
82,male,Karachi ,rural,456,293,0.6425438596491229
83,male,Karachi ,urban,0,0,
84,male,Karak ,rural,711,571,0.8030942334739803
85,male,Karak ,urban,127,103,0.8110236220472441
86,male,Kashmore ,rural,585,352,0.6017094017094017
87,male,Kashmore ,urban,183,129,0.7049180327868853
88,male,Kasur   ,rural,769,585,0.7607282184655396
89,male,Kasur   ,urban,314,243,0.7738853503184714
90,male,Ketch/Turbat,rural,409,271,0.6625916870415648
91,male,Ketch/Turbat,urban,119,98,0.8235294117647058
92,male,Khairpur ,rural,1103,682,0.6183136899365367
93,male,Khairpur ,urban,262,175,0.6679389312977099
94,male,Khanewal ,rural,692,459,0.6632947976878613
95,male,Khanewal ,urban,164,139,0.8475609756097561
96,male,Kharan,rural,591,352,0.5956006768189509
97,male,Kharan,urban,102,92,0.9019607843137255
98,male,Khushab ,rural,335,279,0.8328358208955224
99,male,Khushab ,urban,157,126,0.802547770700637
100,male,Khuzdar,rural,571,334,0.5849387040280211
101,male,Khuzdar,urban,173,133,0.7687861271676301
102,male,Kohat ,rural,603,471,0.7810945273631841
103,male,Kohat ,urban,189,147,0.7777777777777778
104,male,Kohistan ,rural,758,502,0.662269129287599
105,male,Kohistan ,urban,0,0,
106,male,Kohlu,rural,319,97,0.30407523510971785
107,male,Kohlu,urban,24,16,0.6666666666666666
108,male,Lahore,rural,0,0,
109,male,Lahore,urban,3898,3234,0.8296562339661365
110,male,Lahore  ,rural,465,359,0.7720430107526882
111,male,Lahore  ,urban,0,0,
112,male,Lakki Marwat  ,rural,432,343,0.7939814814814815
113,male,Lakki Marwat  ,urban,109,97,0.8899082568807339
114,male,Larkana ,rural,724,417,0.5759668508287292
115,male,Larkana ,urban,234,160,0.6837606837606838
116,male,Lasbilla,rural,203,93,0.458128078817734
