,hhcode,idc,age,sex,marital_status,ever_admitted,max_level_achieved,currently_enrolled,why_not,region,province_x,_merge,subprovince code,province_y,subprovince
9568,2052010203,52,9,female,1,no,,no,11.0,rural,2,both,2052,Sindh,Ghotki 
9569,2052010203,53,7,male,1,no,,no,10.0,rural,2,both,2052,Sindh,Ghotki 
9570,2052010203,54,4,female,1,no,,no,10.0,rural,2,both,2052,Sindh,Ghotki 
9571,2052010204,52,5,male,1,no,,no,10.0,rural,2,both,2052,Sindh,Ghotki 
9572,2052010204,56,4,male,1,no,,no,10.0,rural,2,both,2052,Sindh,Ghotki 
9573,2052010205,53,8,male,1,yes,,yes,,rural,2,both,2052,Sindh,Ghotki 
9574,2052010205,54,7,female,1,yes,,yes,,rural,2,both,2052,Sindh,Ghotki 
9575,2052010206,52,5,male,1,yes,,yes,,rural,2,both,2052,Sindh,Ghotki 
9576,2052010207,3,10,male,1,no,,no,11.0,rural,2,both,2052,Sindh,Ghotki 
9577,2052010207,52,9,female,1,no,,no,6.0,rural,2,both,2052,Sindh,Ghotki 
9578,2052010207,53,8,female,1,no,,no,6.0,rural,2,both,2052,Sindh,Ghotki 
9579,2052010207,54,7,female,1,no,,no,6.0,rural,2,both,2052,Sindh,Ghotki 
9580,2052010207,55,6,female,1,no,,no,10.0,rural,2,both,2052,Sindh,Ghotki 
9581,2052010207,56,4,female,1,no,,no,10.0,rural,2,both,2052,Sindh,Ghotki 
9582,2052010208,52,9,male,1,yes,,yes,,rural,2,both,2052,Sindh,Ghotki 
9583,2052010208,53,9,female,1,no,,no,6.0,rural,2,both,2052,Sindh,Ghotki 
9584,2052010208,54,7,male,1,yes,,yes,,rural,2,both,2052,Sindh,Ghotki 
9585,2052010208,55,5,male,1,no,,no,10.0,rural,2,both,2052,Sindh,Ghotki 
9586,2052010210,52,8,male,1,yes,,yes,,rural,2,both,2052,Sindh,Ghotki 
9587,2052010210,53,6,male,1,no,,no,10.0,rural,2,both,2052,Sindh,Ghotki 
9588,2052010210,54,5,female,1,no,,no,10.0,rural,2,both,2052,Sindh,Ghotki 
9589,2052010211,55,9,male,1,no,,no,6.0,rural,2,both,2052,Sindh,Ghotki 
9590,2052010211,56,5,female,1,no,,no,10.0,rural,2,both,2052,Sindh,Ghotki 
9591,2052010212,52,7,female,1,no,,no,7.0,rural,2,both,2052,Sindh,Ghotki 
9592,2052010213,52,8,female,1,no,,no,6.0,rural,2,both,2052,Sindh,Ghotki 
9593,2052010214,52,6,male,1,yes,,yes,,rural,2,both,2052,Sindh,Ghotki 
9594,2052010214,53,4,male,1,no,,no,10.0,rural,2,both,2052,Sindh,Ghotki 
9595,2052010215,54,9,male,1,yes,,yes,,rural,2,both,2052,Sindh,Ghotki 
9596,2052010215,55,7,male,1,yes,,yes,,rural,2,both,2052,Sindh,Ghotki 
9597,2052010215,56,4,female,1,no,,no,10.0,rural,2,both,2052,Sindh,Ghotki 
9598,2052010216,52,8,male,1,yes,,yes,,rural,2,both,2052,Sindh,Ghotki 
9599,2052010216,53,4,male,1,no,,no,10.0,rural,2,both,2052,Sindh,Ghotki 
9600,2052020101,53,9,male,1,yes,,yes,,rural,2,both,2052,Sindh,Ghotki 
9601,2052020101,54,6,female,1,no,,no,11.0,rural,2,both,2052,Sindh,Ghotki 
9602,2052020102,9,10,male,1,yes,,yes,,rural,2,both,2052,Sindh,Ghotki 
9603,2052020103,52,7,male,1,no,,no,11.0,rural,2,both,2052,Sindh,Ghotki 
9604,2052020103,53,4,female,1,no,,no,10.0,rural,2,both,2052,Sindh,Ghotki 
9605,2052020104,53,9,male,1,yes,,yes,,rural,2,both,2052,Sindh,Ghotki 
9606,2052020104,54,7,female,1,no,,no,3.0,rural,2,both,2052,Sindh,Ghotki 
9607,2052020104,55,5,female,1,no,,no,3.0,rural,2,both,2052,Sindh,Ghotki 
9608,2052020104,56,4,female,1,no,,no,3.0,rural,2,both,2052,Sindh,Ghotki 
9609,2052020106,4,10,male,1,no,,no,11.0,rural,2,both,2052,Sindh,Ghotki 
9610,2052020106,52,7,female,1,no,,no,11.0,rural,2,both,2052,Sindh,Ghotki 
9611,2052020106,53,5,female,1,no,,no,10.0,rural,2,both,2052,Sindh,Ghotki 
9612,2052020108,53,7,male,1,no,,no,11.0,rural,2,both,2052,Sindh,Ghotki 
9613,2052020108,54,5,male,1,no,,no,10.0,rural,2,both,2052,Sindh,Ghotki 
9614,2052020109,54,9,female,1,yes,,yes,,rural,2,both,2052,Sindh,Ghotki 
9615,2052020109,55,8,male,1,yes,,yes,,rural,2,both,2052,Sindh,Ghotki 
9616,2052020109,56,4,female,1,no,,no,10.0,rural,2,both,2052,Sindh,Ghotki 
9617,2052020110,2,10,male,1,yes,,yes,,rural,2,both,2052,Sindh,Ghotki 
9618,2052020110,4,10,male,1,yes,,yes,,rural,2,both,2052,Sindh,Ghotki 
9619,2052020110,56,7,female,1,no,,no,2.0,rural,2,both,2052,Sindh,Ghotki 
9620,2052020111,53,8,female,1,no,,no,1.0,rural,2,both,2052,Sindh,Ghotki 
9621,2052020112,53,10,female,1,no,,no,2.0,rural,2,both,2052,Sindh,Ghotki 
9622,2052020112,54,8,female,1,no,,no,2.0,rural,2,both,2052,Sindh,Ghotki 
9623,2052020112,55,4,male,1,no,,no,10.0,rural,2,both,2052,Sindh,Ghotki 
9624,2052020113,3,10,male,1,yes,,yes,,rural,2,both,2052,Sindh,Ghotki 
9625,2052020113,56,8,male,1,no,,no,11.0,rural,2,both,2052,Sindh,Ghotki 
9626,2052020114,53,8,female,1,no,,no,11.0,rural,2,both,2052,Sindh,Ghotki 
9627,2052020114,54,7,female,1,no,,no,11.0,rural,2,both,2052,Sindh,Ghotki 
9628,2052020114,55,5,female,1,no,,no,11.0,rural,2,both,2052,Sindh,Ghotki 
9629,2052020115,52,10,female,1,yes,4.0,no,,rural,2,both,2052,Sindh,Ghotki 
9630,2052020115,53,8,male,1,no,,no,11.0,rural,2,both,2052,Sindh,Ghotki 
9631,2052020115,54,4,female,1,no,,no,10.0,rural,2,both,2052,Sindh,Ghotki 
9632,2052020201,52,5,female,1,no,,no,11.0,rural,2,both,2052,Sindh,Ghotki 
9633,2052020201,53,4,male,1,no,,no,11.0,rural,2,both,2052,Sindh,Ghotki 
9634,2052020202,2,10,male,1,yes,,yes,,rural,2,both,2052,Sindh,Ghotki 
9635,2052020202,52,8,female,1,no,,no,11.0,rural,2,both,2052,Sindh,Ghotki 
9636,2052020202,53,6,male,1,no,,no,11.0,rural,2,both,2052,Sindh,Ghotki 
9637,2052020203,2,10,male,1,yes,,yes,,rural,2,both,2052,Sindh,Ghotki 
9638,2052020203,52,7,male,1,yes,,yes,,rural,2,both,2052,Sindh,Ghotki 
9639,2052020203,53,5,male,1,yes,,yes,,rural,2,both,2052,Sindh,Ghotki 
9640,2052020204,2,10,male,1,yes,,yes,,rural,2,both,2052,Sindh,Ghotki 
9641,2052020205,52,6,male,1,no,,no,10.0,rural,2,both,2052,Sindh,Ghotki 
9642,2052020206,52,4,male,1,no,,no,11.0,rural,2,both,2052,Sindh,Ghotki 
9643,2052020207,54,9,female,1,no,,no,11.0,rural,2,both,2052,Sindh,Ghotki 
9644,2052020207,55,7,male,1,yes,,yes,,rural,2,both,2052,Sindh,Ghotki 
9645,2052020207,56,5,male,1,no,,no,10.0,rural,2,both,2052,Sindh,Ghotki 
9646,2052020208,3,10,male,1,yes,,yes,,rural,2,both,2052,Sindh,Ghotki 
9647,2052020208,53,8,female,1,no,,no,3.0,rural,2,both,2052,Sindh,Ghotki 
9648,2052020208,54,7,female,1,yes,,yes,,rural,2,both,2052,Sindh,Ghotki 
9649,2052020208,55,6,female,1,yes,,yes,,rural,2,both,2052,Sindh,Ghotki 
9650,2052020209,7,10,male,1,yes,,yes,,rural,2,both,2052,Sindh,Ghotki 
9651,2052020209,52,6,female,1,yes,,yes,,rural,2,both,2052,Sindh,Ghotki 
9652,2052020210,54,8,female,1,no,,no,11.0,rural,2,both,2052,Sindh,Ghotki 
9653,2052020211,53,8,male,1,no,,no,11.0,rural,2,both,2052,Sindh,Ghotki 
9654,2052020211,54,6,female,1,no,,no,11.0,rural,2,both,2052,Sindh,Ghotki 
9655,2052020213,52,5,female,1,yes,,yes,,rural,2,both,2052,Sindh,Ghotki 
9656,2052020213,53,4,male,1,yes,,yes,,rural,2,both,2052,Sindh,Ghotki 
9657,2052020214,54,8,male,1,no,,no,11.0,rural,2,both,2052,Sindh,Ghotki 
9658,2052020214,55,5,male,1,no,,no,11.0,rural,2,both,2052,Sindh,Ghotki 
9659,2052020215,53,9,male,1,yes,,yes,,rural,2,both,2052,Sindh,Ghotki 
9660,2052020215,54,7,male,1,yes,,yes,,rural,2,both,2052,Sindh,Ghotki 
9661,2052020216,55,8,male,1,yes,,yes,,rural,2,both,2052,Sindh,Ghotki 
9662,2052020216,56,6,female,1,yes,,yes,,rural,2,both,2052,Sindh,Ghotki 
9663,2052020216,58,6,female,1,yes,,yes,,rural,2,both,2052,Sindh,Ghotki 
9664,2052020216,59,4,female,1,no,,no,11.0,rural,2,both,2052,Sindh,Ghotki 
9665,2052030101,52,7,female,1,no,,no,11.0,rural,2,both,2052,Sindh,Ghotki 
9666,2052030101,53,6,male,1,no,,no,11.0,rural,2,both,2052,Sindh,Ghotki 
9667,2052030102,54,10,female,1,no,,no,6.0,rural,2,both,2052,Sindh,Ghotki 
9668,2052030102,58,8,female,1,no,,no,6.0,rural,2,both,2052,Sindh,Ghotki 
9669,2052030102,59,7,female,1,no,,no,6.0,rural,2,both,2052,Sindh,Ghotki 
9670,2052030102,60,6,female,1,no,,no,6.0,rural,2,both,2052,Sindh,Ghotki 
9671,2052030102,61,4,female,1,no,,no,6.0,rural,2,both,2052,Sindh,Ghotki 
9672,2052030103,52,9,male,1,yes,,yes,,rural,2,both,2052,Sindh,Ghotki 
9673,2052030103,53,6,male,1,yes,,yes,,rural,2,both,2052,Sindh,Ghotki 
9674,2052030103,54,5,female,1,yes,,yes,,rural,2,both,2052,Sindh,Ghotki 
9675,2052030104,52,7,female,1,yes,,yes,,rural,2,both,2052,Sindh,Ghotki 
9676,2052030104,53,5,male,1,no,,no,11.0,rural,2,both,2052,Sindh,Ghotki 
9677,2052030104,54,4,male,1,no,,no,1.0,rural,2,both,2052,Sindh,Ghotki 
9678,2052030104,60,6,male,1,yes,,yes,,rural,2,both,2052,Sindh,Ghotki 
9679,2052030106,52,6,female,1,no,,no,1.0,rural,2,both,2052,Sindh,Ghotki 
9680,2052030106,53,4,male,1,no,,no,1.0,rural,2,both,2052,Sindh,Ghotki 
9681,2052030107,52,7,male,1,yes,,yes,,rural,2,both,2052,Sindh,Ghotki 
9682,2052030107,53,6,male,1,yes,,yes,,rural,2,both,2052,Sindh,Ghotki 
9683,2052030107,54,4,male,1,yes,,yes,,rural,2,both,2052,Sindh,Ghotki 
9684,2052030108,52,8,female,1,no,,no,4.0,rural,2,both,2052,Sindh,Ghotki 
9685,2052030108,53,7,male,1,yes,,yes,,rural,2,both,2052,Sindh,Ghotki 
9686,2052030108,54,6,male,1,yes,,yes,,rural,2,both,2052,Sindh,Ghotki 
9687,2052030108,55,5,female,1,no,,no,11.0,rural,2,both,2052,Sindh,Ghotki 
9688,2052030109,55,9,female,1,no,,no,3.0,rural,2,both,2052,Sindh,Ghotki 
9689,2052030109,56,4,male,1,no,,no,10.0,rural,2,both,2052,Sindh,Ghotki 
9690,2052030110,52,4,female,1,no,,no,11.0,rural,2,both,2052,Sindh,Ghotki 
9691,2052030110,56,8,female,1,no,,no,4.0,rural,2,both,2052,Sindh,Ghotki 
9692,2052030110,57,6,male,1,yes,,yes,,rural,2,both,2052,Sindh,Ghotki 
9693,2052030111,4,10,male,1,yes,,yes,,rural,2,both,2052,Sindh,Ghotki 
9694,2052030111,53,8,female,1,yes,,yes,,rural,2,both,2052,Sindh,Ghotki 
9695,2052030111,54,6,male,1,no,,no,11.0,rural,2,both,2052,Sindh,Ghotki 
9696,2052030111,55,5,female,1,no,,no,11.0,rural,2,both,2052,Sindh,Ghotki 
9697,2052030112,54,9,male,1,yes,,yes,,rural,2,both,2052,Sindh,Ghotki 
9698,2052030112,55,6,male,1,yes,,yes,,rural,2,both,2052,Sindh,Ghotki 
9699,2052030113,52,7,female,1,yes,,yes,,rural,2,both,2052,Sindh,Ghotki 
9700,2052030113,53,5,male,1,yes,,yes,,rural,2,both,2052,Sindh,Ghotki 
9701,2052030113,54,4,female,1,no,,no,11.0,rural,2,both,2052,Sindh,Ghotki 
9702,2052030114,54,10,female,1,no,,no,3.0,rural,2,both,2052,Sindh,Ghotki 
9703,2052030114,55,8,male,1,no,,no,3.0,rural,2,both,2052,Sindh,Ghotki 
9704,2052030114,56,6,male,1,no,,no,3.0,rural,2,both,2052,Sindh,Ghotki 
9705,2052030114,57,4,female,1,no,,no,3.0,rural,2,both,2052,Sindh,Ghotki 
9706,2052030115,52,5,male,1,yes,,yes,,rural,2,both,2052,Sindh,Ghotki 
9707,2052030115,53,4,male,1,no,,no,11.0,rural,2,both,2052,Sindh,Ghotki 
9708,2052030116,52,7,male,1,yes,,yes,,rural,2,both,2052,Sindh,Ghotki 
9709,2052030116,53,4,female,1,no,,no,11.0,rural,2,both,2052,Sindh,Ghotki 
9710,2052030201,54,8,female,1,no,,no,7.0,rural,2,both,2052,Sindh,Ghotki 
9711,2052030201,55,7,male,1,no,,no,11.0,rural,2,both,2052,Sindh,Ghotki 
9712,2052030201,56,4,female,1,no,,no,11.0,rural,2,both,2052,Sindh,Ghotki 
9713,2052030202,53,9,male,1,no,,no,2.0,rural,2,both,2052,Sindh,Ghotki 
9714,2052030202,54,4,female,1,no,,no,2.0,rural,2,both,2052,Sindh,Ghotki 
9715,2052030203,53,9,male,1,no,,no,2.0,rural,2,both,2052,Sindh,Ghotki 
9716,2052030203,54,8,male,1,no,,no,2.0,rural,2,both,2052,Sindh,Ghotki 
9717,2052030205,52,10,female,1,no,,no,7.0,rural,2,both,2052,Sindh,Ghotki 
9718,2052030208,52,5,female,1,no,,no,2.0,rural,2,both,2052,Sindh,Ghotki 
9719,2052030209,55,10,female,1,no,,no,7.0,rural,2,both,2052,Sindh,Ghotki 
9720,2052030209,56,6,female,1,no,,no,11.0,rural,2,both,2052,Sindh,Ghotki 
9721,2052030209,59,6,female,1,no,,no,11.0,rural,2,both,2052,Sindh,Ghotki 
9722,2052030210,52,10,female,1,no,,no,2.0,rural,2,both,2052,Sindh,Ghotki 
9723,2052030210,53,8,male,1,no,,no,2.0,rural,2,both,2052,Sindh,Ghotki 
9724,2052030210,54,6,female,1,no,,no,2.0,rural,2,both,2052,Sindh,Ghotki 
9725,2052030211,53,10,female,1,no,,no,7.0,rural,2,both,2052,Sindh,Ghotki 
9726,2052030211,54,8,male,1,no,,no,2.0,rural,2,both,2052,Sindh,Ghotki 
9727,2052030211,55,6,male,1,no,,no,11.0,rural,2,both,2052,Sindh,Ghotki 
9728,2052030211,56,4,male,1,no,,no,11.0,rural,2,both,2052,Sindh,Ghotki 
9729,2052030212,3,10,male,1,no,,no,11.0,rural,2,both,2052,Sindh,Ghotki 
9730,2052030212,52,8,female,1,no,,no,2.0,rural,2,both,2052,Sindh,Ghotki 
9731,2052030212,53,7,female,1,no,,no,2.0,rural,2,both,2052,Sindh,Ghotki 
9732,2052030212,54,6,female,1,no,,no,2.0,rural,2,both,2052,Sindh,Ghotki 
9733,2052030212,55,5,female,1,no,,no,2.0,rural,2,both,2052,Sindh,Ghotki 
9734,2052030213,2,10,male,1,yes,,yes,,rural,2,both,2052,Sindh,Ghotki 
9735,2052030213,52,9,female,1,no,,no,4.0,rural,2,both,2052,Sindh,Ghotki 
9736,2052030213,53,8,female,1,yes,,yes,,rural,2,both,2052,Sindh,Ghotki 
9737,2052030213,54,7,male,1,no,,no,11.0,rural,2,both,2052,Sindh,Ghotki 
9738,2052030213,55,6,female,1,no,,no,11.0,rural,2,both,2052,Sindh,Ghotki 
9739,2052030213,56,5,male,1,no,,no,11.0,rural,2,both,2052,Sindh,Ghotki 
9740,2052030213,57,4,female,1,no,,no,11.0,rural,2,both,2052,Sindh,Ghotki 
9741,2052030216,52,6,female,1,no,,no,2.0,rural,2,both,2052,Sindh,Ghotki 
9742,2052030216,53,5,female,1,no,,no,2.0,rural,2,both,2052,Sindh,Ghotki 
9743,2052030216,54,4,male,1,no,,no,2.0,rural,2,both,2052,Sindh,Ghotki 
9744,2052040101,53,9,male,1,yes,,yes,,rural,2,both,2052,Sindh,Ghotki 
9745,2052040101,54,8,male,1,yes,,yes,,rural,2,both,2052,Sindh,Ghotki 
9746,2052040101,55,7,male,1,yes,,yes,,rural,2,both,2052,Sindh,Ghotki 
9747,2052040101,56,5,female,1,no,,no,11.0,rural,2,both,2052,Sindh,Ghotki 
9748,2052040102,54,10,female,1,no,,no,11.0,rural,2,both,2052,Sindh,Ghotki 
9749,2052040102,56,7,female,1,no,,no,1.0,rural,2,both,2052,Sindh,Ghotki 
9750,2052040102,57,5,male,1,no,,no,1.0,rural,2,both,2052,Sindh,Ghotki 
9751,2052040103,54,9,male,1,yes,,yes,,rural,2,both,2052,Sindh,Ghotki 
9752,2052040104,54,9,male,1,no,,no,1.0,rural,2,both,2052,Sindh,Ghotki 
9753,2052040104,55,6,female,1,no,,no,1.0,rural,2,both,2052,Sindh,Ghotki 
9754,2052040104,56,4,male,1,no,,no,1.0,rural,2,both,2052,Sindh,Ghotki 
9755,2052040105,54,9,male,1,yes,,yes,,rural,2,both,2052,Sindh,Ghotki 
9756,2052040105,55,7,female,1,no,,no,11.0,rural,2,both,2052,Sindh,Ghotki 
9757,2052040105,56,6,female,1,no,,no,11.0,rural,2,both,2052,Sindh,Ghotki 
9758,2052040105,57,4,female,1,no,,no,11.0,rural,2,both,2052,Sindh,Ghotki 
9759,2052040106,52,4,female,1,no,,no,1.0,rural,2,both,2052,Sindh,Ghotki 
9760,2052040106,55,9,female,1,yes,,yes,,rural,2,both,2052,Sindh,Ghotki 
9761,2052040106,56,8,male,1,yes,,yes,,rural,2,both,2052,Sindh,Ghotki 
9762,2052040106,57,5,male,1,no,,no,1.0,rural,2,both,2052,Sindh,Ghotki 
9763,2052040107,52,7,male,1,no,,no,11.0,rural,2,both,2052,Sindh,Ghotki 
9764,2052040107,53,6,male,1,no,,no,11.0,rural,2,both,2052,Sindh,Ghotki 
9765,2052040107,54,5,male,1,no,,no,11.0,rural,2,both,2052,Sindh,Ghotki 
9766,2052040107,55,4,male,1,no,,no,11.0,rural,2,both,2052,Sindh,Ghotki 
9767,2052040108,52,9,male,1,no,,no,11.0,rural,2,both,2052,Sindh,Ghotki 
9768,2052040109,53,10,female,1,no,,no,11.0,rural,2,both,2052,Sindh,Ghotki 
9769,2052040109,54,8,female,1,no,,no,11.0,rural,2,both,2052,Sindh,Ghotki 
9770,2052040110,56,8,female,1,yes,,yes,,rural,2,both,2052,Sindh,Ghotki 
9771,2052040110,58,5,female,1,yes,,yes,,rural,2,both,2052,Sindh,Ghotki 
9772,2052040110,61,5,male,1,no,,no,11.0,rural,2,both,2052,Sindh,Ghotki 
9773,2052040115,52,7,male,1,yes,,yes,,rural,2,both,2052,Sindh,Ghotki 
9774,2052040115,53,6,female,1,yes,,yes,,rural,2,both,2052,Sindh,Ghotki 
9775,2052040115,54,5,male,1,no,,no,1.0,rural,2,both,2052,Sindh,Ghotki 
9776,2052040115,55,4,female,1,no,,no,1.0,rural,2,both,2052,Sindh,Ghotki 
9777,2052040201,52,9,male,1,yes,,yes,,rural,2,both,2052,Sindh,Ghotki 
9778,2052040201,53,8,female,1,no,,no,6.0,rural,2,both,2052,Sindh,Ghotki 
9779,2052040201,54,7,male,1,yes,,yes,,rural,2,both,2052,Sindh,Ghotki 
9780,2052040201,55,4,female,1,no,,no,11.0,rural,2,both,2052,Sindh,Ghotki 
9781,2052040202,3,10,male,1,yes,,yes,,rural,2,both,2052,Sindh,Ghotki 
9782,2052040203,53,6,male,1,no,,no,11.0,rural,2,both,2052,Sindh,Ghotki 
9783,2052040204,52,10,female,1,no,,no,6.0,rural,2,both,2052,Sindh,Ghotki 
9784,2052040205,4,10,male,1,no,,no,11.0,rural,2,both,2052,Sindh,Ghotki 
9785,2052040206,53,7,male,1,yes,,yes,,rural,2,both,2052,Sindh,Ghotki 
9786,2052040206,54,5,female,1,no,,no,1.0,rural,2,both,2052,Sindh,Ghotki 
9787,2052040209,53,9,male,1,yes,,yes,,rural,2,both,2052,Sindh,Ghotki 
9788,2052040210,53,9,male,1,yes,,yes,,rural,2,both,2052,Sindh,Ghotki 
9789,2052040210,54,6,male,1,yes,,yes,,rural,2,both,2052,Sindh,Ghotki 
9790,2052040211,52,8,female,1,no,,no,6.0,rural,2,both,2052,Sindh,Ghotki 
9791,2052040211,53,6,male,1,no,,no,11.0,rural,2,both,2052,Sindh,Ghotki 
9792,2052040211,54,4,female,1,no,,no,11.0,rural,2,both,2052,Sindh,Ghotki 
9793,2052040212,52,9,female,1,no,,no,6.0,rural,2,both,2052,Sindh,Ghotki 
9794,2052040212,53,7,female,1,no,,no,11.0,rural,2,both,2052,Sindh,Ghotki 
9795,2052040212,54,5,male,1,no,,no,11.0,rural,2,both,2052,Sindh,Ghotki 
9796,2052040213,54,10,female,1,yes,,yes,,rural,2,both,2052,Sindh,Ghotki 
9797,2052040213,55,8,male,1,yes,,yes,,rural,2,both,2052,Sindh,Ghotki 
9798,2052040213,56,6,male,1,no,,no,11.0,rural,2,both,2052,Sindh,Ghotki 
9799,2052040214,52,4,female,1,no,,no,1.0,rural,2,both,2052,Sindh,Ghotki 
9800,2052040215,55,9,female,1,no,,no,11.0,rural,2,both,2052,Sindh,Ghotki 
9801,2052040215,56,7,male,1,no,,no,11.0,rural,2,both,2052,Sindh,Ghotki 
9802,2052040216,4,10,male,1,no,,no,13.0,rural,2,both,2052,Sindh,Ghotki 
9803,2052040216,52,8,female,1,no,,no,11.0,rural,2,both,2052,Sindh,Ghotki 
9804,2052040216,53,7,male,1,no,,no,11.0,rural,2,both,2052,Sindh,Ghotki 
9805,2052040216,54,6,male,1,no,,no,11.0,rural,2,both,2052,Sindh,Ghotki 
9806,2061110101,55,8,female,1,no,,no,4.0,urban,2,both,2061,Sindh,Hyderabad
9807,2061110104,52,6,male,1,yes,,yes,,urban,2,both,2061,Sindh,Hyderabad
9808,2061110104,53,4,female,1,no,,no,11.0,urban,2,both,2061,Sindh,Hyderabad
9809,2061110111,53,7,male,1,no,,no,10.0,urban,2,both,2061,Sindh,Hyderabad
9810,2061110112,53,8,female,1,no,,no,10.0,urban,2,both,2061,Sindh,Hyderabad
9811,2061110112,54,6,male,1,no,,no,10.0,urban,2,both,2061,Sindh,Hyderabad
9812,2061110112,55,4,female,1,no,,no,10.0,urban,2,both,2061,Sindh,Hyderabad
9813,2061110203,53,9,male,1,yes,,yes,,urban,2,both,2061,Sindh,Hyderabad
9814,2061110203,54,6,male,1,yes,,yes,,urban,2,both,2061,Sindh,Hyderabad
9815,2061110203,55,5,male,1,yes,,yes,,urban,2,both,2061,Sindh,Hyderabad
9816,2061110204,5,10,male,1,no,,no,11.0,urban,2,both,2061,Sindh,Hyderabad
9817,2061110204,53,9,male,1,no,,no,11.0,urban,2,both,2061,Sindh,Hyderabad
9818,2061110205,53,5,female,1,yes,,yes,,urban,2,both,2061,Sindh,Hyderabad
9819,2061110206,53,9,female,1,yes,,yes,,urban,2,both,2061,Sindh,Hyderabad
9820,2061110207,52,8,female,1,no,,no,6.0,urban,2,both,2061,Sindh,Hyderabad
9821,2061110207,53,5,male,1,no,,no,10.0,urban,2,both,2061,Sindh,Hyderabad
9822,2061110208,54,9,female,1,yes,,yes,,urban,2,both,2061,Sindh,Hyderabad
9823,2061110209,53,7,male,1,yes,,yes,,urban,2,both,2061,Sindh,Hyderabad
9824,2061110209,54,5,female,1,yes,,yes,,urban,2,both,2061,Sindh,Hyderabad
9825,2061110210,52,7,female,1,yes,,yes,,urban,2,both,2061,Sindh,Hyderabad
9826,2061110210,53,5,female,1,yes,,yes,,urban,2,both,2061,Sindh,Hyderabad
9827,2061110210,54,4,female,1,yes,,yes,,urban,2,both,2061,Sindh,Hyderabad
9828,2061110211,2,10,male,1,yes,,yes,,urban,2,both,2061,Sindh,Hyderabad
9829,2061110211,53,8,female,1,yes,,yes,,urban,2,both,2061,Sindh,Hyderabad
9830,2061110211,54,5,female,1,yes,,yes,,urban,2,both,2061,Sindh,Hyderabad
9831,2061120101,53,10,female,1,no,,no,6.0,urban,2,both,2061,Sindh,Hyderabad
9832,2061120101,54,8,male,1,yes,,yes,,urban,2,both,2061,Sindh,Hyderabad
9833,2061120101,55,6,male,1,no,,no,11.0,urban,2,both,2061,Sindh,Hyderabad
9834,2061120101,56,4,male,1,no,,no,10.0,urban,2,both,2061,Sindh,Hyderabad
9835,2061120102,54,9,male,1,yes,,yes,,urban,2,both,2061,Sindh,Hyderabad
9836,2061120102,55,7,male,1,yes,,yes,,urban,2,both,2061,Sindh,Hyderabad
9837,2061120102,56,5,male,1,yes,,yes,,urban,2,both,2061,Sindh,Hyderabad
9838,2061120103,54,8,female,1,no,,no,6.0,urban,2,both,2061,Sindh,Hyderabad
9839,2061120104,54,9,female,1,yes,,yes,,urban,2,both,2061,Sindh,Hyderabad
9840,2061120104,55,7,female,1,yes,,yes,,urban,2,both,2061,Sindh,Hyderabad
9841,2061120104,56,5,female,1,no,,no,10.0,urban,2,both,2061,Sindh,Hyderabad
9842,2061120104,60,8,male,1,yes,,yes,,urban,2,both,2061,Sindh,Hyderabad
9843,2061120104,61,6,male,1,yes,,yes,,urban,2,both,2061,Sindh,Hyderabad
9844,2061120104,62,4,male,1,no,,no,10.0,urban,2,both,2061,Sindh,Hyderabad
9845,2061120105,53,10,female,1,yes,,yes,,urban,2,both,2061,Sindh,Hyderabad
9846,2061120106,52,9,female,1,yes,,yes,,urban,2,both,2061,Sindh,Hyderabad
9847,2061120106,53,6,male,1,yes,,yes,,urban,2,both,2061,Sindh,Hyderabad
9848,2061120107,52,8,male,1,no,,no,1.0,urban,2,both,2061,Sindh,Hyderabad
9849,2061120107,53,6,female,1,no,,no,1.0,urban,2,both,2061,Sindh,Hyderabad
9850,2061120108,3,10,male,1,yes,,yes,,urban,2,both,2061,Sindh,Hyderabad
9851,2061120108,52,7,male,1,yes,,yes,,urban,2,both,2061,Sindh,Hyderabad
9852,2061120109,52,4,male,1,no,,no,10.0,urban,2,both,2061,Sindh,Hyderabad
9853,2061120110,3,10,male,1,no,,no,1.0,urban,2,both,2061,Sindh,Hyderabad
9854,2061120110,52,9,male,1,no,,no,6.0,urban,2,both,2061,Sindh,Hyderabad
9855,2061120110,53,7,female,1,no,,no,6.0,urban,2,both,2061,Sindh,Hyderabad
9856,2061120110,54,5,female,1,no,,no,6.0,urban,2,both,2061,Sindh,Hyderabad
9857,2061120112,52,5,female,1,no,,no,10.0,urban,2,both,2061,Sindh,Hyderabad
9858,2061120203,4,10,male,1,no,,no,12.0,urban,2,both,2061,Sindh,Hyderabad
9859,2061120206,55,7,male,1,no,,no,11.0,urban,2,both,2061,Sindh,Hyderabad
9860,2061120209,55,8,female,1,no,,no,11.0,urban,2,both,2061,Sindh,Hyderabad
9861,2061120211,2,10,male,1,yes,,yes,,urban,2,both,2061,Sindh,Hyderabad
9862,2061130101,54,10,female,1,yes,,yes,,urban,2,both,2061,Sindh,Hyderabad
9863,2061130101,55,8,male,1,yes,,yes,,urban,2,both,2061,Sindh,Hyderabad
9864,2061130101,56,7,female,1,yes,,yes,,urban,2,both,2061,Sindh,Hyderabad
9865,2061130101,58,7,female,1,yes,,yes,,urban,2,both,2061,Sindh,Hyderabad
