,hhcode,idc,age,sex,marital_status,ever_admitted,max_level_achieved,currently_enrolled,why_not,region,province_x,_merge,subprovince code,province_y,subprovince
0,1011010101,53,6,male,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
1,1011010101,54,4,male,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
2,1011010105,54,9,female,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
3,1011010110,54,9,female,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
4,1011010110,55,6,male,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
5,1011010205,52,8,female,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
6,1011010207,53,5,male,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
7,1011010210,53,9,female,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
8,1011010211,54,5,male,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
9,1011010301,52,9,female,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
10,1011010301,53,6,male,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
11,1011010303,59,5,male,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
12,1011010304,52,6,female,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
13,1011010304,53,5,female,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
14,1011010304,54,4,female,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
15,1011010305,52,8,female,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
16,1011010305,53,5,male,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
17,1011010308,55,7,female,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
18,1011010309,52,8,female,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
19,1011020103,2,10,male,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
20,1011020103,52,5,female,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
21,1011020106,52,7,female,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
22,1011020109,55,9,male,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
23,1011020111,52,8,female,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
24,1011020111,53,6,female,1,no,,no,10.0,urban,1,both,1011,Punjab,Rawalpindi
25,1011020111,54,4,female,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
26,1011020112,52,5,female,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
27,1011020201,3,10,male,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
28,1011020202,52,4,male,1,no,,no,10.0,urban,1,both,1011,Punjab,Rawalpindi
29,1011020204,53,8,female,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
30,1011020204,54,4,male,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
31,1011020204,58,7,female,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
32,1011020204,59,5,female,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
33,1011020205,52,7,male,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
34,1011020205,53,5,female,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
35,1011020206,53,10,female,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
36,1011020206,54,7,male,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
37,1011020209,52,5,female,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
38,1011020211,54,4,female,1,no,,no,10.0,urban,1,both,1011,Punjab,Rawalpindi
39,1011020212,4,10,male,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
40,1011020212,53,7,female,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
41,1011020304,53,4,female,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
42,1011020306,3,10,male,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
43,1011020308,54,8,male,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
44,1011020308,55,6,female,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
45,1011020308,56,4,female,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
46,1011020309,53,10,female,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
47,1011020309,54,8,female,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
48,1011020309,55,7,male,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
49,1011020309,56,4,male,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
50,1011020310,8,10,male,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
51,1011020310,53,6,male,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
52,1011020310,56,8,female,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
53,1011020310,57,5,female,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
54,1011020310,59,6,female,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
55,1011020310,60,5,male,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
56,1011020311,52,8,female,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
57,1011030102,52,8,female,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
58,1011030102,53,6,male,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
59,1011030104,52,4,female,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
60,1011030110,3,10,male,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
61,1011030110,52,9,female,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
62,1011030110,53,7,female,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
63,1011030206,54,4,female,1,no,,no,10.0,urban,1,both,1011,Punjab,Rawalpindi
64,1011030207,52,6,female,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
65,1011030211,52,9,female,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
66,1011030211,53,6,male,1,no,,no,1.0,urban,1,both,1011,Punjab,Rawalpindi
67,1011030212,54,6,female,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
68,1011030212,55,6,male,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
69,1011030301,56,8,male,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
70,1011030302,52,10,female,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
71,1011030302,53,8,male,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
72,1011030302,54,5,male,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
73,1011030307,52,7,female,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
74,1011030308,55,10,female,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
75,1011030308,56,7,male,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
76,1011030309,55,9,male,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
77,1011030310,54,9,female,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
78,1011030310,55,5,female,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
79,1011040101,54,9,female,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
80,1011040104,2,10,male,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
81,1011040104,52,8,female,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
82,1011040104,53,5,male,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
83,1011040108,53,10,female,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
84,1011040110,53,9,male,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
85,1011040203,55,4,male,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
86,1011040212,53,10,female,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
87,1011040302,2,10,male,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
88,1011040302,52,8,female,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
89,1011040302,53,6,male,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
90,1011040307,53,10,female,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
91,1011040307,54,6,male,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
92,1011040308,53,9,male,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
93,1011040308,54,8,female,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
94,1011040308,55,5,male,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
95,1011040310,54,10,female,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
96,1011040310,55,9,female,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
97,1011040310,56,6,male,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
98,1011040311,52,9,male,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
99,1011040311,53,7,male,1,yes,,yes,,urban,1,both,1011,Punjab,Rawalpindi
100,1012010102,55,8,female,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
101,1012010110,52,7,female,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
102,1012010110,53,5,male,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
103,1012010111,52,10,female,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
104,1012010201,53,5,female,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
105,1012010201,54,5,female,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
106,1012010202,54,9,male,1,no,,no,17.0,rural,1,both,1012,Punjab,Attock 
107,1012010203,52,8,male,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
108,1012010205,54,8,female,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
109,1012010205,55,6,male,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
110,1012010205,56,4,male,1,no,,no,10.0,rural,1,both,1012,Punjab,Attock 
111,1012010206,52,8,male,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
112,1012010206,53,6,male,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
113,1012010207,52,9,female,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
114,1012010207,53,7,female,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
115,1012010207,54,5,male,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
116,1012010208,55,7,female,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
117,1012010209,52,7,female,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
118,1012010209,53,5,female,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
119,1012010214,53,7,female,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
120,1012010216,2,10,male,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
121,1012010216,52,9,female,1,no,,no,1.0,rural,1,both,1012,Punjab,Attock 
122,1012010216,53,7,male,1,no,,no,1.0,rural,1,both,1012,Punjab,Attock 
123,1012020102,53,9,female,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
124,1012020102,54,6,male,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
125,1012020105,1,10,male,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
126,1012020106,54,10,female,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
127,1012020107,52,9,female,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
128,1012020107,53,7,male,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
129,1012020109,53,10,female,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
130,1012020109,54,8,female,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
131,1012020114,52,4,female,1,no,,no,10.0,rural,1,both,1012,Punjab,Attock 
132,1012020115,55,7,female,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
133,1012020201,54,10,female,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
134,1012020202,52,8,female,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
135,1012020202,53,6,male,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
136,1012020204,53,9,female,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
137,1012020204,54,6,male,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
138,1012020205,52,10,female,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
139,1012020206,52,5,male,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
140,1012020207,2,10,male,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
141,1012020207,52,8,female,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
142,1012020209,53,9,female,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
143,1012020209,54,6,female,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
144,1012020210,52,9,male,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
145,1012020210,53,8,male,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
146,1012020210,54,4,female,1,no,,no,10.0,rural,1,both,1012,Punjab,Attock 
147,1012020211,52,8,female,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
148,1012020211,53,6,female,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
149,1012020211,54,5,male,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
150,1012020213,2,10,male,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
151,1012020213,52,7,female,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
152,1012020213,53,5,female,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
153,1012020216,53,10,female,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
154,1012020216,54,8,male,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
155,1012020216,55,6,female,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
156,1012020216,56,4,female,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
157,1012030104,3,10,male,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
158,1012030105,5,10,male,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
159,1012030110,53,4,male,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
160,1012030110,56,5,female,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
161,1012030111,52,10,female,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
162,1012030111,53,8,female,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
163,1012030111,54,6,female,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
164,1012030111,55,5,male,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
165,1012030113,57,9,male,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
166,1012030114,3,10,male,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
167,1012030115,56,9,female,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
168,1012030115,57,8,male,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
169,1012030115,61,4,male,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
170,1012030116,53,8,male,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
171,1012030116,54,8,male,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
172,1012030116,55,4,female,1,no,,no,10.0,rural,1,both,1012,Punjab,Attock 
173,1012030202,53,7,male,1,no,,no,9.0,rural,1,both,1012,Punjab,Attock 
174,1012030202,54,4,female,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
175,1012030203,52,8,female,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
176,1012030204,53,4,male,1,no,,no,10.0,rural,1,both,1012,Punjab,Attock 
177,1012030205,52,7,male,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
178,1012030206,3,10,male,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
179,1012030208,54,8,male,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
180,1012030209,52,8,female,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
181,1012030210,57,8,female,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
182,1012030210,58,6,female,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
183,1012030210,59,5,female,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
184,1012030210,60,4,male,1,no,,no,10.0,rural,1,both,1012,Punjab,Attock 
185,1012030211,53,4,female,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
186,1012030212,3,10,male,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
187,1012030213,52,7,female,1,no,,no,13.0,rural,1,both,1012,Punjab,Attock 
188,1012030214,53,6,female,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
189,1012030215,53,10,female,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
190,1012030215,54,6,female,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
191,1012040101,3,10,male,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
192,1012040103,52,6,female,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
193,1012040104,52,9,male,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
194,1012040105,1,10,male,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
195,1012040105,52,7,male,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
196,1012040105,53,5,female,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
197,1012040110,55,4,male,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
198,1012040112,52,5,male,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
199,1012040113,54,7,male,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
200,1012040113,55,5,female,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
201,1012040116,54,6,female,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
202,1012040201,2,10,male,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
203,1012040201,52,9,female,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
204,1012040201,53,7,male,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
205,1012040201,54,4,male,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
206,1012040202,53,5,female,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
207,1012040203,52,10,male,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
208,1012040203,53,6,male,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
209,1012040203,57,4,male,1,no,,no,10.0,rural,1,both,1012,Punjab,Attock 
210,1012040203,59,6,female,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
211,1012040208,53,4,male,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
212,1012040209,52,9,male,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
213,1012040209,53,5,female,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
214,1012040210,4,10,male,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
215,1012040211,52,7,female,1,yes,,yes,,rural,1,both,1012,Punjab,Attock 
216,1012040211,53,4,male,1,no,,no,10.0,rural,1,both,1012,Punjab,Attock 
217,1012040212,53,9,male,1,no,,no,11.0,rural,1,both,1012,Punjab,Attock 
218,1021010101,52,5,female,1,yes,,yes,,urban,1,both,1021,Punjab,Sargodha 
219,1021010101,53,4,female,1,yes,,yes,,urban,1,both,1021,Punjab,Sargodha 
220,1021010105,52,8,female,1,yes,,yes,,urban,1,both,1021,Punjab,Sargodha 
221,1021010105,53,6,male,1,yes,,yes,,urban,1,both,1021,Punjab,Sargodha 
222,1021010105,54,4,male,1,no,,no,10.0,urban,1,both,1021,Punjab,Sargodha 
223,1021010108,3,10,male,1,yes,,yes,,urban,1,both,1021,Punjab,Sargodha 
224,1021010108,52,6,male,1,yes,,yes,,urban,1,both,1021,Punjab,Sargodha 
225,1021010110,52,9,female,1,no,,no,9.0,urban,1,both,1021,Punjab,Sargodha 
226,1021010110,53,7,female,1,yes,,yes,,urban,1,both,1021,Punjab,Sargodha 
227,1021010111,55,10,female,1,yes,,yes,,urban,1,both,1021,Punjab,Sargodha 
228,1021010111,56,8,female,1,yes,,yes,,urban,1,both,1021,Punjab,Sargodha 
229,1021010111,57,7,female,1,yes,,yes,,urban,1,both,1021,Punjab,Sargodha 
230,1021010111,58,6,female,1,yes,,yes,,urban,1,both,1021,Punjab,Sargodha 
231,1021010111,59,5,female,1,yes,,yes,,urban,1,both,1021,Punjab,Sargodha 
232,1021010111,60,5,male,1,yes,,yes,,urban,1,both,1021,Punjab,Sargodha 
233,1021010112,55,6,male,1,yes,,yes,,urban,1,both,1021,Punjab,Sargodha 
234,1021010202,52,6,male,1,yes,,yes,,urban,1,both,1021,Punjab,Sargodha 
235,1021010202,53,4,male,1,yes,,yes,,urban,1,both,1021,Punjab,Sargodha 
236,1021010203,52,8,male,1,yes,,yes,,urban,1,both,1021,Punjab,Sargodha 
237,1021010203,53,4,male,1,no,,no,11.0,urban,1,both,1021,Punjab,Sargodha 
238,1021010204,56,10,female,1,yes,,yes,,urban,1,both,1021,Punjab,Sargodha 
239,1021010204,57,7,male,1,yes,,yes,,urban,1,both,1021,Punjab,Sargodha 
240,1021010208,53,10,female,1,yes,,yes,,urban,1,both,1021,Punjab,Sargodha 
241,1021010208,54,6,male,1,yes,,yes,,urban,1,both,1021,Punjab,Sargodha 
242,1021010209,56,9,male,1,yes,,yes,,urban,1,both,1021,Punjab,Sargodha 
243,1021010209,57,8,female,1,no,,no,11.0,urban,1,both,1021,Punjab,Sargodha 
244,1021010209,58,4,female,1,no,,no,10.0,urban,1,both,1021,Punjab,Sargodha 
245,1021010210,4,10,male,1,yes,,yes,,urban,1,both,1021,Punjab,Sargodha 
246,1021010211,52,6,male,1,yes,,yes,,urban,1,both,1021,Punjab,Sargodha 
247,1021010212,53,5,female,1,yes,,yes,,urban,1,both,1021,Punjab,Sargodha 
248,1021010212,54,4,male,1,no,,no,10.0,urban,1,both,1021,Punjab,Sargodha 
249,1021010301,55,8,female,1,yes,,yes,,urban,1,both,1021,Punjab,Sargodha 
250,1021010301,56,5,female,1,no,,no,11.0,urban,1,both,1021,Punjab,Sargodha 
251,1021010305,52,9,female,1,yes,,yes,,urban,1,both,1021,Punjab,Sargodha 
252,1021010305,53,7,male,1,yes,,yes,,urban,1,both,1021,Punjab,Sargodha 
253,1021010305,54,5,female,1,yes,,yes,,urban,1,both,1021,Punjab,Sargodha 
254,1021010306,2,10,male,1,no,,no,6.0,urban,1,both,1021,Punjab,Sargodha 
255,1021010306,54,9,female,1,no,,no,2.0,urban,1,both,1021,Punjab,Sargodha 
256,1021010306,55,6,female,1,no,,no,2.0,urban,1,both,1021,Punjab,Sargodha 
257,1021010306,56,4,male,1,no,,no,10.0,urban,1,both,1021,Punjab,Sargodha 
258,1021010307,52,7,female,1,yes,,yes,,urban,1,both,1021,Punjab,Sargodha 
259,1021010307,53,5,female,1,yes,,yes,,urban,1,both,1021,Punjab,Sargodha 
260,1021010307,54,4,male,1,yes,,yes,,urban,1,both,1021,Punjab,Sargodha 
261,1021010308,52,5,male,1,yes,,yes,,urban,1,both,1021,Punjab,Sargodha 
262,1021010309,52,4,male,1,yes,,yes,,urban,1,both,1021,Punjab,Sargodha 
263,1021010310,53,10,female,1,yes,,yes,,urban,1,both,1021,Punjab,Sargodha 
264,1021010310,54,8,male,1,yes,,yes,,urban,1,both,1021,Punjab,Sargodha 
265,1021010310,55,7,male,1,yes,,yes,,urban,1,both,1021,Punjab,Sargodha 
266,1021010311,52,8,female,1,yes,,yes,,urban,1,both,1021,Punjab,Sargodha 
267,1021010311,53,6,female,1,yes,,yes,,urban,1,both,1021,Punjab,Sargodha 
268,1021010311,54,4,female,1,no,,no,10.0,urban,1,both,1021,Punjab,Sargodha 
269,1021010312,3,10,male,1,no,,no,11.0,urban,1,both,1021,Punjab,Sargodha 
270,1021010312,54,9,female,1,no,,no,2.0,urban,1,both,1021,Punjab,Sargodha 
271,1021010312,55,8,female,1,no,,no,2.0,urban,1,both,1021,Punjab,Sargodha 
272,1021010312,56,6,male,1,no,,no,2.0,urban,1,both,1021,Punjab,Sargodha 
273,1021020105,56,9,female,1,yes,,yes,,urban,1,both,1021,Punjab,Sargodha 
274,1021020106,52,10,female,1,yes,,yes,,urban,1,both,1021,Punjab,Sargodha 
275,1021020106,53,9,male,1,yes,,yes,,urban,1,both,1021,Punjab,Sargodha 
276,1021020106,56,9,female,1,no,,no,1.0,urban,1,both,1021,Punjab,Sargodha 
277,1021020110,56,8,female,1,yes,,yes,,urban,1,both,1021,Punjab,Sargodha 
278,1021020110,57,8,male,1,yes,,yes,,urban,1,both,1021,Punjab,Sargodha 
279,1021020110,58,6,female,1,yes,,yes,,urban,1,both,1021,Punjab,Sargodha 
280,1021020110,59,4,male,1,yes,,yes,,urban,1,both,1021,Punjab,Sargodha 
281,1021020112,3,10,male,1,yes,,yes,,urban,1,both,1021,Punjab,Sargodha 
282,1021020201,53,7,male,1,yes,,yes,,urban,1,both,1021,Punjab,Sargodha 
283,1021020201,54,5,male,1,yes,,yes,,urban,1,both,1021,Punjab,Sargodha 
284,1021020202,2,10,male,1,yes,,yes,,urban,1,both,1021,Punjab,Sargodha 
285,1021020202,53,7,male,1,no,,no,9.0,urban,1,both,1021,Punjab,Sargodha 
286,1021020205,3,10,male,1,yes,,yes,,urban,1,both,1021,Punjab,Sargodha 
287,1021020209,3,10,male,1,yes,,yes,,urban,1,both,1021,Punjab,Sargodha 
288,1021020209,52,9,male,1,yes,,yes,,urban,1,both,1021,Punjab,Sargodha 
289,1021020209,53,6,male,1,yes,,yes,,urban,1,both,1021,Punjab,Sargodha 
290,1021020210,4,10,male,1,yes,,yes,,urban,1,both,1021,Punjab,Sargodha 
291,1021020211,52,4,male,1,no,,no,10.0,urban,1,both,1021,Punjab,Sargodha 
292,1021020301,54,6,female,1,yes,,yes,,urban,1,both,1021,Punjab,Sargodha 
293,1021020308,52,9,male,1,yes,,yes,,urban,1,both,1021,Punjab,Sargodha 
294,1021020308,53,7,male,1,no,,no,9.0,urban,1,both,1021,Punjab,Sargodha 
295,1021020310,52,6,male,1,yes,,yes,,urban,1,both,1021,Punjab,Sargodha 
296,1021020311,53,4,female,1,no,,no,10.0,urban,1,both,1021,Punjab,Sargodha 
297,1021030101,53,9,male,1,yes,,yes,,urban,1,both,1021,Punjab,Sargodha 
298,1021030101,54,6,male,1,yes,,yes,,urban,1,both,1021,Punjab,Sargodha 
299,1021030104,52,7,female,1,yes,,yes,,urban,1,both,1021,Punjab,Sargodha 
300,1021030104,53,5,male,1,yes,,yes,,urban,1,both,1021,Punjab,Sargodha 
301,1021030104,54,4,female,1,yes,,yes,,urban,1,both,1021,Punjab,Sargodha 
302,1021030104,59,9,female,1,yes,,yes,,urban,1,both,1021,Punjab,Sargodha 
303,1021030104,60,7,male,1,yes,,yes,,urban,1,both,1021,Punjab,Sargodha 
304,1021030106,57,9,female,1,yes,,yes,,urban,1,both,1021,Punjab,Sargodha 
305,1021030107,55,8,female,1,yes,,yes,,urban,1,both,1021,Punjab,Sargodha 
306,1021030109,52,10,female,1,yes,,yes,,urban,1,both,1021,Punjab,Sargodha 
307,1021030109,53,8,female,1,yes,,yes,,urban,1,both,1021,Punjab,Sargodha 
308,1021030109,54,6,male,1,yes,,yes,,urban,1,both,1021,Punjab,Sargodha 
309,1021030109,55,4,female,1,no,,no,10.0,urban,1,both,1021,Punjab,Sargodha 
310,1021030112,52,9,male,1,yes,,yes,,urban,1,both,1021,Punjab,Sargodha 
