,hhcode,age,idc,sex,marital_status,ever_admitted,currently_enrolled,region,subprovince code,province,subprovince,year
9991,1272020105,13,53,female,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
9992,1272020105,8,54,female,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
9993,1272020105,4,55,female,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
9994,1272020106,11,1,male,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
9995,1272020106,13,53,female,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
9996,1272020106,8,54,female,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
9997,1272020108,6,52,male,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
9998,1272020108,4,53,male,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
9999,1272020110,7,53,male,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
10000,1272020111,14,53,female,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
10001,1272020111,12,54,female,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10002,1272020111,8,55,female,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10003,1272020111,5,56,male,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10004,1272020112,14,3,male,1,yes,no,rural,1272,Punjab,D.G.Khan ,2011
10005,1272020112,12,53,female,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
10006,1272020112,10,54,female,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
10007,1272020112,8,55,female,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
10008,1272020112,5,56,female,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
10009,1272020113,11,54,female,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
10010,1272020113,8,55,female,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10011,1272020113,6,56,female,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10012,1272020113,4,57,male,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
10013,1272020113,4,60,female,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
10014,1272020114,8,52,female,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10015,1272020114,6,53,female,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10016,1272020115,4,52,male,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
10017,1272020116,15,53,female,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
10018,1272020116,9,54,male,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10019,1272020116,6,55,male,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10020,1272020201,4,52,male,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
10021,1272020202,15,3,male,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10022,1272020202,12,4,male,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10023,1272020202,8,52,male,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
10024,1272020205,14,2,male,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10025,1272020205,8,52,female,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
10026,1272020205,5,53,female,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
10027,1272020207,14,2,male,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
10028,1272020207,10,3,male,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
10029,1272020207,12,52,female,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
10030,1272020207,8,53,female,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
10031,1272020207,5,54,male,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
10032,1272020208,12,2,male,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
10033,1272020208,10,3,male,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
10034,1272020208,8,52,female,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
10035,1272020208,7,53,female,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
10036,1272020209,12,2,male,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10037,1272020209,10,52,female,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10038,1272020209,6,53,male,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10039,1272020211,13,2,male,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10040,1272020211,8,52,female,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10041,1272020211,5,53,female,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10042,1272020212,12,1,male,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10043,1272020212,10,2,male,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10044,1272020212,14,54,female,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10045,1272020212,7,55,female,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
10046,1272020212,5,56,female,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
10047,1272020213,13,2,male,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10048,1272020213,11,3,male,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10049,1272020213,15,52,female,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10050,1272020213,9,53,female,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10051,1272020213,7,54,male,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10052,1272020213,5,55,female,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
10053,1272020214,12,52,female,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
10054,1272020214,9,53,male,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10055,1272020214,5,54,male,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10056,1272020215,13,2,male,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10057,1272020215,11,3,male,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10058,1272020215,8,53,female,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10059,1272020215,7,54,female,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10060,1272020216,5,52,female,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10061,1272030101,13,54,female,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10062,1272030101,9,55,female,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10063,1272030101,5,56,male,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10064,1272030103,5,52,male,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
10065,1272030105,13,3,male,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10066,1272030105,11,4,male,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10067,1272030105,9,56,female,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10068,1272030106,14,3,male,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10069,1272030106,10,4,male,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10070,1272030106,12,52,female,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10071,1272030106,8,53,female,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10072,1272030106,6,54,male,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10073,1272030107,10,53,female,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10074,1272030109,12,52,female,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10075,1272030109,7,53,female,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10076,1272030109,6,54,male,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10077,1272030110,9,53,female,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10078,1272030110,8,54,male,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10079,1272030110,6,55,female,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10080,1272030112,13,4,male,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10081,1272030112,14,54,female,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
10082,1272030112,12,55,female,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10083,1272030112,8,56,female,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10084,1272030114,12,4,male,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10085,1272030114,13,52,female,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10086,1272030114,11,53,female,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10087,1272030114,9,54,female,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10088,1272030114,7,55,male,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10089,1272030114,4,56,female,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
10090,1272030115,15,53,female,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10091,1272030115,13,54,female,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10092,1272030115,11,55,female,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10093,1272030115,9,56,female,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10094,1272030115,7,57,male,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10095,1272030115,5,58,male,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
10096,1272030116,13,2,male,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10097,1272030116,4,52,male,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
10098,1272030201,7,53,male,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
10099,1272030201,5,54,female,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
10100,1272030203,14,2,male,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10101,1272030203,10,3,male,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10102,1272030203,8,52,female,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10103,1272030203,5,53,male,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
10104,1272030204,7,52,male,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10105,1272030204,5,53,female,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10106,1272030205,14,53,female,1,yes,no,rural,1272,Punjab,D.G.Khan ,2011
10107,1272030206,5,52,female,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10108,1272030207,9,52,female,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
10109,1272030207,7,53,male,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10110,1272030207,5,54,male,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10111,1272030208,10,3,male,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10112,1272030208,6,52,female,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10113,1272030208,5,54,male,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10114,1272030209,4,52,female,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
10115,1272030213,5,52,male,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
10116,1272030214,13,2,male,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
10117,1272030214,12,4,male,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
10118,1272030214,8,52,male,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
10119,1272030214,6,53,female,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
10120,1272030214,15,57,female,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
10121,1272030214,10,58,female,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
10122,1272030214,7,59,female,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
10123,1272030214,5,60,female,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
10124,1272030214,4,61,female,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
10125,1272030215,15,2,male,1,yes,no,rural,1272,Punjab,D.G.Khan ,2011
10126,1272030215,11,3,male,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10127,1272030215,13,52,female,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
10128,1272030215,9,53,male,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10129,1272030215,6,54,male,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
10130,1272030216,15,5,male,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10131,1272030216,11,6,male,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10132,1272030216,13,53,female,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
10133,1272030216,9,54,female,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10134,1272030216,7,55,female,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10135,1272030216,5,56,male,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
10136,1272040103,13,2,male,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10137,1272040103,6,53,female,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
10138,1272040104,8,52,female,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10139,1272040105,8,52,male,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10140,1272040105,5,53,male,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10141,1272040106,14,55,female,1,yes,no,rural,1272,Punjab,D.G.Khan ,2011
10142,1272040106,12,56,female,1,yes,no,rural,1272,Punjab,D.G.Khan ,2011
10143,1272040106,11,57,female,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10144,1272040109,15,52,female,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
10145,1272040110,10,2,male,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
10146,1272040110,14,52,female,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
10147,1272040110,12,53,female,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
10148,1272040110,7,54,female,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
10149,1272040110,5,55,female,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
10150,1272040112,10,2,male,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10151,1272040112,11,52,female,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10152,1272040112,9,53,male,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10153,1272040112,7,54,female,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10154,1272040112,6,55,female,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10155,1272040112,5,56,male,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
10156,1272040113,12,2,male,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10157,1272040113,11,52,female,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10158,1272040113,8,53,male,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10159,1272040113,7,54,male,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10160,1272040114,14,3,male,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
10161,1272040114,12,52,female,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
10162,1272040114,10,53,female,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
10163,1272040114,8,54,female,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
10164,1272040114,7,55,female,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
10165,1272040114,5,56,male,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
10166,1272040114,4,57,male,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
10167,1272040115,15,5,male,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
10168,1272040115,13,6,male,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10169,1272040115,12,7,male,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
10170,1272040115,10,53,female,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
10171,1272040115,8,54,male,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
10172,1272040115,7,55,male,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
10173,1272040116,14,2,male,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10174,1272040116,12,52,female,1,yes,no,rural,1272,Punjab,D.G.Khan ,2011
10175,1272040202,15,56,female,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10176,1272040202,12,57,female,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10177,1272040202,8,58,female,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10178,1272040204,15,4,male,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
10179,1272040205,14,4,male,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10180,1272040205,12,5,male,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10181,1272040206,15,2,male,1,yes,no,rural,1272,Punjab,D.G.Khan ,2011
10182,1272040206,14,3,male,1,yes,no,rural,1272,Punjab,D.G.Khan ,2011
10183,1272040206,12,4,male,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
10184,1272040206,13,52,female,1,yes,no,rural,1272,Punjab,D.G.Khan ,2011
10185,1272040206,11,53,female,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10186,1272040206,9,54,male,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10187,1272040206,7,55,male,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10188,1272040207,15,3,male,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10189,1272040207,11,4,male,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10190,1272040209,14,2,male,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10191,1272040209,10,3,male,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10192,1272040209,9,53,male,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10193,1272040209,6,54,male,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10194,1272040209,5,55,female,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10195,1272040209,4,56,female,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
10196,1272040210,15,3,male,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10197,1272040210,14,4,male,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10198,1272040211,15,2,male,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10199,1272040211,11,3,male,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10200,1272040211,13,53,female,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10201,1272040212,14,2,male,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10202,1272040212,10,3,male,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10203,1272040212,12,54,female,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10204,1272040213,14,54,female,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10205,1272040214,10,53,female,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
10206,1272040214,9,54,female,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
10207,1272040214,7,55,female,1,no,no,rural,1272,Punjab,D.G.Khan ,2011
10208,1272040215,6,52,female,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10209,1272040215,5,53,female,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10210,1272040216,14,53,female,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10211,1272040216,7,54,male,1,yes,yes,rural,1272,Punjab,D.G.Khan ,2011
10212,1282010101,7,52,male,1,yes,yes,rural,1282,Punjab,Rajanpur,2011
10213,1282010102,15,54,female,1,no,no,rural,1282,Punjab,Rajanpur,2011
10214,1282010102,13,55,female,1,no,no,rural,1282,Punjab,Rajanpur,2011
10215,1282010103,13,3,male,1,no,no,rural,1282,Punjab,Rajanpur,2011
10216,1282010103,5,55,male,1,no,no,rural,1282,Punjab,Rajanpur,2011
10217,1282010104,4,56,male,1,no,no,rural,1282,Punjab,Rajanpur,2011
10218,1282010105,12,4,male,1,yes,yes,rural,1282,Punjab,Rajanpur,2011
10219,1282010105,14,54,female,1,no,no,rural,1282,Punjab,Rajanpur,2011
10220,1282010105,11,55,female,1,no,no,rural,1282,Punjab,Rajanpur,2011
10221,1282010105,10,56,female,1,no,no,rural,1282,Punjab,Rajanpur,2011
10222,1282010105,7,57,male,1,yes,yes,rural,1282,Punjab,Rajanpur,2011
10223,1282010105,6,58,male,1,yes,yes,rural,1282,Punjab,Rajanpur,2011
10224,1282010105,4,59,male,1,no,no,rural,1282,Punjab,Rajanpur,2011
10225,1282010106,12,2,male,1,yes,yes,rural,1282,Punjab,Rajanpur,2011
10226,1282010109,14,3,male,1,no,no,rural,1282,Punjab,Rajanpur,2011
10227,1282010109,8,53,female,1,no,no,rural,1282,Punjab,Rajanpur,2011
10228,1282010112,9,52,male,1,no,no,rural,1282,Punjab,Rajanpur,2011
10229,1282010112,7,53,female,1,no,no,rural,1282,Punjab,Rajanpur,2011
10230,1282010112,4,54,female,1,no,no,rural,1282,Punjab,Rajanpur,2011
10231,1282010113,8,52,male,1,yes,yes,rural,1282,Punjab,Rajanpur,2011
10232,1282010113,5,53,male,1,yes,yes,rural,1282,Punjab,Rajanpur,2011
10233,1282010114,12,2,male,1,yes,yes,rural,1282,Punjab,Rajanpur,2011
10234,1282010115,4,52,female,1,no,no,rural,1282,Punjab,Rajanpur,2011
10235,1282010116,8,52,female,1,no,no,rural,1282,Punjab,Rajanpur,2011
10236,1282020101,11,52,female,1,yes,yes,rural,1282,Punjab,Rajanpur,2011
10237,1282020101,9,53,female,1,yes,yes,rural,1282,Punjab,Rajanpur,2011
10238,1282020101,7,54,female,1,yes,yes,rural,1282,Punjab,Rajanpur,2011
10239,1282020101,5,55,female,1,no,no,rural,1282,Punjab,Rajanpur,2011
10240,1282020103,10,5,male,1,yes,yes,rural,1282,Punjab,Rajanpur,2011
10241,1282020103,12,52,female,1,yes,yes,rural,1282,Punjab,Rajanpur,2011
10242,1282020103,7,53,female,1,yes,yes,rural,1282,Punjab,Rajanpur,2011
10243,1282020103,5,54,female,1,yes,yes,rural,1282,Punjab,Rajanpur,2011
10244,1282020104,12,2,male,1,no,no,rural,1282,Punjab,Rajanpur,2011
10245,1282020105,14,52,female,1,yes,no,rural,1282,Punjab,Rajanpur,2011
10246,1282020105,12,53,female,1,yes,no,rural,1282,Punjab,Rajanpur,2011
10247,1282020107,8,52,female,1,yes,yes,rural,1282,Punjab,Rajanpur,2011
10248,1282020107,6,53,male,1,yes,yes,rural,1282,Punjab,Rajanpur,2011
10249,1282020107,4,54,female,1,no,no,rural,1282,Punjab,Rajanpur,2011
10250,1282020108,10,2,male,1,yes,yes,rural,1282,Punjab,Rajanpur,2011
10251,1282020108,5,52,female,1,yes,yes,rural,1282,Punjab,Rajanpur,2011
10252,1282020109,11,2,male,1,yes,yes,rural,1282,Punjab,Rajanpur,2011
10253,1282020109,9,52,female,1,yes,yes,rural,1282,Punjab,Rajanpur,2011
10254,1282020109,7,53,female,1,yes,yes,rural,1282,Punjab,Rajanpur,2011
10255,1282020109,6,54,female,1,yes,yes,rural,1282,Punjab,Rajanpur,2011
10256,1282020109,5,55,female,1,no,no,rural,1282,Punjab,Rajanpur,2011
10257,1282020110,8,52,female,1,no,no,rural,1282,Punjab,Rajanpur,2011
10258,1282020111,15,1,male,1,yes,yes,rural,1282,Punjab,Rajanpur,2011
10259,1282020111,13,2,male,1,yes,yes,rural,1282,Punjab,Rajanpur,2011
10260,1282020111,9,52,female,1,yes,yes,rural,1282,Punjab,Rajanpur,2011
10261,1282020111,8,53,female,1,yes,yes,rural,1282,Punjab,Rajanpur,2011
10262,1282020111,7,54,male,1,yes,yes,rural,1282,Punjab,Rajanpur,2011
10263,1282020114,10,2,male,1,yes,yes,rural,1282,Punjab,Rajanpur,2011
10264,1282020114,14,52,female,1,yes,yes,rural,1282,Punjab,Rajanpur,2011
10265,1282020114,12,53,female,1,yes,yes,rural,1282,Punjab,Rajanpur,2011
10266,1282020114,9,54,female,1,yes,yes,rural,1282,Punjab,Rajanpur,2011
10267,1282020114,7,55,male,1,yes,yes,rural,1282,Punjab,Rajanpur,2011
10268,1282020114,6,56,female,1,yes,yes,rural,1282,Punjab,Rajanpur,2011
10269,1282020116,14,52,female,1,yes,yes,rural,1282,Punjab,Rajanpur,2011
10270,1282020116,5,54,female,1,no,no,rural,1282,Punjab,Rajanpur,2011
10271,1282030101,9,53,female,1,no,no,rural,1282,Punjab,Rajanpur,2011
10272,1282030101,7,54,male,1,yes,yes,rural,1282,Punjab,Rajanpur,2011
10273,1282030102,7,52,female,1,yes,yes,rural,1282,Punjab,Rajanpur,2011
10274,1282030102,5,53,female,1,no,no,rural,1282,Punjab,Rajanpur,2011
10275,1282030103,5,52,male,1,no,no,rural,1282,Punjab,Rajanpur,2011
10276,1282030104,14,3,male,1,yes,no,rural,1282,Punjab,Rajanpur,2011
10277,1282030104,10,4,male,1,yes,yes,rural,1282,Punjab,Rajanpur,2011
10278,1282030104,12,52,female,1,yes,yes,rural,1282,Punjab,Rajanpur,2011
10279,1282030105,11,52,female,1,yes,yes,rural,1282,Punjab,Rajanpur,2011
10280,1282030105,9,53,female,1,yes,yes,rural,1282,Punjab,Rajanpur,2011
10281,1282030105,5,54,male,1,yes,yes,rural,1282,Punjab,Rajanpur,2011
10282,1282030105,14,60,female,1,yes,yes,rural,1282,Punjab,Rajanpur,2011
10283,1282030105,13,61,female,1,yes,yes,rural,1282,Punjab,Rajanpur,2011
10284,1282030105,11,62,female,1,yes,yes,rural,1282,Punjab,Rajanpur,2011
10285,1282030105,9,63,male,1,yes,yes,rural,1282,Punjab,Rajanpur,2011
10286,1282030105,6,64,male,1,yes,yes,rural,1282,Punjab,Rajanpur,2011
10287,1282030106,12,52,female,1,no,no,rural,1282,Punjab,Rajanpur,2011
10288,1282030106,8,53,male,1,yes,yes,rural,1282,Punjab,Rajanpur,2011
10289,1282030106,4,54,male,1,no,no,rural,1282,Punjab,Rajanpur,2011
10290,1282030107,10,2,male,1,yes,yes,rural,1282,Punjab,Rajanpur,2011
10291,1282030107,8,53,male,1,yes,yes,rural,1282,Punjab,Rajanpur,2011
10292,1282030108,14,2,male,1,yes,no,rural,1282,Punjab,Rajanpur,2011
10293,1282030109,14,52,female,1,no,no,rural,1282,Punjab,Rajanpur,2011
10294,1282030109,11,53,female,1,no,no,rural,1282,Punjab,Rajanpur,2011
10295,1282030109,6,54,female,1,no,no,rural,1282,Punjab,Rajanpur,2011
10296,1282030111,12,4,male,1,no,no,rural,1282,Punjab,Rajanpur,2011
10297,1282030111,14,54,female,1,yes,yes,rural,1282,Punjab,Rajanpur,2011
10298,1282030112,15,2,male,1,yes,yes,rural,1282,Punjab,Rajanpur,2011
10299,1282030112,4,55,female,1,no,no,rural,1282,Punjab,Rajanpur,2011
10300,1282030113,14,4,male,1,no,no,rural,1282,Punjab,Rajanpur,2011
10301,1282030113,13,54,female,1,yes,yes,rural,1282,Punjab,Rajanpur,2011
10302,1282030114,10,3,male,1,yes,yes,rural,1282,Punjab,Rajanpur,2011
10303,1282030114,15,52,female,1,yes,no,rural,1282,Punjab,Rajanpur,2011
10304,1282030114,9,53,male,1,yes,yes,rural,1282,Punjab,Rajanpur,2011
10305,1282030114,6,54,female,1,no,no,rural,1282,Punjab,Rajanpur,2011
10306,1282030115,13,2,male,1,no,no,rural,1282,Punjab,Rajanpur,2011
10307,1282030115,7,52,female,1,yes,yes,rural,1282,Punjab,Rajanpur,2011
10308,1282030115,6,53,female,1,no,no,rural,1282,Punjab,Rajanpur,2011
10309,1282030115,7,55,female,1,yes,yes,rural,1282,Punjab,Rajanpur,2011
