id,hhcode,idc,age,sex,marital_status,ever_admitted,max_level_acheived,currently_enrrolled,why_not,region,province_x,subprovince code,province_y,subprovince,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,_merge
0,1011010102.0,52,8,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
1,1011010102.0,53,6,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
2,1011010103.0,3,11,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
3,1011010103.0,52,10,female,unmarried/never married,no,,no,11.0,urban,1,1011,Punjab,Rawalpindi,,,,,both
4,1011010104.0,52,10,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
5,1011010104.0,53,8,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
6,1011010105.0,2,11,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
7,1011010105.0,3,10,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
8,1011010105.0,52,14,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
9,1011010105.0,53,12,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
10,1011010106.0,52,6,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
11,1011010106.0,53,4,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
12,1011010107.0,52,13,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
13,1011010107.0,53,12,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
14,1011010107.0,54,9,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
15,1011010108.0,54,4,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
16,1011010109.0,2,11,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
17,1011010109.0,52,9,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
18,1011010109.0,53,7,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
19,1011010112.0,2,15,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
20,1011010112.0,3,12,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
21,1011010112.0,54,13,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
22,1011010201.0,52,4,male,unmarried/never married,no,,no,10.0,urban,1,1011,Punjab,Rawalpindi,,,,,both
23,1011010202.0,52,10,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
24,1011010202.0,53,8,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
25,1011010202.0,54,7,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
26,1011010202.0,55,5,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
27,1011010204.0,2,12,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
28,1011010204.0,3,10,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
29,1011010204.0,52,8,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
30,1011010204.0,53,4,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
31,1011010205.0,6,14,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
32,1011010205.0,53,13,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
33,1011010205.0,57,5,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
34,1011010206.0,53,9,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
35,1011010206.0,54,4,female,unmarried/never married,no,,no,10.0,urban,1,1011,Punjab,Rawalpindi,,,,,both
36,1011010207.0,52,13,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
37,1011010207.0,53,6,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
38,1011010209.0,52,9,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
39,1011010209.0,53,6,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
40,1011010211.0,4,14,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
41,1011010303.0,53,15,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
42,1011010304.0,55,13,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
43,1011010304.0,56,11,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
44,1011010304.0,57,9,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
45,1011010304.0,58,6,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
46,1011010305.0,52,15,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
47,1011010305.0,53,13,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
48,1011010305.0,54,9,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
49,1011010307.0,2,10,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
50,1011010307.0,52,5,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
51,1011010309.0,52,4,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
52,1011010310.0,54,6,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
53,1011010310.0,55,4,female,unmarried/never married,no,,no,10.0,urban,1,1011,Punjab,Rawalpindi,,,,,both
54,1011010311.0,52,7,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
55,1011010311.0,53,6,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
56,1011010311.0,54,5,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
57,1011010312.0,3,13,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
58,1011020101.0,55,15,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
59,1011020102.0,2,12,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
60,1011020102.0,52,9,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
61,1011020102.0,53,5,male,unmarried/never married,no,,no,10.0,urban,1,1011,Punjab,Rawalpindi,,,,,both
62,1011020103.0,52,9,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
63,1011020103.0,53,7,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
64,1011020103.0,54,5,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
65,1011020104.0,2,11,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
66,1011020104.0,52,14,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
67,1011020104.0,53,8,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
68,1011020104.0,54,5,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
69,1011020105.0,53,5,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
70,1011020106.0,53,12,female,unmarried/never married,no,,no,8.0,urban,1,1011,Punjab,Rawalpindi,,,,,both
71,1011020106.0,54,6,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
72,1011020106.0,55,6,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
73,1011020106.0,56,4,female,unmarried/never married,no,,no,9.0,urban,1,1011,Punjab,Rawalpindi,,,,,both
74,1011020107.0,3,15,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
75,1011020108.0,52,14,female,unmarried/never married,yes,8.0,no,,urban,1,1011,Punjab,Rawalpindi,,,,,both
76,1011020109.0,5,14,male,unmarried/never married,yes,5.0,no,,urban,1,1011,Punjab,Rawalpindi,,,,,both
77,1011020109.0,53,13,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
78,1011020111.0,4,12,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
79,1011020111.0,52,8,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
80,1011020111.0,53,7,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
81,1011020112.0,53,10,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
82,1011020201.0,2,11,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
83,1011020201.0,52,14,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
84,1011020201.0,53,9,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
85,1011020202.0,2,14,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
86,1011020202.0,54,13,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
87,1011020202.0,55,12,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
88,1011020202.0,56,6,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
89,1011020202.0,57,4,female,unmarried/never married,no,,no,10.0,urban,1,1011,Punjab,Rawalpindi,,,,,both
90,1011020203.0,2,15,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
91,1011020203.0,52,13,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
92,1011020203.0,53,12,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
93,1011020204.0,52,15,female,unmarried/never married,yes,5.0,no,,urban,1,1011,Punjab,Rawalpindi,,,,,both
94,1011020205.0,53,8,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
95,1011020206.0,1,14,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
96,1011020206.0,52,10,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
97,1011020206.0,53,6,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
98,1011020207.0,51,6,male,unmarried/never married,no,,no,17.0,urban,1,1011,Punjab,Rawalpindi,,,,,both
99,1011020207.0,52,4,male,unmarried/never married,no,,no,10.0,urban,1,1011,Punjab,Rawalpindi,,,,,both
100,1011020208.0,2,12,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
101,1011020208.0,52,9,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
102,1011020208.0,53,7,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
103,1011020209.0,2,14,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
104,1011020209.0,3,11,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
105,1011020209.0,53,9,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
106,1011020210.0,54,4,male,unmarried/never married,no,,no,10.0,urban,1,1011,Punjab,Rawalpindi,,,,,both
107,1011020211.0,3,10,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
108,1011020212.0,52,14,female,unmarried/never married,no,,no,1.0,urban,1,1011,Punjab,Rawalpindi,,,,,both
109,1011020212.0,53,9,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
110,1011020212.0,54,5,female,unmarried/never married,no,,no,1.0,urban,1,1011,Punjab,Rawalpindi,,,,,both
111,1011020301.0,4,11,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
112,1011020301.0,54,6,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
113,1011020301.0,56,7,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
114,1011020304.0,2,15,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
115,1011020304.0,3,14,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
116,1011020304.0,52,9,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
117,1011020304.0,53,5,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
118,1011020305.0,1,14,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
119,1011020305.0,53,15,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
120,1011020305.0,54,10,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
121,1011020306.0,52,15,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
122,1011020306.0,53,10,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
123,1011020306.0,54,8,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
124,1011020306.0,55,6,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
125,1011020306.0,56,4,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
126,1011020307.0,2,11,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
127,1011020307.0,53,15,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
128,1011020307.0,54,13,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
129,1011020307.0,55,12,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
130,1011020307.0,56,8,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
131,1011020307.0,57,7,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
132,1011020308.0,2,14,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
133,1011020308.0,52,9,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
134,1011020308.0,53,6,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
135,1011020309.0,2,15,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
136,1011020309.0,3,13,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
137,1011020312.0,56,8,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
138,1011020312.0,57,5,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
139,1011020312.0,58,4,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
140,1011030101.0,4,14,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
141,1011030101.0,5,12,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
142,1011030101.0,6,10,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
143,1011030101.0,52,6,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
144,1011030103.0,5,14,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
145,1011030103.0,6,12,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
146,1011030103.0,7,11,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
147,1011030103.0,52,9,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
148,1011030103.0,53,7,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
149,1011030104.0,52,9,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
150,1011030104.0,53,5,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
151,1011030105.0,55,12,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
152,1011030106.0,3,13,male,unmarried/never married,yes,6.0,no,,urban,1,1011,Punjab,Rawalpindi,,,,,both
153,1011030107.0,52,9,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
154,1011030107.0,53,6,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
155,1011030109.0,52,14,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
156,1011030109.0,53,12,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
157,1011030109.0,54,9,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
158,1011030110.0,1,15,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
159,1011030110.0,52,10,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
160,1011030110.0,53,8,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
161,1011030110.0,54,6,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
162,1011030111.0,2,11,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
163,1011030111.0,53,5,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
164,1011030202.0,52,12,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
165,1011030202.0,53,8,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
166,1011030205.0,52,14,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
167,1011030205.0,53,12,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
168,1011030205.0,54,9,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
169,1011030205.0,55,6,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
170,1011030206.0,55,8,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
171,1011030209.0,52,15,female,unmarried/never married,no,,no,1.0,urban,1,1011,Punjab,Rawalpindi,,,,,both
172,1011030210.0,4,14,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
173,1011030210.0,5,12,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
174,1011030210.0,52,4,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
175,1011030211.0,52,7,female,unmarried/never married,no,,no,1.0,urban,1,1011,Punjab,Rawalpindi,,,,,both
176,1011030212.0,52,11,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
177,1011030301.0,1,13,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
178,1011030301.0,2,10,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
179,1011030302.0,2,11,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
180,1011030302.0,52,9,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
181,1011030302.0,53,7,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
182,1011030302.0,54,5,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
183,1011030304.0,2,11,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
184,1011030304.0,52,8,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
185,1011030304.0,53,4,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
186,1011030308.0,3,13,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
187,1011030308.0,53,7,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
188,1011030308.0,54,5,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
189,1011030309.0,54,13,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
190,1011030310.0,52,7,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
191,1011030310.0,53,6,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
192,1011030310.0,54,4,male,unmarried/never married,no,,no,10.0,urban,1,1011,Punjab,Rawalpindi,,,,,both
193,1011030312.0,52,6,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
194,1011040102.0,52,9,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
195,1011040102.0,53,7,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
196,1011040103.0,2,13,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
197,1011040103.0,3,11,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
198,1011040103.0,52,8,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
199,1011040103.0,53,7,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
200,1011040107.0,4,12,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
201,1011040109.0,52,5,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
202,1011040109.0,59,10,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
203,1011040110.0,53,9,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
204,1011040111.0,52,9,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
205,1011040111.0,53,8,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
206,1011040111.0,54,7,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
207,1011040111.0,55,5,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
208,1011040201.0,52,12,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
209,1011040201.0,53,10,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
210,1011040201.0,54,8,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
211,1011040201.0,55,6,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
212,1011040201.0,56,4,female,unmarried/never married,no,,no,10.0,urban,1,1011,Punjab,Rawalpindi,,,,,both
213,1011040205.0,53,14,female,unmarried/never married,yes,6.0,no,,urban,1,1011,Punjab,Rawalpindi,,,,,both
214,1011040205.0,54,13,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
215,1011040205.0,55,10,female,unmarried/never married,yes,5.0,no,,urban,1,1011,Punjab,Rawalpindi,,,,,both
216,1011040205.0,57,4,female,unmarried/never married,no,,no,10.0,urban,1,1011,Punjab,Rawalpindi,,,,,both
217,1011040206.0,2,11,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
218,1011040206.0,52,15,female,unmarried/never married,yes,5.0,no,,urban,1,1011,Punjab,Rawalpindi,,,,,both
219,1011040206.0,53,13,female,unmarried/never married,yes,5.0,no,,urban,1,1011,Punjab,Rawalpindi,,,,,both
220,1011040206.0,54,7,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
221,1011040206.0,55,5,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
222,1011040207.0,52,5,male,unmarried/never married,no,,no,17.0,urban,1,1011,Punjab,Rawalpindi,,,,,both
223,1011040208.0,52,7,male,unmarried/never married,no,,no,11.0,urban,1,1011,Punjab,Rawalpindi,,,,,both
224,1011040208.0,53,5,female,unmarried/never married,no,,no,10.0,urban,1,1011,Punjab,Rawalpindi,,,,,both
225,1011040209.0,53,9,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
226,1011040209.0,54,7,female,unmarried/never married,no,,no,11.0,urban,1,1011,Punjab,Rawalpindi,,,,,both
227,1011040209.0,55,5,male,unmarried/never married,no,,no,11.0,urban,1,1011,Punjab,Rawalpindi,,,,,both
228,1011040209.0,56,4,male,unmarried/never married,no,,no,10.0,urban,1,1011,Punjab,Rawalpindi,,,,,both
229,1011040211.0,2,10,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
230,1011040211.0,52,7,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
231,1011040303.0,2,15,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
232,1011040303.0,52,14,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
233,1011040303.0,53,11,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
234,1011040303.0,54,8,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
235,1011040306.0,2,10,male,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
236,1011040307.0,52,13,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
237,1011040307.0,53,10,female,unmarried/never married,yes,,yes,,urban,1,1011,Punjab,Rawalpindi,,,,,both
