id,hhcode,idc,age,sex,marital_status,ever_admitted,max_level_acheived,currently_enrrolled,why_not,region,province_x,subprovince code,province_y,subprovince,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,_merge
12963,1332030209.0,2,14,male,unmarried/never married,no,,no,9.0,rural,1,1332,Punjab,Bahawalpur,,,,,both
12964,1332030209.0,3,10,male,unmarried/never married,yes,,yes,,rural,1,1332,Punjab,Bahawalpur,,,,,both
12965,1332030209.0,54,8,female,unmarried/never married,yes,,yes,,rural,1,1332,Punjab,Bahawalpur,,,,,both
12966,1332030213.0,52,14,female,unmarried/never married,no,,no,2.0,rural,1,1332,Punjab,Bahawalpur,,,,,both
12967,1332030213.0,53,9,male,unmarried/never married,yes,,yes,,rural,1,1332,Punjab,Bahawalpur,,,,,both
12968,1332030214.0,3,13,male,unmarried/never married,yes,,yes,,rural,1,1332,Punjab,Bahawalpur,,,,,both
12969,1332030214.0,53,9,male,unmarried/never married,yes,,yes,,rural,1,1332,Punjab,Bahawalpur,,,,,both
12970,1332030214.0,56,4,female,unmarried/never married,no,,no,10.0,rural,1,1332,Punjab,Bahawalpur,,,,,both
12971,1332030215.0,52,10,female,unmarried/never married,yes,,yes,,rural,1,1332,Punjab,Bahawalpur,,,,,both
12972,1332030215.0,53,8,female,unmarried/never married,yes,,yes,,rural,1,1332,Punjab,Bahawalpur,,,,,both
12973,1332030215.0,54,6,male,unmarried/never married,yes,,yes,,rural,1,1332,Punjab,Bahawalpur,,,,,both
12974,1332030215.0,55,4,female,unmarried/never married,no,,no,10.0,rural,1,1332,Punjab,Bahawalpur,,,,,both
12975,1332030216.0,2,15,male,unmarried/never married,yes,,yes,,rural,1,1332,Punjab,Bahawalpur,,,,,both
12976,1332030216.0,3,13,male,unmarried/never married,yes,,yes,,rural,1,1332,Punjab,Bahawalpur,,,,,both
12977,1332030216.0,52,6,male,unmarried/never married,yes,,yes,,rural,1,1332,Punjab,Bahawalpur,,,,,both
12978,1332040101.0,3,10,male,unmarried/never married,yes,,yes,,rural,1,1332,Punjab,Bahawalpur,,,,,both
12979,1332040101.0,54,12,female,unmarried/never married,yes,,yes,,rural,1,1332,Punjab,Bahawalpur,,,,,both
12980,1332040101.0,55,8,female,unmarried/never married,yes,,yes,,rural,1,1332,Punjab,Bahawalpur,,,,,both
12981,1332040101.0,56,5,female,unmarried/never married,yes,,yes,,rural,1,1332,Punjab,Bahawalpur,,,,,both
12982,1332040102.0,52,5,female,unmarried/never married,no,,no,1.0,rural,1,1332,Punjab,Bahawalpur,,,,,both
12983,1332040103.0,52,8,male,unmarried/never married,yes,,yes,,rural,1,1332,Punjab,Bahawalpur,,,,,both
12984,1332040103.0,53,4,male,unmarried/never married,no,,no,10.0,rural,1,1332,Punjab,Bahawalpur,,,,,both
12985,1332040104.0,2,10,male,unmarried/never married,no,,no,6.0,rural,1,1332,Punjab,Bahawalpur,,,,,both
12986,1332040104.0,51,8,male,unmarried/never married,no,,no,1.0,rural,1,1332,Punjab,Bahawalpur,,,,,both
12987,1332040105.0,4,12,male,unmarried/never married,yes,,yes,,rural,1,1332,Punjab,Bahawalpur,,,,,both
12988,1332040105.0,52,10,female,unmarried/never married,yes,,yes,,rural,1,1332,Punjab,Bahawalpur,,,,,both
12989,1332040106.0,2,12,male,unmarried/never married,yes,,yes,,rural,1,1332,Punjab,Bahawalpur,,,,,both
12990,1332040106.0,3,10,male,unmarried/never married,no,,no,9.0,rural,1,1332,Punjab,Bahawalpur,,,,,both
12991,1332040106.0,52,14,female,unmarried/never married,yes,,yes,,rural,1,1332,Punjab,Bahawalpur,,,,,both
12992,1332040106.0,53,8,female,unmarried/never married,yes,,yes,,rural,1,1332,Punjab,Bahawalpur,,,,,both
12993,1332040108.0,2,15,male,unmarried/never married,yes,4.0,no,,rural,1,1332,Punjab,Bahawalpur,,,,,both
12994,1332040108.0,3,10,male,unmarried/never married,yes,,yes,,rural,1,1332,Punjab,Bahawalpur,,,,,both
12995,1332040108.0,53,11,female,unmarried/never married,yes,2.0,no,,rural,1,1332,Punjab,Bahawalpur,,,,,both
12996,1332040108.0,54,7,female,unmarried/never married,no,,no,1.0,rural,1,1332,Punjab,Bahawalpur,,,,,both
12997,1332040109.0,1,15,male,unmarried/never married,no,,no,11.0,rural,1,1332,Punjab,Bahawalpur,,,,,both
12998,1332040109.0,53,8,female,unmarried/never married,yes,,yes,,rural,1,1332,Punjab,Bahawalpur,,,,,both
12999,1332040109.0,54,7,female,unmarried/never married,yes,,yes,,rural,1,1332,Punjab,Bahawalpur,,,,,both
13000,1332040109.0,55,5,female,unmarried/never married,no,,no,11.0,rural,1,1332,Punjab,Bahawalpur,,,,,both
13001,1332040111.0,53,9,male,unmarried/never married,yes,3.0,no,,rural,1,1332,Punjab,Bahawalpur,,,,,both
13002,1332040111.0,54,7,female,unmarried/never married,no,,no,1.0,rural,1,1332,Punjab,Bahawalpur,,,,,both
13003,1332040111.0,55,5,male,unmarried/never married,no,,no,10.0,rural,1,1332,Punjab,Bahawalpur,,,,,both
13004,1332040112.0,3,12,male,unmarried/never married,yes,,yes,,rural,1,1332,Punjab,Bahawalpur,,,,,both
13005,1332040112.0,52,10,female,unmarried/never married,yes,,yes,,rural,1,1332,Punjab,Bahawalpur,,,,,both
13006,1332040112.0,53,9,male,unmarried/never married,yes,,yes,,rural,1,1332,Punjab,Bahawalpur,,,,,both
13007,1332040112.0,54,8,male,unmarried/never married,yes,,yes,,rural,1,1332,Punjab,Bahawalpur,,,,,both
13008,1332040112.0,55,13,female,unmarried/never married,no,,no,1.0,rural,1,1332,Punjab,Bahawalpur,,,,,both
13009,1332040113.0,3,13,male,unmarried/never married,yes,2.0,no,,rural,1,1332,Punjab,Bahawalpur,,,,,both
13010,1332040113.0,54,15,female,unmarried/never married,no,,no,1.0,rural,1,1332,Punjab,Bahawalpur,,,,,both
13011,1332040114.0,1,12,male,unmarried/never married,yes,,yes,,rural,1,1332,Punjab,Bahawalpur,,,,,both
13012,1332040114.0,52,10,female,unmarried/never married,yes,,yes,,rural,1,1332,Punjab,Bahawalpur,,,,,both
13013,1332040114.0,53,7,male,unmarried/never married,yes,,yes,,rural,1,1332,Punjab,Bahawalpur,,,,,both
13014,1332040114.0,54,5,male,unmarried/never married,no,,no,10.0,rural,1,1332,Punjab,Bahawalpur,,,,,both
13015,1332040115.0,52,13,female,unmarried/never married,yes,,yes,,rural,1,1332,Punjab,Bahawalpur,,,,,both
13016,1332040115.0,53,12,female,unmarried/never married,yes,,yes,,rural,1,1332,Punjab,Bahawalpur,,,,,both
13017,1332040115.0,54,8,female,unmarried/never married,no,,no,1.0,rural,1,1332,Punjab,Bahawalpur,,,,,both
13018,1332040115.0,55,7,female,unmarried/never married,no,,no,1.0,rural,1,1332,Punjab,Bahawalpur,,,,,both
13019,1332040115.0,56,6,female,unmarried/never married,no,,no,1.0,rural,1,1332,Punjab,Bahawalpur,,,,,both
13020,1332040115.0,57,4,male,unmarried/never married,no,,no,1.0,rural,1,1332,Punjab,Bahawalpur,,,,,both
13021,1332040116.0,52,8,female,unmarried/never married,yes,,yes,,rural,1,1332,Punjab,Bahawalpur,,,,,both
13022,1332040116.0,53,5,male,unmarried/never married,yes,,yes,,rural,1,1332,Punjab,Bahawalpur,,,,,both
13023,1332040116.0,54,4,female,unmarried/never married,no,,no,2.0,rural,1,1332,Punjab,Bahawalpur,,,,,both
13024,1332040201.0,2,11,male,unmarried/never married,no,,no,11.0,rural,1,1332,Punjab,Bahawalpur,,,,,both
13025,1332040201.0,52,12,female,unmarried/never married,no,,no,1.0,rural,1,1332,Punjab,Bahawalpur,,,,,both
13026,1332040201.0,53,8,male,unmarried/never married,no,,no,1.0,rural,1,1332,Punjab,Bahawalpur,,,,,both
13027,1332040201.0,54,6,male,unmarried/never married,yes,,yes,,rural,1,1332,Punjab,Bahawalpur,,,,,both
13028,1332040201.0,56,5,female,unmarried/never married,no,,no,1.0,rural,1,1332,Punjab,Bahawalpur,,,,,both
13029,1332040203.0,3,12,male,unmarried/never married,yes,,yes,,rural,1,1332,Punjab,Bahawalpur,,,,,both
13030,1332040203.0,52,8,female,unmarried/never married,yes,,yes,,rural,1,1332,Punjab,Bahawalpur,,,,,both
13031,1332040204.0,4,15,male,unmarried/never married,no,,no,17.0,rural,1,1332,Punjab,Bahawalpur,,,,,both
13032,1332040204.0,55,5,male,unmarried/never married,yes,,yes,,rural,1,1332,Punjab,Bahawalpur,,,,,both
13033,1332040204.0,56,4,male,unmarried/never married,yes,,yes,,rural,1,1332,Punjab,Bahawalpur,,,,,both
13034,1332040205.0,54,5,male,unmarried/never married,yes,,yes,,rural,1,1332,Punjab,Bahawalpur,,,,,both
13035,1332040206.0,1,13,male,unmarried/never married,yes,8.0,no,,rural,1,1332,Punjab,Bahawalpur,,,,,both
13036,1332040206.0,2,12,male,unmarried/never married,yes,8.0,no,,rural,1,1332,Punjab,Bahawalpur,,,,,both
13037,1332040206.0,52,11,female,unmarried/never married,yes,,yes,,rural,1,1332,Punjab,Bahawalpur,,,,,both
13038,1332040206.0,53,9,female,unmarried/never married,yes,,yes,,rural,1,1332,Punjab,Bahawalpur,,,,,both
13039,1332040207.0,3,14,male,unmarried/never married,no,,no,1.0,rural,1,1332,Punjab,Bahawalpur,,,,,both
13040,1332040207.0,4,10,male,unmarried/never married,no,,no,1.0,rural,1,1332,Punjab,Bahawalpur,,,,,both
13041,1332040207.0,53,8,male,unmarried/never married,no,,no,1.0,rural,1,1332,Punjab,Bahawalpur,,,,,both
13042,1332040208.0,52,12,female,unmarried/never married,yes,,yes,,rural,1,1332,Punjab,Bahawalpur,,,,,both
13043,1332040208.0,53,9,male,unmarried/never married,yes,,yes,,rural,1,1332,Punjab,Bahawalpur,,,,,both
13044,1332040208.0,54,7,male,unmarried/never married,yes,,yes,,rural,1,1332,Punjab,Bahawalpur,,,,,both
13045,1332040208.0,55,4,female,unmarried/never married,yes,,yes,,rural,1,1332,Punjab,Bahawalpur,,,,,both
13046,1332040209.0,54,9,male,unmarried/never married,yes,,yes,,rural,1,1332,Punjab,Bahawalpur,,,,,both
13047,1332040209.0,55,6,female,unmarried/never married,no,,no,1.0,rural,1,1332,Punjab,Bahawalpur,,,,,both
13048,1332040209.0,56,5,male,unmarried/never married,no,,no,10.0,rural,1,1332,Punjab,Bahawalpur,,,,,both
13049,1332040210.0,6,12,male,unmarried/never married,yes,,yes,,rural,1,1332,Punjab,Bahawalpur,,,,,both
13050,1332040210.0,52,4,female,unmarried/never married,no,,no,10.0,rural,1,1332,Punjab,Bahawalpur,,,,,both
13051,1332040212.0,4,13,male,unmarried/never married,yes,,yes,,rural,1,1332,Punjab,Bahawalpur,,,,,both
13052,1332040212.0,5,10,male,unmarried/never married,yes,,yes,,rural,1,1332,Punjab,Bahawalpur,,,,,both
13053,1332040212.0,9,14,male,unmarried/never married,yes,,yes,,rural,1,1332,Punjab,Bahawalpur,,,,,both
13054,1332040212.0,10,10,male,unmarried/never married,yes,,yes,,rural,1,1332,Punjab,Bahawalpur,,,,,both
13055,1332040212.0,52,8,female,unmarried/never married,yes,,yes,,rural,1,1332,Punjab,Bahawalpur,,,,,both
13056,1332040212.0,53,7,female,unmarried/never married,yes,,yes,,rural,1,1332,Punjab,Bahawalpur,,,,,both
13057,1332040212.0,54,6,male,unmarried/never married,no,,no,10.0,rural,1,1332,Punjab,Bahawalpur,,,,,both
13058,1332040212.0,58,14,female,unmarried/never married,yes,5.0,no,,rural,1,1332,Punjab,Bahawalpur,,,,,both
13059,1332040212.0,59,11,female,unmarried/never married,yes,5.0,no,,rural,1,1332,Punjab,Bahawalpur,,,,,both
13060,1332040212.0,60,9,female,unmarried/never married,yes,1.0,no,,rural,1,1332,Punjab,Bahawalpur,,,,,both
13061,1332040212.0,61,7,male,unmarried/never married,yes,,yes,,rural,1,1332,Punjab,Bahawalpur,,,,,both
13062,1332040214.0,52,7,female,unmarried/never married,yes,,yes,,rural,1,1332,Punjab,Bahawalpur,,,,,both
13063,1332040214.0,53,6,male,unmarried/never married,yes,,yes,,rural,1,1332,Punjab,Bahawalpur,,,,,both
13064,1332040214.0,54,4,female,unmarried/never married,yes,,yes,,rural,1,1332,Punjab,Bahawalpur,,,,,both
13065,1332040215.0,2,13,male,unmarried/never married,yes,6.0,no,,rural,1,1332,Punjab,Bahawalpur,,,,,both
13066,1332040215.0,52,11,female,unmarried/never married,yes,7.0,no,,rural,1,1332,Punjab,Bahawalpur,,,,,both
13067,1332040215.0,53,9,male,unmarried/never married,no,,no,11.0,rural,1,1332,Punjab,Bahawalpur,,,,,both
13068,1332040215.0,54,7,female,unmarried/never married,no,,no,6.0,rural,1,1332,Punjab,Bahawalpur,,,,,both
13069,1332040215.0,55,5,male,unmarried/never married,no,,no,10.0,rural,1,1332,Punjab,Bahawalpur,,,,,both
13070,1332040215.0,56,4,male,unmarried/never married,no,,no,10.0,rural,1,1332,Punjab,Bahawalpur,,,,,both
13071,1332040216.0,2,11,male,unmarried/never married,no,,no,11.0,rural,1,1332,Punjab,Bahawalpur,,,,,both
13072,1342010101.0,3,15,male,unmarried/never married,no,,no,6.0,rural,1,1342,Punjab,Bahawalnager,,,,,both
13073,1342010101.0,4,11,male,unmarried/never married,no,,no,6.0,rural,1,1342,Punjab,Bahawalnager,,,,,both
13074,1342010101.0,53,13,female,unmarried/never married,no,,no,6.0,rural,1,1342,Punjab,Bahawalnager,,,,,both
13075,1342010102.0,2,14,male,unmarried/never married,yes,,yes,,rural,1,1342,Punjab,Bahawalnager,,,,,both
13076,1342010102.0,3,10,male,unmarried/never married,yes,,yes,,rural,1,1342,Punjab,Bahawalnager,,,,,both
13077,1342010103.0,3,13,male,unmarried/never married,no,,no,17.0,rural,1,1342,Punjab,Bahawalnager,,,,,both
13078,1342010103.0,4,11,male,unmarried/never married,yes,,yes,,rural,1,1342,Punjab,Bahawalnager,,,,,both
13079,1342010104.0,52,4,male,unmarried/never married,no,,no,10.0,rural,1,1342,Punjab,Bahawalnager,,,,,both
13080,1342010106.0,52,9,male,unmarried/never married,yes,,yes,,rural,1,1342,Punjab,Bahawalnager,,,,,both
13081,1342010106.0,53,7,female,unmarried/never married,no,,no,1.0,rural,1,1342,Punjab,Bahawalnager,,,,,both
13082,1342010106.0,54,6,female,unmarried/never married,no,,no,1.0,rural,1,1342,Punjab,Bahawalnager,,,,,both
13083,1342010107.0,52,12,female,unmarried/never married,yes,,yes,,rural,1,1342,Punjab,Bahawalnager,,,,,both
13084,1342010107.0,53,11,female,unmarried/never married,yes,,yes,,rural,1,1342,Punjab,Bahawalnager,,,,,both
13085,1342010107.0,54,7,male,unmarried/never married,yes,,yes,,rural,1,1342,Punjab,Bahawalnager,,,,,both
13086,1342010107.0,55,6,female,unmarried/never married,no,,no,2.0,rural,1,1342,Punjab,Bahawalnager,,,,,both
13087,1342010108.0,52,14,female,unmarried/never married,no,,no,1.0,rural,1,1342,Punjab,Bahawalnager,,,,,both
13088,1342010108.0,53,12,female,unmarried/never married,no,,no,1.0,rural,1,1342,Punjab,Bahawalnager,,,,,both
13089,1342010108.0,54,9,female,unmarried/never married,no,,no,1.0,rural,1,1342,Punjab,Bahawalnager,,,,,both
13090,1342010108.0,55,7,female,unmarried/never married,no,,no,1.0,rural,1,1342,Punjab,Bahawalnager,,,,,both
13091,1342010108.0,56,5,female,unmarried/never married,no,,no,1.0,rural,1,1342,Punjab,Bahawalnager,,,,,both
13092,1342010109.0,52,10,female,unmarried/never married,no,,no,1.0,rural,1,1342,Punjab,Bahawalnager,,,,,both
13093,1342010109.0,53,8,female,unmarried/never married,no,,no,1.0,rural,1,1342,Punjab,Bahawalnager,,,,,both
13094,1342010109.0,54,6,male,unmarried/never married,yes,,yes,,rural,1,1342,Punjab,Bahawalnager,,,,,both
13095,1342010109.0,55,4,female,unmarried/never married,no,,no,10.0,rural,1,1342,Punjab,Bahawalnager,,,,,both
13096,1342010110.0,54,11,female,unmarried/never married,yes,,yes,,rural,1,1342,Punjab,Bahawalnager,,,,,both
13097,1342010110.0,56,7,male,unmarried/never married,no,,no,11.0,rural,1,1342,Punjab,Bahawalnager,,,,,both
13098,1342010110.0,57,5,female,unmarried/never married,no,,no,10.0,rural,1,1342,Punjab,Bahawalnager,,,,,both
13099,1342010111.0,52,5,male,unmarried/never married,no,,no,10.0,rural,1,1342,Punjab,Bahawalnager,,,,,both
13100,1342010112.0,2,12,male,unmarried/never married,yes,,yes,,rural,1,1342,Punjab,Bahawalnager,,,,,both
13101,1342010112.0,52,8,male,unmarried/never married,yes,,yes,,rural,1,1342,Punjab,Bahawalnager,,,,,both
13102,1342010113.0,52,6,male,unmarried/never married,no,,no,9.0,rural,1,1342,Punjab,Bahawalnager,,,,,both
13103,1342010113.0,53,4,female,unmarried/never married,no,,no,10.0,rural,1,1342,Punjab,Bahawalnager,,,,,both
13104,1342010114.0,52,12,female,unmarried/never married,no,,no,6.0,rural,1,1342,Punjab,Bahawalnager,,,,,both
13105,1342010114.0,53,10,female,unmarried/never married,no,,no,6.0,rural,1,1342,Punjab,Bahawalnager,,,,,both
13106,1342010114.0,54,8,male,unmarried/never married,yes,,yes,,rural,1,1342,Punjab,Bahawalnager,,,,,both
13107,1342010114.0,55,5,female,unmarried/never married,no,,no,6.0,rural,1,1342,Punjab,Bahawalnager,,,,,both
13108,1342010115.0,52,4,female,unmarried/never married,no,,no,10.0,rural,1,1342,Punjab,Bahawalnager,,,,,both
13109,1342010116.0,52,14,female,unmarried/never married,no,,no,6.0,rural,1,1342,Punjab,Bahawalnager,,,,,both
13110,1342010116.0,53,12,female,unmarried/never married,no,,no,6.0,rural,1,1342,Punjab,Bahawalnager,,,,,both
13111,1342010116.0,54,10,female,unmarried/never married,no,,no,6.0,rural,1,1342,Punjab,Bahawalnager,,,,,both
13112,1342010201.0,53,15,female,unmarried/never married,yes,,yes,,rural,1,1342,Punjab,Bahawalnager,,,,,both
13113,1342010201.0,54,12,female,unmarried/never married,yes,,yes,,rural,1,1342,Punjab,Bahawalnager,,,,,both
13114,1342010201.0,55,8,male,unmarried/never married,yes,,yes,,rural,1,1342,Punjab,Bahawalnager,,,,,both
13115,1342010201.0,56,5,female,unmarried/never married,yes,,yes,,rural,1,1342,Punjab,Bahawalnager,,,,,both
13116,1342010202.0,4,15,male,unmarried/never married,yes,10.0,no,,rural,1,1342,Punjab,Bahawalnager,,,,,both
13117,1342010202.0,5,12,male,unmarried/never married,no,,no,11.0,rural,1,1342,Punjab,Bahawalnager,,,,,both
13118,1342010202.0,6,10,male,unmarried/never married,yes,,yes,,rural,1,1342,Punjab,Bahawalnager,,,,,both
13119,1342010202.0,52,14,female,unmarried/never married,yes,5.0,no,,rural,1,1342,Punjab,Bahawalnager,,,,,both
13120,1342010202.0,53,8,male,unmarried/never married,yes,,yes,,rural,1,1342,Punjab,Bahawalnager,,,,,both
13121,1342010202.0,54,6,female,unmarried/never married,yes,,yes,,rural,1,1342,Punjab,Bahawalnager,,,,,both
13122,1342010203.0,3,12,male,unmarried/never married,yes,,yes,,rural,1,1342,Punjab,Bahawalnager,,,,,both
13123,1342010203.0,55,14,female,unmarried/never married,yes,,yes,,rural,1,1342,Punjab,Bahawalnager,,,,,both
13124,1342010205.0,1,14,male,unmarried/never married,yes,,yes,,rural,1,1342,Punjab,Bahawalnager,,,,,both
13125,1342010207.0,53,13,female,unmarried/never married,yes,,yes,,rural,1,1342,Punjab,Bahawalnager,,,,,both
13126,1342010207.0,54,12,female,unmarried/never married,yes,,yes,,rural,1,1342,Punjab,Bahawalnager,,,,,both
13127,1342010209.0,2,14,male,unmarried/never married,yes,5.0,no,,rural,1,1342,Punjab,Bahawalnager,,,,,both
13128,1342010209.0,52,12,female,unmarried/never married,no,,no,9.0,rural,1,1342,Punjab,Bahawalnager,,,,,both
13129,1342010209.0,53,9,male,unmarried/never married,no,,no,1.0,rural,1,1342,Punjab,Bahawalnager,,,,,both
13130,1342010209.0,54,6,male,unmarried/never married,no,,no,1.0,rural,1,1342,Punjab,Bahawalnager,,,,,both
13131,1342010210.0,54,7,male,unmarried/never married,no,,no,9.0,rural,1,1342,Punjab,Bahawalnager,,,,,both
13132,1342010210.0,55,5,male,unmarried/never married,yes,,yes,,rural,1,1342,Punjab,Bahawalnager,,,,,both
13133,1342010210.0,56,4,male,unmarried/never married,no,,no,10.0,rural,1,1342,Punjab,Bahawalnager,,,,,both
13134,1342010211.0,52,7,female,unmarried/never married,no,,no,1.0,rural,1,1342,Punjab,Bahawalnager,,,,,both
13135,1342010211.0,53,5,male,unmarried/never married,no,,no,1.0,rural,1,1342,Punjab,Bahawalnager,,,,,both
13136,1342010215.0,52,8,female,unmarried/never married,no,,no,1.0,rural,1,1342,Punjab,Bahawalnager,,,,,both
13137,1342010215.0,53,7,male,unmarried/never married,no,,no,1.0,rural,1,1342,Punjab,Bahawalnager,,,,,both
13138,1342010215.0,54,4,female,unmarried/never married,no,,no,1.0,rural,1,1342,Punjab,Bahawalnager,,,,,both
13139,1342020102.0,52,8,male,unmarried/never married,yes,,yes,,rural,1,1342,Punjab,Bahawalnager,,,,,both
13140,1342020102.0,53,4,female,unmarried/never married,no,,no,10.0,rural,1,1342,Punjab,Bahawalnager,,,,,both
13141,1342020103.0,52,8,female,unmarried/never married,no,,no,10.0,rural,1,1342,Punjab,Bahawalnager,,,,,both
13142,1342020104.0,54,12,female,unmarried/never married,yes,,yes,,rural,1,1342,Punjab,Bahawalnager,,,,,both
13143,1342020105.0,3,14,male,unmarried/never married,yes,2.0,no,,rural,1,1342,Punjab,Bahawalnager,,,,,both
13144,1342020105.0,54,10,female,unmarried/never married,no,,no,1.0,rural,1,1342,Punjab,Bahawalnager,,,,,both
13145,1342020106.0,52,5,male,unmarried/never married,yes,,yes,,rural,1,1342,Punjab,Bahawalnager,,,,,both
13146,1342020107.0,54,14,female,unmarried/never married,yes,5.0,no,,rural,1,1342,Punjab,Bahawalnager,,,,,both
13147,1342020107.0,55,13,female,unmarried/never married,yes,4.0,no,,rural,1,1342,Punjab,Bahawalnager,,,,,both
13148,1342020108.0,4,15,male,unmarried/never married,yes,,yes,,rural,1,1342,Punjab,Bahawalnager,,,,,both
13149,1342020108.0,53,7,female,unmarried/never married,yes,,yes,,rural,1,1342,Punjab,Bahawalnager,,,,,both
13150,1342020108.0,54,5,female,unmarried/never married,yes,,yes,,rural,1,1342,Punjab,Bahawalnager,,,,,both
13151,1342020110.0,52,9,male,unmarried/never married,yes,,yes,,rural,1,1342,Punjab,Bahawalnager,,,,,both
13152,1342020110.0,53,7,male,unmarried/never married,yes,,yes,,rural,1,1342,Punjab,Bahawalnager,,,,,both
13153,1342020110.0,54,6,female,unmarried/never married,yes,,yes,,rural,1,1342,Punjab,Bahawalnager,,,,,both
13154,1342020110.0,55,5,female,unmarried/never married,yes,,yes,,rural,1,1342,Punjab,Bahawalnager,,,,,both
13155,1342020112.0,53,8,male,unmarried/never married,yes,,yes,,rural,1,1342,Punjab,Bahawalnager,,,,,both
13156,1342020113.0,52,11,female,unmarried/never married,yes,2.0,no,,rural,1,1342,Punjab,Bahawalnager,,,,,both
13157,1342020113.0,53,9,male,unmarried/never married,yes,,yes,,rural,1,1342,Punjab,Bahawalnager,,,,,both
13158,1342020113.0,54,8,male,unmarried/never married,no,,no,11.0,rural,1,1342,Punjab,Bahawalnager,,,,,both
13159,1342020113.0,55,6,male,unmarried/never married,no,,no,11.0,rural,1,1342,Punjab,Bahawalnager,,,,,both
13160,1342020113.0,56,4,female,unmarried/never married,no,,no,11.0,rural,1,1342,Punjab,Bahawalnager,,,,,both
13161,1342020114.0,54,14,female,unmarried/never married,no,,no,1.0,rural,1,1342,Punjab,Bahawalnager,,,,,both
13162,1342020114.0,55,11,female,unmarried/never married,no,,no,1.0,rural,1,1342,Punjab,Bahawalnager,,,,,both
13163,1342020114.0,56,5,male,unmarried/never married,no,,no,1.0,rural,1,1342,Punjab,Bahawalnager,,,,,both
13164,1342020115.0,3,10,male,unmarried/never married,yes,,yes,,rural,1,1342,Punjab,Bahawalnager,,,,,both
13165,1342020115.0,52,14,female,unmarried/never married,no,,no,1.0,rural,1,1342,Punjab,Bahawalnager,,,,,both
13166,1342020115.0,53,8,male,unmarried/never married,no,,no,1.0,rural,1,1342,Punjab,Bahawalnager,,,,,both
13167,1342020115.0,54,6,female,unmarried/never married,no,,no,1.0,rural,1,1342,Punjab,Bahawalnager,,,,,both
13168,1342020115.0,55,5,female,unmarried/never married,no,,no,1.0,rural,1,1342,Punjab,Bahawalnager,,,,,both
13169,1342020116.0,4,15,male,unmarried/never married,yes,8.0,no,,rural,1,1342,Punjab,Bahawalnager,,,,,both
13170,1342020116.0,5,11,male,unmarried/never married,yes,3.0,no,,rural,1,1342,Punjab,Bahawalnager,,,,,both
13171,1342020116.0,53,12,female,unmarried/never married,yes,3.0,no,,rural,1,1342,Punjab,Bahawalnager,,,,,both
13172,1342020116.0,54,8,male,unmarried/never married,yes,,yes,,rural,1,1342,Punjab,Bahawalnager,,,,,both
13173,1342020204.0,2,15,male,unmarried/never married,yes,,yes,,rural,1,1342,Punjab,Bahawalnager,,,,,both
13174,1342020204.0,52,13,female,unmarried/never married,yes,5.0,no,,rural,1,1342,Punjab,Bahawalnager,,,,,both
13175,1342020204.0,53,11,female,unmarried/never married,no,,no,11.0,rural,1,1342,Punjab,Bahawalnager,,,,,both
13176,1342020204.0,54,9,male,unmarried/never married,yes,,yes,,rural,1,1342,Punjab,Bahawalnager,,,,,both
13177,1342020204.0,55,6,female,unmarried/never married,yes,,yes,,rural,1,1342,Punjab,Bahawalnager,,,,,both
13178,1342020205.0,3,15,male,unmarried/never married,yes,,yes,,rural,1,1342,Punjab,Bahawalnager,,,,,both
13179,1342020205.0,54,4,female,unmarried/never married,no,,no,10.0,rural,1,1342,Punjab,Bahawalnager,,,,,both
13180,1342020206.0,3,13,male,unmarried/never married,yes,,yes,,rural,1,1342,Punjab,Bahawalnager,,,,,both
13181,1342020206.0,53,15,female,unmarried/never married,yes,8.0,no,,rural,1,1342,Punjab,Bahawalnager,,,,,both
13182,1342020206.0,54,12,female,unmarried/never married,yes,,yes,,rural,1,1342,Punjab,Bahawalnager,,,,,both
13183,1342020206.0,55,9,female,unmarried/never married,yes,,yes,,rural,1,1342,Punjab,Bahawalnager,,,,,both
13184,1342020206.0,56,5,female,unmarried/never married,yes,,yes,,rural,1,1342,Punjab,Bahawalnager,,,,,both
13185,1342020206.0,59,11,female,unmarried/never married,yes,,yes,,rural,1,1342,Punjab,Bahawalnager,,,,,both
13186,1342020207.0,3,11,male,unmarried/never married,no,,no,13.0,rural,1,1342,Punjab,Bahawalnager,,,,,both
13187,1342020207.0,54,12,female,unmarried/never married,no,,no,2.0,rural,1,1342,Punjab,Bahawalnager,,,,,both
13188,1342020207.0,55,9,female,unmarried/never married,no,,no,2.0,rural,1,1342,Punjab,Bahawalnager,,,,,both
13189,1342020207.0,56,8,male,unmarried/never married,yes,1.0,no,,rural,1,1342,Punjab,Bahawalnager,,,,,both
13190,1342020207.0,57,7,female,unmarried/never married,yes,,yes,,rural,1,1342,Punjab,Bahawalnager,,,,,both
13191,1342020208.0,52,7,male,unmarried/never married,yes,,yes,,rural,1,1342,Punjab,Bahawalnager,,,,,both
13192,1342020208.0,53,5,male,unmarried/never married,yes,,yes,,rural,1,1342,Punjab,Bahawalnager,,,,,both
13193,1342020211.0,2,15,male,unmarried/never married,yes,,yes,,rural,1,1342,Punjab,Bahawalnager,,,,,both
13194,1342020211.0,52,13,female,unmarried/never married,yes,,yes,,rural,1,1342,Punjab,Bahawalnager,,,,,both
