id,hhcode,idc,age,marital_status,sex,ever_admitted,currently_enrolled,region,province,subprovince code,province,year
0,1002000101.0,5,15,1,female,yes,yes,rural,punjab,1002,punjab,2004
1,1002000101.0,6,11,1,female,yes,yes,rural,punjab,1002,punjab,2004
2,1002000102.0,3,9,1,female,yes,yes,rural,punjab,1002,punjab,2004
3,1002000102.0,4,8,1,female,yes,yes,rural,punjab,1002,punjab,2004
4,1002000103.0,5,15,1,female,yes,yes,rural,punjab,1002,punjab,2004
5,1002000103.0,6,14,1,male,yes,yes,rural,punjab,1002,punjab,2004
6,1002000104.0,3,15,1,male,yes,yes,rural,punjab,1002,punjab,2004
7,1002000104.0,4,13,1,male,yes,yes,rural,punjab,1002,punjab,2004
8,1002000104.0,5,11,1,male,yes,yes,rural,punjab,1002,punjab,2004
9,1002000104.0,6,6,1,male,yes,yes,rural,punjab,1002,punjab,2004
10,1002000105.0,13,5,1,male,yes,yes,rural,punjab,1002,punjab,2004
11,1002000106.0,3,11,1,female,yes,yes,rural,punjab,1002,punjab,2004
12,1002000106.0,4,8,1,female,yes,yes,rural,punjab,1002,punjab,2004
13,1002000106.0,5,7,1,female,yes,yes,rural,punjab,1002,punjab,2004
14,1002000107.0,3,13,1,male,yes,yes,rural,punjab,1002,punjab,2004
15,1002000107.0,4,11,1,male,yes,yes,rural,punjab,1002,punjab,2004
16,1002000107.0,5,8,1,female,yes,yes,rural,punjab,1002,punjab,2004
17,1002000108.0,3,5,1,male,yes,yes,rural,punjab,1002,punjab,2004
18,1002000109.0,6,8,1,female,yes,yes,rural,punjab,1002,punjab,2004
19,1002000109.0,7,5,1,female,yes,yes,rural,punjab,1002,punjab,2004
20,1002000110.0,3,7,1,female,yes,yes,rural,punjab,1002,punjab,2004
21,1002000110.0,4,7,1,female,yes,yes,rural,punjab,1002,punjab,2004
22,1002000111.0,3,15,1,female,yes,yes,rural,punjab,1002,punjab,2004
23,1002000111.0,4,13,1,male,yes,yes,rural,punjab,1002,punjab,2004
24,1002000111.0,5,12,1,female,yes,yes,rural,punjab,1002,punjab,2004
25,1002000111.0,6,7,1,male,yes,yes,rural,punjab,1002,punjab,2004
26,1002000115.0,3,5,1,male,yes,yes,rural,punjab,1002,punjab,2004
27,1002000301.0,4,14,1,female,yes,yes,rural,punjab,1002,punjab,2004
28,1002000301.0,5,13,1,male,yes,yes,rural,punjab,1002,punjab,2004
29,1002000301.0,6,11,1,male,yes,yes,rural,punjab,1002,punjab,2004
30,1002000302.0,3,13,1,female,yes,no,rural,punjab,1002,punjab,2004
31,1002000302.0,4,12,1,female,yes,yes,rural,punjab,1002,punjab,2004
32,1002000302.0,5,9,1,male,yes,yes,rural,punjab,1002,punjab,2004
33,1002000302.0,6,7,1,female,no,,rural,punjab,1002,punjab,2004
34,1002000303.0,3,6,1,male,yes,yes,rural,punjab,1002,punjab,2004
35,1002000304.0,3,13,1,male,yes,yes,rural,punjab,1002,punjab,2004
36,1002000304.0,4,11,1,male,yes,yes,rural,punjab,1002,punjab,2004
37,1002000304.0,5,8,1,male,no,,rural,punjab,1002,punjab,2004
38,1002000305.0,6,14,1,female,yes,yes,rural,punjab,1002,punjab,2004
39,1002000305.0,7,13,1,female,yes,yes,rural,punjab,1002,punjab,2004
40,1002000305.0,8,11,1,male,yes,yes,rural,punjab,1002,punjab,2004
41,1002000306.0,4,15,1,female,yes,yes,rural,punjab,1002,punjab,2004
42,1002000306.0,5,12,1,female,yes,no,rural,punjab,1002,punjab,2004
43,1002000308.0,3,13,1,female,yes,yes,rural,punjab,1002,punjab,2004
44,1002000308.0,4,9,1,male,yes,yes,rural,punjab,1002,punjab,2004
45,1002000310.0,2,15,1,female,yes,yes,rural,punjab,1002,punjab,2004
46,1002000310.0,3,12,1,female,yes,yes,rural,punjab,1002,punjab,2004
47,1002000310.0,4,8,1,female,yes,yes,rural,punjab,1002,punjab,2004
48,1002000310.0,5,7,1,female,yes,yes,rural,punjab,1002,punjab,2004
49,1002000311.0,4,10,1,male,yes,yes,rural,punjab,1002,punjab,2004
50,1002000312.0,5,14,1,female,yes,yes,rural,punjab,1002,punjab,2004
51,1002000313.0,5,5,1,male,yes,yes,rural,punjab,1002,punjab,2004
52,1002000314.0,3,13,1,female,yes,yes,rural,punjab,1002,punjab,2004
53,1002000314.0,4,10,1,male,yes,yes,rural,punjab,1002,punjab,2004
54,1002000314.0,5,8,1,male,yes,yes,rural,punjab,1002,punjab,2004
55,1002000315.0,12,7,1,female,yes,yes,rural,punjab,1002,punjab,2004
56,1002000315.0,13,5,1,male,yes,yes,rural,punjab,1002,punjab,2004
57,1002000316.0,5,13,1,male,yes,no,rural,punjab,1002,punjab,2004
58,1002000316.0,6,11,1,female,yes,yes,rural,punjab,1002,punjab,2004
59,1002000316.0,7,9,1,female,yes,no,rural,punjab,1002,punjab,2004
60,1002000316.0,8,6,1,female,yes,yes,rural,punjab,1002,punjab,2004
61,1002000402.0,3,9,1,female,no,,rural,punjab,1002,punjab,2004
62,1002000404.0,7,13,1,female,yes,yes,rural,punjab,1002,punjab,2004
63,1002000404.0,8,8,1,male,yes,yes,rural,punjab,1002,punjab,2004
64,1002000404.0,9,6,1,female,yes,yes,rural,punjab,1002,punjab,2004
65,1002000405.0,3,7,1,male,yes,yes,rural,punjab,1002,punjab,2004
66,1002000405.0,4,5,1,male,yes,yes,rural,punjab,1002,punjab,2004
67,1002000406.0,5,12,1,female,yes,yes,rural,punjab,1002,punjab,2004
68,1002000406.0,6,8,1,female,yes,yes,rural,punjab,1002,punjab,2004
69,1002000406.0,7,7,1,female,no,,rural,punjab,1002,punjab,2004
70,1002000407.0,3,6,1,male,no,,rural,punjab,1002,punjab,2004
71,1002000409.0,3,12,1,female,yes,no,rural,punjab,1002,punjab,2004
72,1002000409.0,4,9,1,male,yes,yes,rural,punjab,1002,punjab,2004
73,1002000409.0,5,7,1,female,yes,yes,rural,punjab,1002,punjab,2004
74,1002000412.0,5,13,1,male,yes,yes,rural,punjab,1002,punjab,2004
75,1002000413.0,4,15,1,female,yes,no,rural,punjab,1002,punjab,2004
76,1002000413.0,5,12,1,male,no,,rural,punjab,1002,punjab,2004
77,1002000413.0,6,11,1,female,yes,yes,rural,punjab,1002,punjab,2004
78,1002000414.0,3,8,1,male,yes,yes,rural,punjab,1002,punjab,2004
79,1002000415.0,2,8,1,female,no,,rural,punjab,1002,punjab,2004
80,1002000416.0,3,9,1,male,yes,yes,rural,punjab,1002,punjab,2004
81,1002000501.0,5,13,1,male,yes,yes,rural,punjab,1002,punjab,2004
82,1002000501.0,6,10,1,female,yes,yes,rural,punjab,1002,punjab,2004
83,1002000501.0,7,8,1,male,yes,yes,rural,punjab,1002,punjab,2004
84,1002000502.0,3,8,1,male,yes,yes,rural,punjab,1002,punjab,2004
85,1002000502.0,4,5,1,male,no,,rural,punjab,1002,punjab,2004
86,1002000504.0,3,7,1,female,yes,yes,rural,punjab,1002,punjab,2004
87,1002000505.0,3,15,1,male,yes,yes,rural,punjab,1002,punjab,2004
88,1002000505.0,4,12,1,male,yes,yes,rural,punjab,1002,punjab,2004
89,1002000505.0,5,6,1,female,no,,rural,punjab,1002,punjab,2004
90,1002000506.0,5,15,1,female,yes,no,rural,punjab,1002,punjab,2004
91,1002000506.0,6,13,1,male,yes,yes,rural,punjab,1002,punjab,2004
92,1002000506.0,7,9,1,female,yes,yes,rural,punjab,1002,punjab,2004
93,1002000507.0,7,13,1,male,yes,yes,rural,punjab,1002,punjab,2004
94,1002000508.0,3,13,1,female,yes,yes,rural,punjab,1002,punjab,2004
95,1002000508.0,4,7,1,male,yes,yes,rural,punjab,1002,punjab,2004
96,1002000510.0,2,12,1,female,yes,yes,rural,punjab,1002,punjab,2004
97,1002000510.0,3,10,1,female,yes,yes,rural,punjab,1002,punjab,2004
98,1002000510.0,4,9,1,male,yes,yes,rural,punjab,1002,punjab,2004
99,1002000510.0,5,7,1,male,yes,yes,rural,punjab,1002,punjab,2004
100,1002000511.0,6,15,1,female,no,,rural,punjab,1002,punjab,2004
101,1002000513.0,7,14,1,male,no,,rural,punjab,1002,punjab,2004
102,1002000515.0,3,12,1,female,yes,yes,rural,punjab,1002,punjab,2004
103,1002000515.0,4,10,1,female,yes,yes,rural,punjab,1002,punjab,2004
104,1002000515.0,5,9,1,female,yes,yes,rural,punjab,1002,punjab,2004
105,1002000515.0,6,8,1,male,yes,yes,rural,punjab,1002,punjab,2004
106,1002000515.0,7,5,1,female,yes,yes,rural,punjab,1002,punjab,2004
107,1002000516.0,6,15,1,male,yes,yes,rural,punjab,1002,punjab,2004
108,1002000516.0,7,12,1,male,yes,yes,rural,punjab,1002,punjab,2004
109,1002000703.0,3,6,1,male,yes,yes,rural,punjab,1002,punjab,2004
110,1002000708.0,3,9,1,female,yes,yes,rural,punjab,1002,punjab,2004
111,1002000708.0,4,8,1,female,yes,yes,rural,punjab,1002,punjab,2004
112,1002000708.0,5,5,1,female,no,,rural,punjab,1002,punjab,2004
113,1002000709.0,3,6,1,female,yes,yes,rural,punjab,1002,punjab,2004
114,1002000710.0,4,15,1,female,yes,no,rural,punjab,1002,punjab,2004
115,1002000712.0,6,13,1,male,yes,yes,rural,punjab,1002,punjab,2004
116,1002000712.0,7,10,1,male,yes,yes,rural,punjab,1002,punjab,2004
117,1002000713.0,3,9,1,male,yes,yes,rural,punjab,1002,punjab,2004
118,1002000713.0,4,7,1,male,yes,yes,rural,punjab,1002,punjab,2004
119,1002000713.0,5,5,1,male,yes,yes,rural,punjab,1002,punjab,2004
120,1002000714.0,4,14,1,female,yes,no,rural,punjab,1002,punjab,2004
121,1002000714.0,5,12,1,female,yes,yes,rural,punjab,1002,punjab,2004
122,1002000714.0,6,10,1,male,no,,rural,punjab,1002,punjab,2004
123,1002000714.0,7,5,1,female,no,,rural,punjab,1002,punjab,2004
124,1002000716.0,3,10,1,female,yes,yes,rural,punjab,1002,punjab,2004
125,1002001001.0,3,15,1,male,yes,yes,rural,punjab,1002,punjab,2004
126,1002001001.0,4,14,1,female,yes,yes,rural,punjab,1002,punjab,2004
127,1002001002.0,6,15,1,female,yes,yes,rural,punjab,1002,punjab,2004
128,1002001002.0,7,10,1,female,yes,yes,rural,punjab,1002,punjab,2004
129,1002001003.0,7,14,1,male,yes,yes,rural,punjab,1002,punjab,2004
130,1002001003.0,8,9,1,male,yes,yes,rural,punjab,1002,punjab,2004
131,1002001005.0,8,12,1,female,yes,yes,rural,punjab,1002,punjab,2004
132,1002001005.0,9,10,1,male,no,,rural,punjab,1002,punjab,2004
133,1002001006.0,3,10,1,male,yes,yes,rural,punjab,1002,punjab,2004
134,1002001006.0,4,9,1,male,yes,yes,rural,punjab,1002,punjab,2004
135,1002001006.0,5,7,1,male,yes,yes,rural,punjab,1002,punjab,2004
136,1002001006.0,6,5,1,female,yes,yes,rural,punjab,1002,punjab,2004
137,1002001006.0,11,15,1,female,yes,yes,rural,punjab,1002,punjab,2004
138,1002001006.0,12,13,1,female,yes,yes,rural,punjab,1002,punjab,2004
139,1002001007.0,9,14,1,female,yes,yes,rural,punjab,1002,punjab,2004
140,1002001008.0,5,12,1,male,yes,yes,rural,punjab,1002,punjab,2004
141,1002001008.0,6,10,1,female,yes,yes,rural,punjab,1002,punjab,2004
142,1002001008.0,7,8,1,male,yes,yes,rural,punjab,1002,punjab,2004
143,1002001008.0,8,6,1,female,yes,yes,rural,punjab,1002,punjab,2004
144,1002001010.0,9,11,1,male,yes,yes,rural,punjab,1002,punjab,2004
145,1002001010.0,10,9,1,male,yes,yes,rural,punjab,1002,punjab,2004
146,1002001011.0,8,15,1,male,yes,yes,rural,punjab,1002,punjab,2004
147,1002001011.0,9,13,1,female,yes,yes,rural,punjab,1002,punjab,2004
148,1002001012.0,5,12,1,male,yes,yes,rural,punjab,1002,punjab,2004
149,1002001012.0,6,10,1,female,yes,yes,rural,punjab,1002,punjab,2004
150,1002001012.0,7,8,1,female,yes,yes,rural,punjab,1002,punjab,2004
151,1002001013.0,7,15,1,male,yes,yes,rural,punjab,1002,punjab,2004
152,1002001013.0,8,12,1,male,yes,yes,rural,punjab,1002,punjab,2004
153,1002001013.0,11,8,1,male,yes,yes,rural,punjab,1002,punjab,2004
154,1002001013.0,12,6,1,female,yes,yes,rural,punjab,1002,punjab,2004
155,1002001014.0,7,6,1,female,yes,yes,rural,punjab,1002,punjab,2004
156,1002001014.0,10,10,1,male,yes,yes,rural,punjab,1002,punjab,2004
157,1002001014.0,11,6,1,male,yes,yes,rural,punjab,1002,punjab,2004
158,1002001016.0,6,7,1,male,yes,yes,rural,punjab,1002,punjab,2004
159,1002001016.0,7,5,1,male,yes,yes,rural,punjab,1002,punjab,2004
160,1002001202.0,4,15,1,female,yes,yes,rural,punjab,1002,punjab,2004
161,1002001202.0,5,13,1,male,yes,yes,rural,punjab,1002,punjab,2004
162,1002001202.0,6,9,1,male,yes,yes,rural,punjab,1002,punjab,2004
163,1002001203.0,3,11,1,male,yes,yes,rural,punjab,1002,punjab,2004
164,1002001203.0,4,7,1,male,yes,yes,rural,punjab,1002,punjab,2004
165,1002001204.0,4,14,1,female,yes,no,rural,punjab,1002,punjab,2004
166,1002001205.0,4,13,1,male,no,,rural,punjab,1002,punjab,2004
167,1002001205.0,5,11,1,female,no,,rural,punjab,1002,punjab,2004
168,1002001205.0,6,9,1,female,yes,yes,rural,punjab,1002,punjab,2004
169,1002001206.0,6,5,1,male,yes,yes,rural,punjab,1002,punjab,2004
170,1002001207.0,3,11,1,male,yes,yes,rural,punjab,1002,punjab,2004
171,1002001207.0,4,14,1,female,yes,yes,rural,punjab,1002,punjab,2004
172,1002001207.0,5,12,1,female,yes,yes,rural,punjab,1002,punjab,2004
173,1002001207.0,6,10,1,female,no,,rural,punjab,1002,punjab,2004
174,1002001207.0,7,8,1,male,yes,yes,rural,punjab,1002,punjab,2004
175,1002001207.0,8,5,1,male,yes,yes,rural,punjab,1002,punjab,2004
176,1002001208.0,8,15,1,female,yes,yes,rural,punjab,1002,punjab,2004
177,1002001208.0,9,12,1,female,yes,yes,rural,punjab,1002,punjab,2004
178,1002001209.0,6,13,1,male,yes,yes,rural,punjab,1002,punjab,2004
179,1002001209.0,7,13,1,male,yes,yes,rural,punjab,1002,punjab,2004
180,1002001209.0,8,11,1,male,yes,yes,rural,punjab,1002,punjab,2004
181,1002001210.0,6,12,1,male,yes,yes,rural,punjab,1002,punjab,2004
182,1002001211.0,3,12,2,female,yes,yes,rural,punjab,1002,punjab,2004
183,1002001211.0,4,10,1,female,yes,yes,rural,punjab,1002,punjab,2004
184,1002001211.0,5,8,1,female,yes,yes,rural,punjab,1002,punjab,2004
185,1002001211.0,6,7,1,male,yes,yes,rural,punjab,1002,punjab,2004
186,1002001212.0,5,14,1,female,yes,yes,rural,punjab,1002,punjab,2004
187,1002001212.0,6,12,1,male,yes,yes,rural,punjab,1002,punjab,2004
188,1002001212.0,7,9,1,male,yes,yes,rural,punjab,1002,punjab,2004
189,1002001212.0,8,7,1,male,yes,yes,rural,punjab,1002,punjab,2004
190,1002001212.0,9,6,1,male,yes,yes,rural,punjab,1002,punjab,2004
191,1002001213.0,3,15,1,female,yes,no,rural,punjab,1002,punjab,2004
192,1002001213.0,5,7,1,female,yes,yes,rural,punjab,1002,punjab,2004
193,1002001213.0,6,5,1,male,yes,yes,rural,punjab,1002,punjab,2004
194,1002001214.0,5,15,1,female,yes,yes,rural,punjab,1002,punjab,2004
195,1002001214.0,6,13,1,male,yes,yes,rural,punjab,1002,punjab,2004
196,1002001214.0,7,9,1,female,yes,yes,rural,punjab,1002,punjab,2004
197,1002001214.0,8,7,1,male,yes,yes,rural,punjab,1002,punjab,2004
198,1002001501.0,4,14,1,male,yes,no,rural,punjab,1002,punjab,2004
199,1002001503.0,3,12,1,male,yes,yes,rural,punjab,1002,punjab,2004
200,1002001503.0,4,10,1,female,yes,yes,rural,punjab,1002,punjab,2004
201,1002001503.0,5,8,1,female,yes,yes,rural,punjab,1002,punjab,2004
202,1002001503.0,6,6,1,female,no,,rural,punjab,1002,punjab,2004
203,1002001504.0,6,13,1,male,yes,no,rural,punjab,1002,punjab,2004
204,1002001506.0,3,14,1,female,yes,no,rural,punjab,1002,punjab,2004
205,1002001506.0,4,11,1,male,yes,yes,rural,punjab,1002,punjab,2004
206,1002001506.0,5,9,1,female,yes,yes,rural,punjab,1002,punjab,2004
207,1002001506.0,6,5,1,male,no,,rural,punjab,1002,punjab,2004
208,1002001507.0,3,13,1,female,yes,yes,rural,punjab,1002,punjab,2004
209,1002001507.0,4,11,1,female,yes,yes,rural,punjab,1002,punjab,2004
210,1002001507.0,5,10,1,male,yes,yes,rural,punjab,1002,punjab,2004
211,1002001507.0,6,7,1,female,yes,yes,rural,punjab,1002,punjab,2004
212,1002001507.0,7,6,1,male,no,,rural,punjab,1002,punjab,2004
213,1002001507.0,8,5,1,female,no,,rural,punjab,1002,punjab,2004
214,1002001508.0,3,12,1,male,yes,yes,rural,punjab,1002,punjab,2004
215,1002001508.0,4,10,1,female,yes,yes,rural,punjab,1002,punjab,2004
216,1002001508.0,5,6,1,female,no,,rural,punjab,1002,punjab,2004
217,1002001510.0,3,14,1,male,yes,yes,rural,punjab,1002,punjab,2004
218,1002001510.0,4,12,1,female,yes,yes,rural,punjab,1002,punjab,2004
219,1002001510.0,5,10,1,male,yes,yes,rural,punjab,1002,punjab,2004
220,1002001510.0,6,5,1,male,yes,yes,rural,punjab,1002,punjab,2004
221,1002001511.0,3,15,1,female,yes,yes,rural,punjab,1002,punjab,2004
222,1002001511.0,4,11,1,male,yes,yes,rural,punjab,1002,punjab,2004
223,1002001511.0,5,9,1,male,yes,yes,rural,punjab,1002,punjab,2004
224,1002001511.0,6,7,1,female,yes,yes,rural,punjab,1002,punjab,2004
225,1002001511.0,11,14,1,male,yes,yes,rural,punjab,1002,punjab,2004
226,1002001511.0,12,12,1,male,yes,yes,rural,punjab,1002,punjab,2004
227,1002001511.0,13,5,1,female,no,,rural,punjab,1002,punjab,2004
228,1002001512.0,8,15,1,female,yes,yes,rural,punjab,1002,punjab,2004
229,1002001512.0,9,11,1,female,yes,yes,rural,punjab,1002,punjab,2004
230,1002001512.0,10,9,1,female,yes,yes,rural,punjab,1002,punjab,2004
231,1002001512.0,11,7,1,female,yes,yes,rural,punjab,1002,punjab,2004
232,1002001513.0,3,10,1,female,no,,rural,punjab,1002,punjab,2004
233,1002001513.0,4,8,1,female,yes,yes,rural,punjab,1002,punjab,2004
234,1002001514.0,5,15,1,male,yes,no,rural,punjab,1002,punjab,2004
235,1002001515.0,4,15,1,male,yes,yes,rural,punjab,1002,punjab,2004
236,1002001515.0,5,12,1,male,yes,yes,rural,punjab,1002,punjab,2004
237,1002001515.0,6,8,1,male,yes,yes,rural,punjab,1002,punjab,2004
238,1002001516.0,3,7,1,male,no,,rural,punjab,1002,punjab,2004
239,1002001516.0,4,5,1,female,no,,rural,punjab,1002,punjab,2004
240,1011000202.0,5,8,1,male,yes,yes,urban,punjab,1011,punjab,2004
241,1011000203.0,8,12,1,male,yes,yes,urban,punjab,1011,punjab,2004
242,1011000205.0,3,12,1,male,yes,yes,urban,punjab,1011,punjab,2004
243,1011000205.0,4,10,1,female,yes,yes,urban,punjab,1011,punjab,2004
244,1011000206.0,7,15,1,female,yes,no,urban,punjab,1011,punjab,2004
245,1011000207.0,4,12,1,male,yes,yes,urban,punjab,1011,punjab,2004
246,1011000208.0,6,14,1,male,yes,yes,urban,punjab,1011,punjab,2004
247,1011000211.0,5,13,1,female,yes,yes,urban,punjab,1011,punjab,2004
248,1011000211.0,6,11,1,female,yes,yes,urban,punjab,1011,punjab,2004
249,1011000211.0,7,8,1,female,yes,yes,urban,punjab,1011,punjab,2004
250,1011000901.0,6,12,1,male,yes,yes,urban,punjab,1011,punjab,2004
251,1011000902.0,7,14,1,male,yes,yes,urban,punjab,1011,punjab,2004
252,1011000902.0,8,10,1,male,yes,yes,urban,punjab,1011,punjab,2004
253,1011000905.0,3,7,1,female,yes,yes,urban,punjab,1011,punjab,2004
254,1011000905.0,4,5,1,male,yes,yes,urban,punjab,1011,punjab,2004
255,1011000907.0,7,15,1,female,yes,yes,urban,punjab,1011,punjab,2004
256,1011000907.0,8,8,1,male,yes,yes,urban,punjab,1011,punjab,2004
257,1011000907.0,10,14,1,male,yes,yes,urban,punjab,1011,punjab,2004
258,1011000907.0,11,12,1,female,yes,yes,urban,punjab,1011,punjab,2004
259,1011000907.0,12,9,1,male,yes,yes,urban,punjab,1011,punjab,2004
260,1011000907.0,13,6,1,male,yes,yes,urban,punjab,1011,punjab,2004
261,1011000907.0,17,6,1,male,yes,yes,urban,punjab,1011,punjab,2004
262,1011000907.0,18,5,1,male,yes,yes,urban,punjab,1011,punjab,2004
263,1011000908.0,5,14,1,male,yes,yes,urban,punjab,1011,punjab,2004
264,1011000909.0,3,6,1,male,yes,yes,urban,punjab,1011,punjab,2004
265,1011000909.0,4,5,1,female,yes,yes,urban,punjab,1011,punjab,2004
266,1011000910.0,3,9,1,male,yes,yes,urban,punjab,1011,punjab,2004
267,1011000910.0,4,7,1,female,yes,yes,urban,punjab,1011,punjab,2004
268,1011000910.0,5,5,1,male,yes,yes,urban,punjab,1011,punjab,2004
269,1012000402.0,3,6,1,male,yes,yes,rural,punjab,1012,punjab,2004
270,1012000403.0,7,15,1,female,no,,rural,punjab,1012,punjab,2004
271,1012000405.0,2,7,1,male,yes,yes,rural,punjab,1012,punjab,2004
272,1012000406.0,5,14,1,female,yes,yes,rural,punjab,1012,punjab,2004
273,1012000406.0,8,6,1,male,yes,yes,rural,punjab,1012,punjab,2004
274,1012000408.0,3,13,1,male,yes,yes,rural,punjab,1012,punjab,2004
275,1012000411.0,3,10,1,male,yes,yes,rural,punjab,1012,punjab,2004
276,1012000411.0,4,8,1,female,yes,yes,rural,punjab,1012,punjab,2004
277,1012000411.0,5,7,1,female,yes,yes,rural,punjab,1012,punjab,2004
278,1012000413.0,5,14,1,male,yes,yes,rural,punjab,1012,punjab,2004
279,1012000413.0,6,11,1,male,yes,yes,rural,punjab,1012,punjab,2004
280,1012000414.0,2,5,1,female,yes,yes,rural,punjab,1012,punjab,2004
281,1012000415.0,3,14,1,male,yes,yes,rural,punjab,1012,punjab,2004
282,1012000415.0,4,12,1,male,yes,no,rural,punjab,1012,punjab,2004
283,1012000415.0,5,6,1,female,no,,rural,punjab,1012,punjab,2004
284,1012000415.0,6,5,1,male,no,,rural,punjab,1012,punjab,2004
285,1012000416.0,3,14,1,male,yes,yes,rural,punjab,1012,punjab,2004
286,1012000416.0,4,10,1,male,yes,yes,rural,punjab,1012,punjab,2004
287,1012000416.0,5,8,1,female,yes,yes,rural,punjab,1012,punjab,2004
288,1012000416.0,6,6,1,female,yes,yes,rural,punjab,1012,punjab,2004
289,1012001201.0,6,15,1,female,yes,no,rural,punjab,1012,punjab,2004
290,1012001201.0,7,11,1,female,yes,no,rural,punjab,1012,punjab,2004
291,1012001203.0,2,14,1,male,yes,yes,rural,punjab,1012,punjab,2004
292,1012001203.0,3,12,1,female,yes,yes,rural,punjab,1012,punjab,2004
293,1012001203.0,4,10,1,male,yes,yes,rural,punjab,1012,punjab,2004
294,1012001203.0,5,7,1,male,yes,yes,rural,punjab,1012,punjab,2004
295,1012001203.0,8,7,1,male,yes,yes,rural,punjab,1012,punjab,2004
296,1012001204.0,4,13,1,male,yes,yes,rural,punjab,1012,punjab,2004
297,1012001205.0,5,15,1,female,yes,no,rural,punjab,1012,punjab,2004
298,1012001206.0,3,15,1,female,yes,no,rural,punjab,1012,punjab,2004
299,1012001206.0,4,13,1,female,yes,yes,rural,punjab,1012,punjab,2004
300,1012001206.0,5,10,1,male,yes,yes,rural,punjab,1012,punjab,2004
301,1012001206.0,6,8,1,male,yes,yes,rural,punjab,1012,punjab,2004
302,1012001208.0,4,15,1,male,yes,no,rural,punjab,1012,punjab,2004
303,1012001208.0,5,9,1,female,yes,yes,rural,punjab,1012,punjab,2004
304,1012001209.0,3,6,1,male,yes,yes,rural,punjab,1012,punjab,2004
305,1012001209.0,4,5,1,female,no,,rural,punjab,1012,punjab,2004
306,1012001210.0,3,11,1,male,yes,yes,rural,punjab,1012,punjab,2004
307,1012001210.0,4,9,1,male,yes,yes,rural,punjab,1012,punjab,2004
308,1012001210.0,5,6,1,female,yes,yes,rural,punjab,1012,punjab,2004
309,1012001212.0,3,8,1,male,yes,yes,rural,punjab,1012,punjab,2004
310,1012001212.0,4,6,1,male,yes,yes,rural,punjab,1012,punjab,2004
311,1012001213.0,3,7,1,male,yes,yes,rural,punjab,1012,punjab,2004
312,1012001213.0,4,6,1,male,yes,yes,rural,punjab,1012,punjab,2004
313,1012001215.0,4,15,1,male,yes,yes,rural,punjab,1012,punjab,2004
314,1012001215.0,5,12,1,male,yes,yes,rural,punjab,1012,punjab,2004
315,1012001701.0,6,6,1,male,yes,yes,rural,punjab,1012,punjab,2004
316,1012001703.0,3,9,1,male,yes,yes,rural,punjab,1012,punjab,2004
317,1012001703.0,4,5,1,female,yes,yes,rural,punjab,1012,punjab,2004
318,1012001703.0,5,5,1,female,yes,yes,rural,punjab,1012,punjab,2004
319,1012001703.0,9,11,1,female,yes,yes,rural,punjab,1012,punjab,2004
320,1012001703.0,10,6,1,female,yes,yes,rural,punjab,1012,punjab,2004
321,1012001704.0,3,12,1,female,yes,yes,rural,punjab,1012,punjab,2004
322,1012001704.0,4,10,1,female,yes,yes,rural,punjab,1012,punjab,2004
323,1012001704.0,5,6,1,male,yes,yes,rural,punjab,1012,punjab,2004
324,1012001706.0,3,13,1,female,yes,yes,rural,punjab,1012,punjab,2004
325,1012001706.0,4,11,1,female,yes,yes,rural,punjab,1012,punjab,2004
326,1012001706.0,5,9,1,male,yes,yes,rural,punjab,1012,punjab,2004
327,1012001706.0,6,6,1,male,yes,yes,rural,punjab,1012,punjab,2004
328,1012001707.0,6,10,1,female,yes,yes,rural,punjab,1012,punjab,2004
329,1012001707.0,7,13,1,female,yes,yes,rural,punjab,1012,punjab,2004
330,1012001707.0,8,7,1,female,yes,yes,rural,punjab,1012,punjab,2004
331,1012001708.0,3,12,1,male,yes,yes,rural,punjab,1012,punjab,2004
332,1012001708.0,4,9,1,male,yes,yes,rural,punjab,1012,punjab,2004
333,1012001708.0,5,7,1,male,yes,yes,rural,punjab,1012,punjab,2004
334,1012001709.0,3,7,1,male,yes,yes,rural,punjab,1012,punjab,2004
335,1012001709.0,4,6,1,female,yes,yes,rural,punjab,1012,punjab,2004
336,1012001710.0,6,12,1,female,yes,no,rural,punjab,1012,punjab,2004
337,1012001711.0,3,14,1,female,yes,no,rural,punjab,1012,punjab,2004
338,1012001711.0,4,12,1,female,yes,yes,rural,punjab,1012,punjab,2004
339,1012001711.0,5,7,1,male,yes,yes,rural,punjab,1012,punjab,2004
340,1012001712.0,3,9,1,male,yes,yes,rural,punjab,1012,punjab,2004
341,1012001712.0,4,8,1,male,yes,yes,rural,punjab,1012,punjab,2004
342,1012001712.0,5,6,1,male,yes,yes,rural,punjab,1012,punjab,2004
343,1012001715.0,4,15,1,female,yes,no,rural,punjab,1012,punjab,2004
344,1012001715.0,5,12,1,female,yes,yes,rural,punjab,1012,punjab,2004
345,1012001715.0,6,10,1,male,yes,yes,rural,punjab,1012,punjab,2004
346,1012001715.0,7,6,1,male,yes,yes,rural,punjab,1012,punjab,2004
347,1012001716.0,4,14,1,male,yes,yes,rural,punjab,1012,punjab,2004
348,1012001716.0,5,12,1,female,no,,rural,punjab,1012,punjab,2004
349,1012001716.0,8,12,1,female,no,,rural,punjab,1012,punjab,2004
350,1012001716.0,9,8,1,male,yes,yes,rural,punjab,1012,punjab,2004
